,correlation,expt,ci_2.5,ci_50,ci_97.5,n_it,n_items,norm,DATADIR,EXPTFILENAME,NORMDATADIR,RELIABILITYRESULTDIR,SUBJECTSPLITDIR,save
0,0.8438805448454784,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
1,0.8502497484573917,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
2,0.8723971939770645,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
3,0.8708096580436272,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
4,0.8039767360013792,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
5,0.8339778764882262,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
6,0.8672602379255001,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
7,0.8566402180430539,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
8,0.8845529175514233,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
9,0.8562925133011245,1,0.8127263879413335,0.8569675937818692,0.8861033244366144,1000,2109,syn,/Users/gt/Documents/GitHub/memorable_words/3_PREP_ANALYSES,exp1_data_with_norms_reordered_20221029.csv,/Users/gt/Documents/GitHub/massive_word_mem/1_GET_DATA_CLEAN/synonym_meaning_norms/SCRIPTS_FILES_FOR_SUBJECT_LEVEL_EXTRACTION/allrawdata_tedmeaningnorms/,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/reliability_results,/Users/gt/Documents/GitHub/memorable_words/1_GET_DATA/meaning_synonym_reliability/expt1_subject_splits,True
