,acc,hit_rate,false_alarm.rate
lower_CI2.5,0.7947019867549668,0.6842105263157895,0.0875
median_CI50,0.7973856209150327,0.6902246814218644,0.0909090909090909
upper_CI97.5,0.8012235276509765,0.6951219512195121,0.0930232558139534
