Word,Word,hits,misses,correct rejections,false alarms,acc,false_alarm_rate,hit_rate,num_synonyms,num_ratings_synonyms,num_meanings,num_ratings_meanings,word_upper,word,arousal,concrete,fam,image,valence,pos,num_meanings_wordnet,num_synonyms_wordnet,Lg10WF,Lg10CD,google_ngram_frequency
MINNIE,MINNIE,64,10,73,8,0.8838709677419355,0.09876543209876543,0.8648648648648649,0.3181818181818182,22.0,1.1153846153846154,26.0,MINNIE,MINNIE,2.73913043478261,3.44444444444444,3.46153846153846,3.33333333333333,3.57142857142857,,0,0,2.1523,1.7076,-13.3153260445732
REHABILITATION,REHABILITATION,64,10,59,24,0.7834394904458599,0.2891566265060241,0.8648648648648649,1.7037037037037035,27.0,1.5862068965517242,29.0,REHABILITATION,REHABILITATION,2.18181818181818,1.88461538461538,4.72413793103448,2.51851851851852,3.3448275862069,n,4,6,1.9191,1.8451,-11.18091353400298
GUINEA,GUINEA,70,11,80,6,0.8982035928143712,0.06976744186046512,0.8641975308641975,0.8235294117647058,17.0,1.851851851851852,27.0,GUINEA,GUINEA,2.45,3.88,4.18518518518519,2.875,2.89285714285714,n,4,12,2.3579,2.2068,-11.61941821134988
BROCCOLI,BROCCOLI,70,11,86,4,0.9122807017543859,0.044444444444444446,0.8641975308641975,0.1538461538461538,26.0,1.0769230769230769,26.0,BROCCOLI,BROCCOLI,2.36363636363636,4.96,4.92857142857143,5.0,3.71428571428571,n,2,3,2.0682,1.8388,-13.003461346287205
CALZONE,CALZONE,70,11,89,4,0.9137931034482759,0.043010752688172046,0.8641975308641975,0.4210526315789473,19.0,1.0,25.0,CALZONE,CALZONE,3.1,4.52,4.7037037037037,4.54166666666667,4.10714285714286,,0,0,0.7782,0.699,-17.06701348311594
ENCYCLOPEDIA,ENCYCLOPEDIA,57,9,68,7,0.8865248226950354,0.09333333333333334,0.8636363636363636,0.5416666666666666,24.0,1.1111111111111112,27.0,ENCYCLOPEDIA,ENCYCLOPEDIA,2.44444444444444,4.78571428571429,4.92307692307692,4.52173913043478,3.5,n,1,4,1.9138,1.7853,-12.080591973009463
LASAGNA,LASAGNA,63,10,78,2,0.9215686274509803,0.025,0.863013698630137,0.1034482758620689,29.0,1.0,27.0,LASAGNA,LASAGNA,3.16666666666667,4.8,4.93333333333333,4.96428571428571,4.03571428571429,n,2,4,2.2648,1.9777,-14.264034455574484
PINEAPPLE,PINEAPPLE,69,11,87,1,0.9285714285714286,0.011363636363636364,0.8625,0.1363636363636363,22.0,1.0666666666666669,30.0,PINEAPPLE,PINEAPPLE,2.83333333333333,4.96,4.88888888888889,4.92592592592593,4.25925925925926,n,2,5,2.1173,1.8976,-13.091053527930876
UNDERESTIMATED,UNDERESTIMATED,69,11,73,17,0.8352941176470589,0.18888888888888888,0.8625,1.75,24.0,1.1111111111111112,27.0,UNDERESTIMATED,UNDERESTIMATED,2.52941176470588,1.78571428571429,4.92857142857143,1.65217391304348,2.46428571428571,v,3,6,2.1106,2.0755,-12.79191117785254
BARRACKS,BARRACKS,75,12,70,28,0.7837837837837838,0.2857142857142857,0.8620689655172413,1.4615384615384617,26.0,1.1071428571428572,28.0,BARRACKS,BARRACKS,2.63636363636364,4.5,4.5,4.29166666666667,2.60714285714286,n,4,15,2.356,2.0253,-12.48401169601408
AUSSIE,AUSSIE,75,12,90,5,0.9065934065934066,0.05263157894736842,0.8620689655172413,1.125,24.0,1.2857142857142858,28.0,AUSSIE,AUSSIE,3.24,3.56,4.18518518518519,3.64,3.62962962962963,n,1,2,1.1461,1.0792,-14.519061296027536
LONDON,LONDON,68,11,78,10,0.874251497005988,0.11363636363636363,0.8607594936708861,0.0869565217391304,23.0,1.1153846153846154,26.0,LONDON,LONDON,3.38888888888889,4.46428571428571,4.82142857142857,4.63636363636364,3.96428571428571,n,2,7,3.3707,2.8887,-8.506971691464013
SWINGERS,SWINGERS,80,13,87,18,0.8434343434343434,0.17142857142857143,0.8602150537634409,1.7692307692307692,26.0,2.071428571428572,28.0,SWINGERS,SWINGERS,4.0,3.03703703703704,4.57692307692308,3.625,2.82142857142857,n,2,3,1.6532,1.4472,-15.917885361367418
MULLET,MULLET,61,10,71,12,0.8571428571428571,0.14457831325301204,0.8591549295774648,0.8275862068965517,29.0,1.5384615384615383,26.0,MULLET,MULLET,2.43478260869565,4.32,4.5,4.46428571428571,2.46428571428571,n,3,7,1.4771,1.2553,-14.570760125396763
CONTRACEPTIVES,CONTRACEPTIVES,61,10,66,9,0.8698630136986302,0.12,0.8591549295774648,1.2608695652173914,23.0,1.1851851851851851,27.0,CONTRACEPTIVES,CONTRACEPTIVES,3.33333333333333,4.22222222222222,4.82142857142857,4.21739130434783,3.57142857142857,n,1,6,1.2788,1.2788,-13.553823231783252
HOMER,HOMER,67,11,79,11,0.8690476190476191,0.12222222222222222,0.8589743589743589,0.9310344827586208,29.0,1.7692307692307692,26.0,HOMER,HOMER,2.625,3.6,4.0,3.03703703703704,3.07142857142857,n,6,10,2.5328,1.8261,-12.085934771042668
HOSTESS,HOSTESS,67,11,68,15,0.8385093167701864,0.18072289156626506,0.8589743589743589,1.0869565217391304,23.0,1.6666666666666667,27.0,HOSTESS,HOSTESS,2.72222222222222,4.25925925925926,4.85714285714286,4.04347826086957,4.03703703703704,n,4,6,2.2788,2.1987,-12.86053273548508
FLAMINGOS,FLAMINGOS,73,12,87,7,0.8938547486033519,0.07446808510638298,0.8588235294117647,0.0434782608695652,23.0,1.148148148148148,27.0,FLAMINGOS,FLAMINGOS,2.88888888888889,5.0,4.85714285714286,4.91304347826087,4.07142857142857,n,1,1,1.3617,1.2304,-15.402145750206811
COUNTERFEIT,COUNTERFEIT,66,11,67,19,0.8159509202453987,0.22093023255813954,0.8571428571428571,2.260869565217391,23.0,1.4074074074074074,27.0,COUNTERFEIT,COUNTERFEIT,3.44444444444444,2.60714285714286,4.92592592592593,2.95652173913043,1.64285714285714,n,3,7,2.1987,1.8751,-13.384538618104587
AFFIDAVIT,AFFIDAVIT,66,11,76,9,0.8765432098765432,0.10588235294117647,0.8571428571428571,1.3,20.0,1.148148148148148,27.0,AFFIDAVIT,AFFIDAVIT,2.8,3.72,4.11111111111111,2.79166666666667,2.32142857142857,n,1,1,2.0043,1.8129,-13.335744011980944
FATSO,FATSO,66,11,77,4,0.9050632911392406,0.04938271604938271,0.8571428571428571,3.941176470588236,17.0,1.32,25.0,FATSO,FATSO,2.59090909090909,2.38461538461538,3.95833333333333,4.07692307692308,1.34615384615385,n,1,5,2.2095,1.8573,-16.38540556151649
VULGAR,VULGAR,60,10,79,7,0.8910256410256411,0.08139534883720931,0.8571428571428571,3.6666666666666665,27.0,1.3793103448275863,29.0,VULGAR,VULGAR,3.77272727272727,1.61538461538462,4.58620689655172,2.07407407407407,1.48275862068966,s,4,16,2.2253,2.1703,-12.623465682969902
DAREDEVIL,DAREDEVIL,60,10,75,6,0.8940397350993378,0.07407407407407407,0.8571428571428571,2.3793103448275863,29.0,1.3333333333333333,27.0,DAREDEVIL,DAREDEVIL,4.625,3.04,4.83333333333333,3.67857142857143,3.21428571428571,n,2,8,1.5315,1.3424,-15.206491414502434
REDHEADS,REDHEADS,71,12,87,6,0.8977272727272727,0.06451612903225806,0.8554216867469879,1.619047619047619,21.0,1.2962962962962965,27.0,REDHEADS,REDHEADS,3.77272727272727,4.53846153846154,4.75,4.73076923076923,3.76923076923077,n,3,9,1.4624,1.3979,-15.69300750479325
CHER,CHER,71,12,85,7,0.8914285714285715,0.07608695652173914,0.8554216867469879,0.08,25.0,1.1538461538461535,26.0,CHER,CHER,3.25,4.375,4.1,4.03571428571429,3.25925925925926,,0,0,2.1038,1.9294,-14.048847844887897
MESSIAH,MESSIAH,71,12,82,9,0.8793103448275862,0.0989010989010989,0.8554216867469879,2.2,25.0,1.2916666666666667,24.0,MESSIAH,MESSIAH,3.95454545454545,2.80769230769231,4.71428571428571,3.4,3.57142857142857,n,4,5,2.1367,1.6812,-12.208303321576189
REINDEER,REINDEER,71,12,82,8,0.884393063583815,0.08888888888888889,0.8554216867469879,0.0769230769230769,26.0,1.0357142857142858,28.0,REINDEER,REINDEER,3.1304347826087,4.7037037037037,4.84615384615385,4.79166666666667,3.92857142857143,n,1,4,2.238,1.9395,-13.50529893342953
SHAMPOO,SHAMPOO,65,11,73,11,0.8625,0.13095238095238096,0.8552631578947368,0.875,24.0,1.5,28.0,SHAMPOO,SHAMPOO,1.95833333333333,4.8,5.0,4.57692307692308,3.67857142857143,n,3,3,2.3345,2.1732,-13.478040251735784
NOIR,NOIR,70,12,82,6,0.8941176470588236,0.06818181818181818,0.8536585365853658,1.0476190476190477,21.0,1.35,20.0,NOIR,NOIR,2.61111111111111,2.03571428571429,3.92857142857143,2.69565217391304,3.17857142857143,,0,0,1.6232,1.3979,-13.14936603014717
CHIHUAHUA,CHIHUAHUA,58,10,65,6,0.8848920863309353,0.08450704225352113,0.8529411764705882,0.391304347826087,23.0,1.5384615384615383,26.0,CHIHUAHUA,CHIHUAHUA,3.04,4.48,4.67857142857143,4.80769230769231,3.21428571428571,n,3,3,1.8633,1.7482,-14.211070843448852
UFO,UFO,75,13,90,3,0.9116022099447514,0.03225806451612903,0.8522727272727273,1.3461538461538465,26.0,1.3571428571428572,28.0,UFO,UFO,4.21739130434783,3.7037037037037,4.73076923076923,4.45833333333333,3.03571428571429,n,1,3,2.0792,1.6902,-13.84636273399461
SILVA,SILVA,75,13,78,19,0.827027027027027,0.1958762886597938,0.8522727272727273,0.1818181818181818,11.0,1.3636363636363635,11.0,SILVA,SILVA,2.66666666666667,2.65384615384615,2.03571428571429,1.8,2.92857142857143,n,1,2,1.7853,1.1139,-12.663277466006727
