Word,Word,hits,misses,correct rejections,false alarms,acc,false_alarm_rate,hit_rate,num_synonyms,num_ratings_synonyms,num_meanings,num_ratings_meanings,word_upper,word,arousal,concrete,fam,image,valence,pos,num_meanings_wordnet,num_synonyms_wordnet,Lg10WF,Lg10CD,google_ngram_frequency
HIPPOPOTAMUS,HIPPOPOTAMUS,62,13,73,6,0.8766233766233766,0.0759493670886076,0.8266666666666667,0.2592592592592592,27.0,1.0344827586206895,29.0,HIPPOPOTAMUS,HIPPOPOTAMUS,3.09090909090909,5.0,4.72413793103448,5.0,3.58620689655172,n,1,4,1.4624,1.2788,-15.016578500081966
COSMOPOLITAN,COSMOPOLITAN,62,13,63,17,0.8064516129032258,0.2125,0.8266666666666667,1.7586206896551724,29.0,2.185185185185185,27.0,COSMOPOLITAN,COSMOPOLITAN,3.54166666666667,2.64,4.5,2.89285714285714,3.5,n,4,12,1.7782,1.7324,-12.3628724685879
CHOWDER,CHOWDER,71,15,90,5,0.8895027624309392,0.05263157894736842,0.8255813953488372,0.8,20.0,1.1851851851851851,27.0,CHOWDER,CHOWDER,2.25,4.16,4.59259259259259,4.08333333333333,3.75,n,1,1,1.9191,1.5911,-14.640397942042748
LILIES,LILIES,71,15,84,12,0.8516483516483516,0.125,0.8255813953488372,0.3333333333333333,24.0,1.2222222222222223,27.0,LILIES,LILIES,2.61111111111111,4.57142857142857,4.75,4.8695652173913,4.46428571428571,n,1,1,1.9912,1.8692,-13.36813606170295
MACBETH,MACBETH,71,15,95,1,0.9120879120879121,0.010416666666666666,0.8255813953488372,0.3333333333333333,18.0,1.1153846153846154,26.0,MACBETH,MACBETH,3.27272727272727,3.61538461538462,4.25,3.23076923076923,2.88461538461538,n,1,1,2.0792,1.6721,-12.801096586278788
VOGUE,VOGUE,71,15,80,10,0.8579545454545454,0.1111111111111111,0.8255813953488372,1.809523809523809,21.0,2.0,24.0,VOGUE,VOGUE,3.18181818181818,2.12,4.42857142857143,2.6,3.62962962962963,n,2,4,2.0792,1.7924,-13.23131690350183
CHASTITY,CHASTITY,52,11,61,11,0.837037037037037,0.1527777777777778,0.8253968253968254,2.2962962962962963,27.0,1.4482758620689655,29.0,CHASTITY,CHASTITY,1.95454545454545,2.11538461538462,4.55172413793103,2.07407407407407,3.06896551724138,n,2,6,1.8751,1.7482,-13.197386615352787
UNINTERRUPTED,UNINTERRUPTED,66,14,64,29,0.7514450867052023,0.3118279569892473,0.825,3.0416666666666665,24.0,1.0740740740740742,27.0,UNINTERRUPTED,UNINTERRUPTED,1.88,2.625,4.82142857142857,1.80769230769231,3.64285714285714,s,2,3,1.4472,1.4314,-13.21546520129204
ARGH,ARGH,66,14,84,8,0.872093023255814,0.08695652173913043,0.825,1.7058823529411764,17.0,1.12,25.0,ARGH,ARGH,3.16,1.79166666666667,3.75,1.53846153846154,2.25,,0,0,2.4713,2.0792,-15.832497824077258
GALILEO,GALILEO,66,14,85,5,0.888235294117647,0.05555555555555555,0.825,0.0,28.0,1.148148148148148,27.0,GALILEO,GALILEO,3.16666666666667,4.52,4.2,3.64285714285714,3.5,n,1,2,2.0043,1.3424,-12.780903241303774
TOMCATS,TOMCATS,61,13,73,6,0.8758169934640523,0.0759493670886076,0.8243243243243243,0.5217391304347826,23.0,1.5,24.0,TOMCATS,TOMCATS,3.0,3.48148148148148,4.28571428571429,4.39130434782609,3.14285714285714,n,1,2,1.0,0.7782,-17.096305853862695
ELVIS,ELVIS,61,13,77,8,0.8679245283018868,0.09411764705882353,0.8243243243243243,0.0769230769230769,26.0,1.0344827586206895,29.0,ELVIS,ELVIS,3.63636363636364,4.53846153846154,4.6551724137931,4.81481481481481,3.89655172413793,n,1,12,2.7308,2.3324,-12.784392204723677
AW,AW,75,16,90,6,0.8823529411764706,0.0625,0.8241758241758241,1.0,11.0,1.5,16.0,AW,AW,2.80952380952381,1.88461538461538,3.125,1.56,3.76923076923077,,0,0,3.3181,3.0931,-12.613570302841286
BEIGE,BEIGE,75,16,88,8,0.8716577540106952,0.08333333333333333,0.8241758241758241,1.368421052631579,19.0,1.2307692307692308,26.0,BEIGE,BEIGE,1.6,3.16,4.75,4.25,2.92857142857143,n,2,3,1.8451,1.716,-13.438074180556642
CHANDLER,CHANDLER,70,15,75,15,0.8285714285714286,0.16666666666666666,0.8235294117647058,0.0588235294117647,17.0,1.263157894736842,19.0,CHANDLER,CHANDLER,2.5,3.53846153846154,2.82142857142857,2.68,3.17857142857143,n,3,5,2.8756,2.1584,-12.69753748092068
CELLULAR,CELLULAR,70,15,84,7,0.875,0.07692307692307693,0.8235294117647058,1.037037037037037,27.0,1.862068965517241,29.0,CELLULAR,CELLULAR,2.27272727272727,3.38461538461538,4.68965517241379,3.74074074074074,3.55172413793103,a,2,2,2.1644,2.0492,-10.8836156985821
WHIPLASH,WHIPLASH,65,14,76,10,0.8545454545454545,0.11627906976744186,0.8227848101265823,0.9,20.0,1.3333333333333333,27.0,WHIPLASH,WHIPLASH,4.3,3.44,4.62962962962963,2.91666666666667,1.5,n,2,5,1.959,1.6335,-14.770516405981088
BOA,BOA,60,13,68,12,0.8366013071895425,0.15,0.821917808219178,0.9,20.0,1.75,24.0,BOA,BOA,3.85714285714286,4.32,4.32142857142857,4.76,2.81481481481481,n,2,3,1.8261,1.415,-14.17090117697042
DISCO,DISCO,69,15,86,7,0.8757062146892656,0.07526881720430108,0.8214285714285714,0.5833333333333334,24.0,1.7407407407407407,27.0,DISCO,DISCO,3.55555555555556,3.35714285714286,4.82142857142857,4.22727272727273,3.7037037037037,n,3,5,2.4698,2.1875,-13.603639718046043
AMISH,AMISH,69,15,88,9,0.8674033149171271,0.09278350515463918,0.8214285714285714,0.04,25.0,1.1538461538461535,26.0,AMISH,AMISH,2.18181818181818,3.73076923076923,4.53571428571429,4.4,3.42857142857143,n,1,1,1.959,1.6721,-12.96227403936664
SLOTH,SLOTH,55,12,62,8,0.8540145985401459,0.11428571428571428,0.8208955223880597,1.2962962962962965,27.0,2.1785714285714284,28.0,SLOTH,SLOTH,1.39130434782609,4.2962962962963,4.53846153846154,4.5,2.60714285714286,n,3,7,1.8751,1.3979,-14.17372633779209
GARBAGE,GARBAGE,55,12,59,13,0.8201438848920863,0.18055555555555555,0.8208955223880597,3.724137931034482,29.0,1.6296296296296295,27.0,GARBAGE,GARBAGE,1.875,4.16,5.0,4.75,1.67857142857143,n,3,7,3.1245,2.9309,-12.09585946141648
KIMCHI,KIMCHI,55,12,81,3,0.9006622516556292,0.03571428571428571,0.8208955223880597,0.2941176470588235,17.0,1.0,17.0,KIMCHI,KIMCHI,2.375,3.72,2.75,3.23076923076923,3.40740740740741,,0,0,1.415,1.2553,-15.170300661216828
NEWTON,NEWTON,55,12,57,15,0.8057553956834532,0.20833333333333334,0.8208955223880597,0.1071428571428571,28.0,1.9259259259259256,27.0,NEWTON,NEWTON,2.66666666666667,3.88,4.16666666666667,2.96428571428571,3.46428571428571,n,2,5,2.2833,1.8976,-11.489694256007503
OGRE,OGRE,64,14,79,8,0.8666666666666667,0.09195402298850575,0.8205128205128205,1.7647058823529411,17.0,1.2692307692307692,26.0,OGRE,OGRE,3.6,3.44,4.2962962962963,4.29166666666667,1.82142857142857,n,2,6,1.8573,1.4472,-14.19607425479912
METAPHYSICS,METAPHYSICS,64,14,85,7,0.8764705882352941,0.07608695652173914,0.8205128205128205,0.2,20.0,1.0,28.0,METAPHYSICS,METAPHYSICS,3.41666666666667,2.24,3.92592592592593,1.55555555555556,3.07407407407407,n,1,1,1.0414,1.0,-11.973853795488504
AVALANCHE,AVALANCHE,64,14,74,8,0.8625,0.0975609756097561,0.8205128205128205,0.391304347826087,23.0,1.4074074074074074,27.0,AVALANCHE,AVALANCHE,4.5,4.57142857142857,4.85185185185185,4.69565217391304,1.71428571428571,n,3,4,2.2405,1.7404,-13.180798038724651
PHOEBE,PHOEBE,73,16,87,3,0.8938547486033519,0.03333333333333333,0.8202247191011236,0.04,25.0,1.2307692307692308,26.0,PHOEBE,PHOEBE,2.70833333333333,3.72,3.8,2.17857142857143,3.25925925925926,n,3,16,3.3326,2.3579,-12.776726436689229
WINE,WINE,73,16,84,15,0.8351063829787234,0.15151515151515152,0.8202247191011236,1.0,19.0,1.4074074074074074,27.0,WINE,WINE,3.45,4.8,5.0,4.70833333333333,4.07142857142857,n,4,7,3.4884,3.1816,-10.074721125741666
PREDECESSORS,PREDECESSORS,59,13,69,12,0.8366013071895425,0.14814814814814814,0.8194444444444444,1.2962962962962965,27.0,1.1428571428571428,28.0,PREDECESSORS,PREDECESSORS,2.52173913043478,2.81481481481481,4.45833333333333,2.16666666666667,3.10714285714286,n,2,6,1.415,1.3617,-12.364825412311117
PANCAKE,PANCAKE,59,13,70,10,0.8486842105263158,0.125,0.8194444444444444,1.4761904761904765,21.0,1.8666666666666667,30.0,PANCAKE,PANCAKE,2.95833333333333,4.91666666666667,4.92592592592593,4.92592592592593,4.14814814814815,n,1,9,2.3075,2.0828,-13.771313655963668
CAPONE,CAPONE,59,13,78,7,0.8726114649681529,0.08235294117647059,0.8194444444444444,0.3333333333333333,15.0,1.0,23.0,CAPONE,CAPONE,3.36363636363636,3.88461538461538,2.95833333333333,2.84615384615385,2.19230769230769,n,1,4,1.9243,1.6435,-14.456269065901244
WEEVILS,WEEVILS,68,15,86,5,0.8850574712643678,0.054945054945054944,0.8192771084337349,0.2142857142857142,14.0,1.2,20.0,WEEVILS,WEEVILS,2.36363636363636,3.76923076923077,3.08333333333333,3.88461538461538,2.03846153846154,n,1,1,1.2304,0.9031,-15.514377014196612
COLLATERAL,COLLATERAL,68,15,76,13,0.8372093023255814,0.14606741573033707,0.8192771084337349,1.4782608695652173,23.0,1.6666666666666667,30.0,COLLATERAL,COLLATERAL,3.1304347826087,2.68,4.40740740740741,1.74074074074074,2.7037037037037,n,5,17,2.2405,2.1335,-11.983312999924603
HAIRSPRAY,HAIRSPRAY,77,17,88,17,0.8291457286432161,0.1619047619047619,0.8191489361702128,0.4583333333333333,24.0,1.2962962962962965,27.0,HAIRSPRAY,HAIRSPRAY,2.16666666666667,4.75,4.96428571428571,4.52173913043478,3.03571428571429,,0,0,1.5911,1.3802,-15.75204098859456
BOGART,BOGART,72,16,87,14,0.8412698412698413,0.13861386138613863,0.8181818181818182,1.1666666666666667,18.0,1.4090909090909092,22.0,BOGART,BOGART,2.84,2.79166666666667,3.35714285714286,2.61538461538462,2.96296296296296,n,1,3,1.8129,1.6128,-14.521961254465742
NIHILIST,NIHILIST,63,14,82,4,0.8895705521472392,0.046511627906976744,0.8181818181818182,1.1333333333333333,15.0,1.05,20.0,NIHILIST,NIHILIST,2.45,2.44,2.96296296296296,1.5,2.25,n,2,4,1.0,0.699,-15.45580065009274
COCA,COCA,72,16,86,12,0.8494623655913979,0.12244897959183673,0.8181818181818182,0.8666666666666667,15.0,1.2916666666666667,24.0,COCA,COCA,3.28,3.96,3.67857142857143,3.15384615384615,3.2962962962963,n,3,6,2.3324,1.3802,-12.811941555523337
REDCOAT,REDCOAT,76,17,99,4,0.8928571428571429,0.038834951456310676,0.8172043010752689,1.05,20.0,1.3076923076923077,26.0,REDCOAT,REDCOAT,3.28571428571429,4.03846153846154,3.95833333333333,4.15384615384615,2.19230769230769,n,1,2,0.699,0.699,-16.52241953444417
SHRAPNEL,SHRAPNEL,76,17,102,3,0.898989898989899,0.02857142857142857,0.8172043010752689,1.1363636363636365,22.0,1.0740740740740742,27.0,SHRAPNEL,SHRAPNEL,4.04166666666667,4.32,4.22222222222222,3.85185185185185,1.55555555555556,n,1,1,2.0569,1.959,-13.797087133073845
ABBY,ABBY,67,15,82,7,0.8713450292397661,0.07865168539325842,0.8170731707317073,0.3181818181818182,22.0,1.5909090909090908,22.0,ABBY,ABBY,2.38888888888889,3.42857142857143,3.60714285714286,3.17391304347826,3.5,,0,0,2.8048,2.0128,-12.07336343547978
YAK,YAK,58,13,72,5,0.8783783783783784,0.06493506493506493,0.8169014084507042,0.76,25.0,1.8928571428571428,28.0,YAK,YAK,2.90909090909091,4.77777777777778,3.96153846153846,4.58333333333333,3.11111111111111,n,3,9,1.8573,1.6232,-14.63297165407859
COLESLAW,COLESLAW,58,13,70,5,0.8767123287671232,0.06666666666666667,0.8169014084507042,0.1923076923076923,26.0,1.0384615384615383,26.0,COLESLAW,COLESLAW,2.18181818181818,4.84615384615385,4.82142857142857,4.92,3.32142857142857,n,1,2,1.8062,1.5682,-15.120257734593032
LANCELOT,LANCELOT,58,13,77,7,0.8709677419354839,0.08333333333333333,0.8169014084507042,0.04,25.0,1.0714285714285714,28.0,LANCELOT,LANCELOT,3.45454545454545,3.73076923076923,3.86206896551724,3.37037037037037,3.75862068965517,n,1,2,2.1523,1.4914,-13.713156503470072
BLOODSHED,BLOODSHED,58,13,67,13,0.8278145695364238,0.1625,0.8169014084507042,2.413793103448276,29.0,1.2962962962962965,27.0,BLOODSHED,BLOODSHED,4.65217391304348,3.24,4.76666666666667,4.03571428571429,1.32142857142857,n,2,6,2.0043,1.9777,-13.379874944813633
HISPANIC,HISPANIC,71,16,91,4,0.8901098901098901,0.042105263157894736,0.8160919540229885,1.7142857142857142,21.0,1.2142857142857142,28.0,HISPANIC,HISPANIC,2.81818181818182,3.84615384615385,4.69565217391304,4.0,3.30769230769231,n,2,5,1.8129,1.6128,-11.79139817355062
VOCABULARY,VOCABULARY,62,14,75,7,0.8670886075949367,0.08536585365853659,0.8157894736842105,1.2222222222222223,27.0,1.1428571428571428,28.0,VOCABULARY,VOCABULARY,2.73913043478261,2.51851851851852,4.80769230769231,1.91666666666667,3.60714285714286,n,3,5,2.0792,2.0294,-11.217929735586669
BLACKMAILER,BLACKMAILER,62,14,73,7,0.8653846153846154,0.0875,0.8157894736842105,1.0,22.0,1.0689655172413792,29.0,BLACKMAILER,BLACKMAILER,4.47826086956522,3.48,4.51851851851852,2.74074074074074,1.22222222222222,n,1,3,1.7404,1.5911,-15.451671499621783
ALBUQUERQUE,ALBUQUERQUE,62,14,75,7,0.8670886075949367,0.08536585365853659,0.8157894736842105,0.0476190476190476,21.0,1.1,30.0,ALBUQUERQUE,ALBUQUERQUE,2.60869565217391,4.32,4.55555555555556,3.57692307692308,3.34615384615385,n,1,1,2.1072,1.7853,-13.260581303308284
MEAD,MEAD,62,14,78,6,0.875,0.07142857142857142,0.8157894736842105,1.2222222222222223,18.0,1.5454545454545454,22.0,MEAD,MEAD,2.86363636363636,4.07692307692308,3.78571428571429,3.08,3.55555555555556,n,3,5,1.7324,1.5441,-12.61456149090149
MANCHESTER,MANCHESTER,66,15,75,13,0.834319526627219,0.14772727272727273,0.8148148148148148,0.2727272727272727,22.0,1.5185185185185186,27.0,MANCHESTER,MANCHESTER,2.5,3.8,4.26923076923077,3.18518518518519,3.33333333333333,n,2,2,2.143,1.8261,-11.275827194252306
BISEXUALITY,BISEXUALITY,66,15,90,0,0.9122807017543859,0.0,0.8148148148148148,0.8260869565217391,23.0,1.103448275862069,29.0,BISEXUALITY,BISEXUALITY,3.75,3.0,4.44444444444444,2.85185185185185,3.03703703703704,n,2,4,0.4771,0.4771,-14.2205216709116
GERMANY,GERMANY,66,15,87,4,0.8895348837209303,0.04395604395604396,0.8148148148148148,0.0714285714285714,28.0,1.0,28.0,GERMANY,GERMANY,3.1304347826087,4.77777777777778,4.80769230769231,4.08333333333333,3.32142857142857,n,1,4,2.8451,2.4928,-9.674095251303092
AQUARIUM,AQUARIUM,66,15,73,15,0.8224852071005917,0.17045454545454544,0.8148148148148148,0.5555555555555556,27.0,1.3928571428571428,28.0,AQUARIUM,AQUARIUM,3.0,4.76923076923077,4.88461538461539,5.0,4.0,n,1,3,2.1523,1.9345,-13.617742877109452
US,US,79,18,100,6,0.8817733990147784,0.05660377358490566,0.8144329896907216,1.5,26.0,1.8461538461538465,26.0,US,US,3.36363636363636,3.61538461538462,4.88888888888889,3.41666666666667,3.77777777777778,n,4,15,4.9369,3.9138,-7.489058729110315
INTERCOURSE,INTERCOURSE,57,13,73,9,0.8552631578947368,0.10975609756097561,0.8142857142857143,3.555555555555556,27.0,1.7692307692307692,26.0,INTERCOURSE,INTERCOURSE,4.72727272727273,3.76923076923077,4.85714285714286,4.16,4.14814814814815,n,2,13,2.2878,2.0899,-11.94501645372741
STELLA,STELLA,70,16,82,11,0.8491620111731844,0.11827956989247312,0.813953488372093,0.1,20.0,1.4615384615384617,26.0,STELLA,STELLA,2.45833333333333,3.24,3.25925925925926,3.40740740740741,3.25925925925926,n,1,3,2.6785,1.8865,-12.202958300347568
CROSSROAD,CROSSROAD,61,14,57,25,0.7515923566878981,0.3048780487804878,0.8133333333333334,1.7586206896551724,29.0,1.5925925925925926,27.0,CROSSROAD,CROSSROAD,3.66666666666667,3.52,4.89655172413793,4.10714285714286,3.17857142857143,n,1,5,1.0,0.9542,-14.50846155723998
ZEUS,ZEUS,61,14,81,6,0.8765432098765432,0.06896551724137931,0.8133333333333334,0.1923076923076923,26.0,1.0714285714285714,28.0,ZEUS,ZEUS,3.43478260869565,3.48,4.30769230769231,4.0,3.57142857142857,n,2,3,2.4942,1.8921,-12.465157364110269
MATILDA,MATILDA,65,15,85,8,0.8670520231213873,0.08602150537634409,0.8125,0.1176470588235294,17.0,1.1111111111111112,27.0,MATILDA,MATILDA,2.47368421052632,3.56,4.14814814814815,2.66666666666667,3.14285714285714,,0,0,2.1206,1.3979,-13.150146585224054
ALASKA,ALASKA,52,12,65,3,0.8863636363636364,0.04411764705882353,0.8125,0.2727272727272727,22.0,1.0666666666666669,30.0,ALASKA,ALASKA,2.95833333333333,4.36,4.74074074074074,4.44444444444444,3.66666666666667,n,1,3,2.3502,2.1367,-11.735876371927151
SMOKEHOUSE,SMOKEHOUSE,65,15,77,14,0.8304093567251462,0.15384615384615385,0.8125,0.8620689655172413,29.0,1.2592592592592593,27.0,SMOKEHOUSE,SMOKEHOUSE,3.66666666666667,4.375,4.3,4.0,3.28571428571429,n,1,2,1.2788,1.0792,-15.675735211627078
BANANAS,BANANAS,65,15,80,6,0.8734939759036144,0.06976744186046512,0.8125,0.5454545454545454,22.0,2.0,27.0,BANANAS,BANANAS,2.63636363636364,4.96,4.95833333333333,4.92307692307692,4.0,n,2,3,2.4456,2.248,-12.851508576747891
CENTURION,CENTURION,69,16,91,9,0.8648648648648649,0.09,0.8117647058823529,0.6,15.0,1.24,25.0,CENTURION,CENTURION,3.27272727272727,3.46153846153846,3.54166666666667,3.30769230769231,3.19230769230769,n,1,1,1.2788,1.0414,-13.855328514480496
SAWYER,SAWYER,69,16,85,4,0.8850574712643678,0.0449438202247191,0.8117647058823529,0.1,20.0,1.12,25.0,SAWYER,SAWYER,2.27777777777778,3.07142857142857,3.67857142857143,2.60869565217391,3.28571428571429,n,2,3,2.525,2.0043,-12.794075838200648
CUSTODIAN,CUSTODIAN,69,16,83,18,0.8172043010752689,0.1782178217821782,0.8117647058823529,2.5,22.0,1.8148148148148149,27.0,CUSTODIAN,CUSTODIAN,1.81818181818182,4.57692307692308,4.83333333333333,3.88461538461538,3.26923076923077,n,1,3,1.699,1.5563,-13.539826013057604
VATICAN,VATICAN,73,17,95,8,0.8704663212435233,0.07766990291262135,0.8111111111111111,0.1724137931034483,29.0,1.0,27.0,VATICAN,VATICAN,2.95652173913043,4.72,4.53333333333333,4.17857142857143,3.07142857142857,n,1,2,2.1492,1.7782,-12.330295680618834
BONSAI,BONSAI,60,14,74,6,0.8701298701298701,0.075,0.8108108108108109,0.3076923076923077,26.0,1.4814814814814814,27.0,BONSAI,BONSAI,2.45454545454545,4.42307692307692,4.20689655172414,4.38461538461539,3.75862068965517,n,1,1,1.7076,1.1139,-15.663656031419142
MUCHACHOS,MUCHACHOS,60,14,81,0,0.9096774193548387,0.0,0.8108108108108109,1.7692307692307692,13.0,1.0434782608695652,23.0,MUCHACHOS,MUCHACHOS,3.09090909090909,2.92307692307692,2.91666666666667,3.23076923076923,3.61538461538462,,0,0,1.5315,1.3979,-17.232453879216703
FONT,FONT,60,14,79,6,0.8742138364779874,0.07058823529411765,0.8108108108108109,1.6666666666666667,24.0,1.3214285714285714,28.0,FONT,FONT,1.84,3.88,4.89285714285714,4.07692307692308,3.10714285714286,n,2,9,1.6902,1.5441,-11.953007793016766
MARTINIS,MARTINIS,77,18,98,5,0.8838383838383839,0.04854368932038835,0.8105263157894737,0.24,25.0,1.0344827586206895,29.0,MARTINIS,MARTINIS,3.63636363636364,4.6,4.51724137931035,4.2962962962963,3.86206896551724,n,1,1,2.2279,2.0792,-14.77297698121732
CASANOVA,CASANOVA,64,15,79,15,0.8265895953757225,0.1595744680851064,0.810126582278481,2.0,21.0,1.4642857142857142,28.0,CASANOVA,CASANOVA,3.68,3.12,4.32142857142857,3.23076923076923,3.14285714285714,n,2,5,2.2672,1.8129,-14.091128952392914
DRESDEN,DRESDEN,64,15,79,5,0.8773006134969326,0.05952380952380952,0.810126582278481,0.0,15.0,1.2,20.0,DRESDEN,DRESDEN,2.86363636363636,4.23076923076923,2.75862068965517,2.88888888888889,3.06896551724138,n,1,1,1.5441,1.3424,-13.228540588910134
THIEVES,THIEVES,64,15,74,11,0.8414634146341463,0.12941176470588237,0.810126582278481,2.375,24.0,1.1111111111111112,27.0,THIEVES,THIEVES,4.11111111111111,3.78571428571429,4.96428571428571,4.0,1.28571428571429,n,2,8,2.6675,2.5159,-12.467038083493588
ROUGHNECK,ROUGHNECK,64,15,78,11,0.8452380952380952,0.12359550561797752,0.810126582278481,2.3157894736842106,19.0,1.5,24.0,ROUGHNECK,ROUGHNECK,3.81818181818182,2.76923076923077,4.04166666666667,3.23076923076923,2.15384615384615,n,1,9,1.5185,1.1761,-16.635009960681835
ELLEN,ELLEN,59,14,82,5,0.88125,0.05747126436781609,0.8082191780821918,0.1111111111111111,18.0,1.0,27.0,ELLEN,ELLEN,2.5,3.4,4.37037037037037,3.04166666666667,3.39285714285714,,0,0,3.0899,2.2504,-11.576929361569592
GRIFFIN,GRIFFIN,59,14,66,13,0.8223684210526315,0.16455696202531644,0.8082191780821918,0.3333333333333333,21.0,1.4166666666666667,24.0,GRIFFIN,GRIFFIN,3.0,3.73076923076923,4.19230769230769,3.58333333333333,3.42857142857143,n,1,3,2.85,2.0212,-12.165154919702534
RAP,RAP,59,14,74,3,0.8866666666666667,0.03896103896103896,0.8082191780821918,1.5714285714285714,21.0,2.066666666666667,30.0,RAP,RAP,3.30434782608696,2.68,4.74074074074074,3.11111111111111,2.85185185185185,n,10,25,2.8235,2.6335,-12.608157699062772
YIN,YIN,59,14,77,5,0.8774193548387097,0.06097560975609756,0.8082191780821918,0.6666666666666666,15.0,1.181818181818182,22.0,YIN,YIN,2.875,1.68,2.89655172413793,1.71428571428571,3.14285714285714,n,1,1,2.2279,1.699,-12.502048655183904
EUNUCH,EUNUCH,59,14,81,4,0.8860759493670886,0.047058823529411764,0.8082191780821918,0.6363636363636364,11.0,1.0476190476190477,21.0,EUNUCH,EUNUCH,2.5,3.84,3.22222222222222,3.03703703703704,2.2962962962963,n,1,2,1.8195,1.5563,-13.958527614974788
BACKSTROKE,BACKSTROKE,59,14,67,12,0.8289473684210527,0.1518987341772152,0.8082191780821918,0.52,25.0,1.3846153846153846,26.0,BACKSTROKE,BACKSTROKE,3.0952380952381,4.30769230769231,4.67857142857143,4.36,3.32142857142857,n,2,2,1.1761,1.1461,-16.082490074207616
POTASSIUM,POTASSIUM,63,15,82,4,0.8841463414634146,0.046511627906976744,0.8076923076923077,0.1904761904761904,21.0,1.0,29.0,POTASSIUM,POTASSIUM,2.25,4.36,4.48148148148148,2.33333333333333,3.51851851851852,n,1,3,1.9294,1.8129,-11.526467102400062
SALIVA,SALIVA,63,15,74,19,0.8011695906432749,0.20430107526881722,0.8076923076923077,1.2857142857142858,28.0,1.148148148148148,27.0,SALIVA,SALIVA,2.78260869565217,4.48148148148148,4.76923076923077,4.36363636363636,2.5,n,1,3,2.1335,1.9685,-12.679082720367427
COOING,COOING,63,15,84,3,0.8909090909090909,0.034482758620689655,0.8076923076923077,1.5217391304347827,23.0,1.1923076923076923,26.0,COOING,COOING,2.82608695652174,2.72,4.13333333333333,3.03571428571429,3.92857142857143,v,2,2,1.3979,1.301,-14.518366655674416
ASBESTOS,ASBESTOS,67,16,85,6,0.8735632183908046,0.06593406593406594,0.8072289156626506,0.2758620689655172,29.0,1.0,27.0,ASBESTOS,ASBESTOS,2.95833333333333,4.56,4.6,3.34615384615385,1.75,n,1,1,1.8261,1.6435,-13.064469341824596
BOLIVIA,BOLIVIA,67,16,79,13,0.8342857142857143,0.14130434782608695,0.8072289156626506,0.1578947368421052,19.0,1.0,27.0,BOLIVIA,BOLIVIA,2.73684210526316,4.28,4.26923076923077,3.45833333333333,3.03571428571429,n,2,3,1.6532,1.3424,-12.786315301396948
VIOLIN,VIOLIN,67,16,79,12,0.8390804597701149,0.13186813186813187,0.8072289156626506,0.6190476190476191,21.0,1.0384615384615383,26.0,VIOLIN,VIOLIN,2.82352941176471,5.0,4.92857142857143,4.95652173913043,4.32142857142857,n,1,2,2.3856,2.0899,-12.60011039415827
HUE,HUE,71,17,89,8,0.8648648648648649,0.08247422680412371,0.8068181818181818,2.2222222222222223,27.0,1.4827586206896552,29.0,HUE,HUE,2.57142857142857,3.03846153846154,4.41379310344828,2.96296296296296,3.68965517241379,n,3,5,1.8573,1.5051,-12.636038044040538
JACKSONVILLE,JACKSONVILLE,71,17,93,3,0.8913043478260869,0.03125,0.8068181818181818,0.12,25.0,1.3461538461538465,26.0,JACKSONVILLE,JACKSONVILLE,2.81818181818182,4.61538461538461,4.67857142857143,3.68,3.0,n,1,1,1.7559,1.4624,-13.90390546041265
ARGO,ARGO,71,17,87,16,0.8272251308900523,0.1553398058252427,0.8068181818181818,0.0666666666666666,15.0,1.2777777777777777,18.0,ARGO,ARGO,2.45454545454545,3.34615384615385,2.41379310344828,2.18518518518519,3.0,n,1,1,1.6335,1.0,-14.803139974960551
BOAR,BOAR,54,13,75,5,0.8775510204081632,0.0625,0.8059701492537313,1.2272727272727273,22.0,1.4814814814814814,27.0,BOAR,BOAR,3.45,4.92307692307692,4.45833333333333,4.61538461538461,2.69230769230769,n,2,4,2.0492,1.7853,-13.17708317757922
SKUNKS,SKUNKS,54,13,67,6,0.8642857142857143,0.0821917808219178,0.8059701492537313,0.5238095238095238,21.0,1.4333333333333331,30.0,SKUNKS,SKUNKS,3.82608695652174,4.96,4.80769230769231,4.85185185185185,2.0,n,5,32,1.415,1.3424,-15.323008439697922
LYNN,LYNN,58,14,77,2,0.8940397350993378,0.02531645569620253,0.8055555555555556,0.2352941176470588,17.0,1.0,19.0,LYNN,LYNN,2.40909090909091,2.80769230769231,2.83333333333333,2.56,3.30769230769231,,0,0,2.6893,1.959,-12.02188494109081
BIDET,BIDET,58,14,74,2,0.8918918918918919,0.02631578947368421,0.8055555555555556,0.4166666666666667,12.0,1.0625,16.0,BIDET,BIDET,2.2,4.08,3.44444444444444,3.95833333333333,2.92857142857143,n,1,1,1.2788,1.0792,-16.11623905863044
PRINCIPAL,PRINCIPAL,58,14,69,12,0.8300653594771242,0.14814814814814814,0.8055555555555556,2.083333333333333,24.0,1.9259259259259256,27.0,PRINCIPAL,PRINCIPAL,2.70588235294118,3.78571428571429,4.85714285714286,3.60869565217391,3.11111111111111,n,7,19,2.8463,2.5647,-10.034561036019731
JESSE,JESSE,58,14,72,5,0.87248322147651,0.06493506493506493,0.8055555555555556,0.2777777777777778,18.0,1.0740740740740742,27.0,JESSE,JESSE,2.5,3.36,4.22222222222222,2.70833333333333,3.10714285714286,,0,0,3.1109,2.2625,-11.82553280409052
