word,WORD,SyntCat,Category,hits,misses,false_alarms,correct_rejections,log_freqs,log_word_len,Article,Word,X,Input.trial_,Experiment.x,meanings,meanings_n,Experiment.y,num_synonyms,syn_n,arousal,concrete,fam,image,valence,NgramFreqArticle,NgramFreqNoArticle,num_syn,r.given.w,w.given.r,Acc,false_alarm_rate,hit_rate
A BABOON,a BABOON,NOUN,living things,51,21,5,70,0.37567,0.40083,a,BABOON,1,A BABOON,mm_mar_2013,1.25925925925926,27,mm_mar_2013,0.8,25,3.65217391304348,4.62962962962963,4.78571428571429,4.79310344827586,3.23076923076923,-16.19678609686154,-14.3857688609654,1.8,0.794117647058823,0.5555555555555556,0.8231292517006803,0.06666666666666667,0.7083333333333334
A BACHELOR,a BACHELOR,NOUN,family relations,60,6,16,56,0.62126,0.50579,a,BACHELOR,1,A BACHELOR,mm_mar_2013,1.32,25,mm_mar_2013,1.65,20,3.17391304347826,3.85,4.89655172413793,3.19230769230769,3.35714285714286,-13.370279639779461,-12.252586969619548,2.65,0.7575757575757576,0.37735849056603776,0.8405797101449275,0.2222222222222222,0.9090909090909091
A BAGGAGE MAN,a BAGGAGE MAN,NOUN,people,71,17,4,92,0.0045119,0.62198,a,BAGGAGE MAN,1,A BAGGAGE MAN,mm_mar_2013,1.17857142857143,28,mm_mar_2013,1.34782608695652,23,2.13636363636364,4.17241379310345,3.56666666666667,3.96153846153846,2.96551724137931,-21.50302506698461,-19.20081720782488,2.3478260869565197,0.8484848484848475,0.42592592592592626,0.8858695652173914,0.041666666666666664,0.8068181818181818
A BAKING TRAY,a BAKING TRAY,NOUN,household item,45,26,1,77,0.33744,0.62198,a,BAKING TRAY,2,A BAKING TRAY,mm_mar_2013,1.03333333333333,30,mm_mar_2013,1.34615384615385,26,1.90909090909091,4.79310344827586,4.63333333333333,4.57692307692308,3.43333333333333,-15.782918270895799,-15.155471095838692,2.3461538461538503,0.967741935483874,0.42622950819672056,0.8187919463087249,0.01282051282051282,0.6338028169014085
A BANANA SPLIT,a BANANA SPLIT,NOUN,food,70,12,4,86,0.29904,0.65373,a,BANANA SPLIT,1,A BANANA SPLIT,mm_mar_2013,1.13333333333333,30,mm_mar_2013,0.304347826086957,23,3.61904761904762,4.65217391304348,4.85714285714286,4.8,4.5,-17.63182408634344,-16.634037979318,1.304347826086957,0.8823529411764732,0.7666666666666664,0.9069767441860465,0.044444444444444446,0.8536585365853658
A BARITONE SAXOPHONE,a BARITONE SAXOPHONE,NOUN,musical instruments,56,16,3,79,0.13817,0.80166,a,BARITONE SAXOPHONE,2,A BARITONE SAXOPHONE,mm_mar_2013,1,28,mm_mar_2013,0.0476190476190476,21,3,4.69565217391304,3.79310344827586,4.28,3.53571428571429,-20.809877878857986,-17.906416206143913,1.0476190476190477,1,0.9545454545454545,0.8766233766233766,0.036585365853658534,0.7777777777777778
A BARKEEPER,a BARKEEPER,NOUN,people,67,21,5,91,0.17134,0.54877,a,BARKEEPER,1,A BARKEEPER,mm_mar_2013,1.11111111111111,27,mm_mar_2013,2,23,3,4.19230769230769,4.57692307692308,4.15384615384615,3.41379310344828,-19.719610957336744,-16.97784554811252,3,0.9000000000000009,0.3333333333333333,0.8586956521739131,0.052083333333333336,0.7613636363636364
A BARONESS,a BARONESS,NOUN,people,53,21,4,76,0.24436,0.50579,a,BARONESS,2,A BARONESS,mm_mar_2013,1.04166666666667,24,mm_mar_2013,0.636363636363636,22,3.2,3.56,3.68,2.88461538461538,3.03333333333333,-17.491749437945572,-13.726070676558837,1.636363636363636,0.9599999999999969,0.6111111111111113,0.8376623376623377,0.05,0.7162162162162162
A BASS CLARINET,a BASS CLARINET,NOUN,musical instruments,48,18,5,68,0.21756,0.68293,a,BASS CLARINET,3,A BASS CLARINET,mm_mar_2013,1,27,mm_mar_2013,0.0454545454545455,22,2.71428571428571,4.56521739130435,3.72413793103448,4.64,3.53571428571429,-19.66049326676431,-16.596365381394804,1.0454545454545454,1,0.9565217391304348,0.8345323741007195,0.0684931506849315,0.7272727272727273
A BASS VIOLA,a BASS VIOLA,NOUN,musical instruments,59,23,2,87,0,0.58721,a,BASS VIOLA,4,A BASS VIOLA,mm_mar_2013,1,27,mm_mar_2013,0,21,2.66666666666667,4.26086956521739,3.21428571428571,4.56,3.64285714285714,-22.329703630440488,-20.859045224629085,1,1,1,0.8538011695906432,0.02247191011235955,0.7195121951219512
A BASSIST,a BASSIST,NOUN,people,50,28,7,79,0.40753,0.45707,a,BASSIST,2,A BASSIST,mm_mar_2013,1.2,20,mm_mar_2013,0.555555555555556,18,2.95652173913043,4.5,4.24137931034483,3.38461538461538,3.60714285714286,-18.254043445278825,-15.226734093972098,1.555555555555556,0.8333333333333334,0.6428571428571427,0.7865853658536586,0.08139534883720931,0.6410256410256411
A BASTING BRUSH,a BASTING BRUSH,NOUN,household item,59,34,2,101,0.19104,0.68293,a,BASTING BRUSH,5,A BASTING BRUSH,mm_mar_2013,1,25,mm_mar_2013,0.545454545454545,22,2.61904761904762,4.31818181818182,4.03448275862069,4.4,3.35714285714286,-20.07092113945377,-18.771821566289617,1.545454545454545,1,0.647058823529412,0.8163265306122449,0.019417475728155338,0.6344086021505376
A BATHROBE,a BATHROBE,NOUN,clothing,58,23,13,75,0.37017,0.50579,a,BATHROBE,1,A BATHROBE,mm_mar_2013,1,27,mm_mar_2013,0.72,25,2.13636363636364,4.96153846153846,4.75,4.67857142857143,3.76923076923077,-15.99488182787684,-14.209284847866652,1.72,1,0.5813953488372093,0.7869822485207101,0.14772727272727273,0.7160493827160493
A BATHROOM,a BATHROOM,NOUN,building components,49,47,13,90,0.55909,0.50579,a,BATHROOM,2,A BATHROOM,mm_mar_2013,1.22222222222222,27,mm_mar_2013,3,25,2.17391304347826,4.7037037037037,5,4.79310344827586,3.03846153846154,-13.937109758318377,-10.878047420215823,4,0.8181818181818196,0.25,0.6984924623115578,0.1262135922330097,0.5104166666666666
A BAY,a BAY,NOUN,earth formation,51,28,9,81,0.47874,0.14793,a,BAY,3,A BAY,mm_mar_2013,1.82758620689655,29,mm_mar_2013,1.72,25,2.54545454545455,4.03448275862069,4.6,4.23076923076923,3.53333333333333,-14.758936503072098,-9.7323459773504,2.7199999999999998,0.5471698113207553,0.36764705882352944,0.7810650887573964,0.1,0.6455696202531646
A BEAVER,a BEAVER,NOUN,living things,47,19,4,72,0.4298,0.40083,a,BEAVER,3,A BEAVER,mm_mar_2013,1.76,25,mm_mar_2013,0.55,20,2.56521739130435,4.75,4.89655172413793,4.84615384615385,3.5,-15.688383740957395,-12.940595668239528,1.55,0.5681818181818182,0.6451612903225806,0.8380281690140845,0.05263157894736842,0.7121212121212122
A BED,a BED,NOUN,furniture,55,34,9,93,0.62604,0.14793,a,BED,3,A BED,mm_mar_2013,1.85185185185185,27,mm_mar_2013,2,23,2.44,4.8,4.88,4.81481481481481,4.23333333333333,-12.348612347185966,-9.021147386694551,3,0.5400000000000005,0.3333333333333333,0.774869109947644,0.08823529411764706,0.6179775280898876
A BEEKEEPER,a BEEKEEPER,NOUN,people,56,12,9,67,0.34776,0.54877,a,BEEKEEPER,2,A BEEKEEPER,mm_mar_2013,1,27,mm_mar_2013,0.32,25,3.27272727272727,4.37037037037037,4.53571428571429,4.25,3.57692307692308,-17.188297899325786,-15.556296416378721,1.32,1,0.7575757575757576,0.8541666666666666,0.11842105263157894,0.8235294117647058
A BELLBOY,a BELLBOY,NOUN,people,62,30,9,90,0.25354,0.45707,a,BELLBOY,3,A BELLBOY,mm_mar_2013,1.07692307692308,26,mm_mar_2013,1.16666666666667,24,2.34782608695652,4.37037037037037,4.75,4.41379310344828,3.19230769230769,-17.44954907496584,-15.933726836623231,2.16666666666667,0.9285714285714259,0.4615384615384608,0.7958115183246073,0.09090909090909091,0.6739130434782609
A BIDDER,a BIDDER,NOUN,people,35,49,3,90,0.58718,0.40083,a,BIDDER,3,A BIDDER,mm_mar_2013,1.39285714285714,28,mm_mar_2013,1.125,24,3.54545454545455,3.66666666666667,4.44444444444444,3.07142857142857,3.42307692307692,-15.984563784795034,-13.33418442987369,2.125,0.7179487179487195,0.47058823529411764,0.7062146892655368,0.03225806451612903,0.4166666666666667
A BIOLOGIST,a BIOLOGIST,NOUN,people,46,21,5,70,0.46671,0.54877,a,BIOLOGIST,1,A BIOLOGIST,mm_mar_2013,1.07407407407407,27,mm_mar_2013,0.807692307692308,26,2.30434782608696,4.19230769230769,4.72,3.13333333333333,3.57142857142857,-15.335087424831979,-13.513083349454405,1.807692307692308,0.9310344827586242,0.553191489361702,0.8169014084507042,0.06666666666666667,0.6865671641791045
A BLACK BEAR,a BLACK BEAR,NOUN,living things,59,26,4,90,0.37363,0.58721,a,BLACK BEAR,4,A BLACK BEAR,mm_mar_2013,1,27,mm_mar_2013,0.347826086956522,23,4.12,4.84,4.65384615384615,4.77777777777778,3.03333333333333,-16.47136241933853,-14.8981204769928,1.347826086956522,1,0.7419354838709676,0.8324022346368715,0.0425531914893617,0.6941176470588235
A BLACKBERRY,a BLACKBERRY,NOUN,food,57,14,9,73,0.35583,0.58721,a,BLACKBERRY,6,A BLACKBERRY,mm_mar_2013,1.83333333333333,30,mm_mar_2013,0.347826086956522,23,3.33333333333333,4.65217391304348,4.62068965517241,4.8,4,-16.247023593954527,-13.458078021128387,1.347826086956522,0.5454545454545464,0.7419354838709676,0.8496732026143791,0.10975609756097561,0.8028169014084507
A BLOWDART,a BLOWDART,NOUN,weapon,58,17,2,80,0.080143,0.50579,a,BLOWDART,1,A BLOWDART,mm_mar_2013,1,23,mm_mar_2013,0.409090909090909,22,3.78260869565217,4.625,3.68181818181818,4.54166666666667,2.23333333333333,-22.71534328175801,-20.491424195891053,1.409090909090909,1,0.7096774193548387,0.8789808917197452,0.024390243902439025,0.7733333333333333
A BLOWFISH,a BLOWFISH,NOUN,living things,63,21,19,72,0.24008,0.50579,a,BLOWFISH,4,A BLOWFISH,mm_mar_2013,1.24,25,mm_mar_2013,0.75,20,3,4.85,4.51724137931035,4.46153846153846,3.03571428571429,-18.569038883860795,-16.37720271319548,1.75,0.8064516129032259,0.5714285714285714,0.7714285714285715,0.2087912087912088,0.75
A BOLT,a BOLT,NOUN,tool,50,22,12,66,0.50869,0.2529,a,BOLT,4,A BOLT,mm_mar_2013,2.16666666666667,30,mm_mar_2013,1.38461538461538,26,3.04761904761905,4.27586206896552,4.56666666666667,4.26923076923077,3,-13.89890505937428,-11.87348930104597,2.3846153846153797,0.4615384615384608,0.41935483870967827,0.7733333333333333,0.15384615384615385,0.6944444444444444
A BONGO DRUM,a BONGO DRUM,NOUN,musical instruments,62,17,2,87,0.1867,0.58721,a,BONGO DRUM,1,A BONGO DRUM,mm_mar_2013,1,24,mm_mar_2013,0.25,20,3.33333333333333,4.55555555555556,4.53571428571429,4.48275862068965,3.73076923076923,-19.20044000577062,-18.72266232995322,1.25,1,0.8,0.8869047619047619,0.02247191011235955,0.7848101265822784
A BOOMERANG,a BOOMERANG,NOUN,weapon,59,9,10,65,0.39802,0.54877,a,BOOMERANG,5,A BOOMERANG,mm_mar_2013,1.51851851851852,27,mm_mar_2013,0.791666666666667,24,3.56,4.58333333333333,4.57692307692308,4.48148148148148,3.56666666666667,-16.336238165679045,-14.492374809136809,1.791666666666667,0.658536585365853,0.5581395348837208,0.8671328671328671,0.13333333333333333,0.8676470588235294
A BOY,a BOY,NOUN,family relations,46,28,7,75,0.66283,0.14793,a,BOY,5,A BOY,mm_mar_2013,1.30769230769231,26,mm_mar_2013,2.55,20,2.8695652173913,4.7,4.89655172413793,4.46153846153846,3.46428571428571,-11.386100282898562,-9.278687115867086,3.55,0.7647058823529399,0.28169014084507044,0.7756410256410257,0.08536585365853659,0.6216216216216216
A BRAZIL NUT,a BRAZIL NUT,NOUN,food,66,12,4,79,0.20816,0.58721,a,BRAZIL NUT,5,A BRAZIL NUT,mm_mar_2013,1.13793103448276,29,mm_mar_2013,0.347826086956522,23,2.5,4.96551724137931,3.96666666666667,4.07692307692308,3.48275862068966,-18.92850629028698,-16.724378779179425,1.347826086956522,0.8787878787878777,0.7419354838709676,0.9006211180124224,0.04819277108433735,0.8461538461538461
A BRAZILIAN,a BRAZILIAN,NOUN,people,79,18,7,72,0.50871,0.54877,a,BRAZILIAN,6,A BRAZILIAN,mm_mar_2013,1.53846153846154,26,mm_mar_2013,0.434782608695652,23,3.52,4.08,4.57692307692308,3.44444444444444,3.5,-14.92150905893021,-11.98904005827196,1.4347826086956519,0.6499999999999994,0.6969696969696971,0.8579545454545454,0.08860759493670886,0.8144329896907216
A BROILER,a BROILER,NOUN,household item,45,24,9,68,0.35612,0.45707,a,BROILER,7,A BROILER,mm_mar_2013,1.56666666666667,30,mm_mar_2013,1,23,2.71428571428571,4.40909090909091,4.58620689655172,4.08,3.28571428571429,-16.769922631072745,-14.009081625774936,2,0.6382978723404242,0.5,0.773972602739726,0.11688311688311688,0.6521739130434783
A BROWNIE,a BROWNIE,NOUN,food,55,19,2,81,0.36731,0.45707,a,BROWNIE,2,A BROWNIE,mm_mar_2013,1.61538461538462,26,mm_mar_2013,0.48,25,3.34782608695652,4.65384615384615,4.92307692307692,4.86666666666667,4.64285714285714,-16.224316216490838,-13.919904760573143,1.48,0.6190476190476173,0.6756756756756757,0.8662420382165605,0.024096385542168676,0.7432432432432432
A BUDDHIST,a BUDDHIST,NOUN,people,55,15,9,70,0.5221,0.50579,a,BUDDHIST,3,A BUDDHIST,mm_mar_2013,1.18518518518519,27,mm_mar_2013,0.0384615384615385,26,2.73913043478261,3.80769230769231,4.30769230769231,3.7,3.57142857142857,-13.986755248346048,-11.476993598705615,1.0384615384615385,0.8437499999999966,0.9629629629629629,0.8389261744966443,0.11392405063291139,0.7857142857142857
A BUFFALO,a BUFFALO,NOUN,living things,64,24,11,82,0.43737,0.45707,a,BUFFALO,8,A BUFFALO,mm_mar_2013,1.23333333333333,30,mm_mar_2013,0.695652173913043,23,3.33333333333333,4.82608695652174,4.78571428571429,4.84,3.28571428571429,-15.016951153393642,-11.874435003812922,1.695652173913043,0.810810810810813,0.5897435897435899,0.8066298342541437,0.11827956989247312,0.7272727272727273
A BUILDING,a BUILDING,NOUN,human dwelling,60,33,12,89,0.6767,0.50579,a,BUILDING,4,A BUILDING,mm_mar_2013,1.55555555555556,27,mm_mar_2013,2.46153846153846,26,2.36363636363636,4.7037037037037,4.88888888888889,4.28571428571429,3.30769230769231,-12.085264074663236,-8.87681714969897,3.46153846153846,0.642857142857141,0.28888888888888903,0.7680412371134021,0.1188118811881188,0.6451612903225806
A BULLFIGHTER,a BULLFIGHTER,NOUN,people,52,24,4,79,0.28887,0.62198,a,BULLFIGHTER,6,A BULLFIGHTER,mm_mar_2013,1.1,30,mm_mar_2013,0.653846153846154,26,4.77272727272727,4.44827586206897,4.46666666666667,4.69230769230769,2.76666666666667,-17.214085017231685,-16.073679473208596,1.653846153846154,0.9090909090909091,0.6046511627906976,0.8238993710691824,0.04819277108433735,0.6842105263157895
A BUM,a BUM,NOUN,people,61,16,7,78,0.48042,0.14793,a,BUM,5,A BUM,mm_mar_2013,2.25925925925926,27,mm_mar_2013,3.11538461538462,26,2.27272727272727,4.18518518518519,4.53571428571429,4.03571428571429,1.96153846153846,-15.146137825118489,-13.030502462300138,4.11538461538462,0.442622950819672,0.2429906542056072,0.8580246913580247,0.08235294117647059,0.7922077922077922
A BUREAUCRAT,a BUREAUCRAT,NOUN,people,47,23,4,77,0.39435,0.58721,a,BUREAUCRAT,6,A BUREAUCRAT,mm_mar_2013,1.11111111111111,27,mm_mar_2013,1.4,25,2.33333333333333,3.73076923076923,4.48148148148148,2.85714285714286,2.23076923076923,-16.05964548812398,-14.219791472517795,2.4,0.9000000000000009,0.4166666666666667,0.8211920529801324,0.04938271604938271,0.6714285714285714
A BURGER,a BURGER,NOUN,food,57,22,3,88,0.47712,0.40083,a,BURGER,2,A BURGER,mm_mar_2013,1.34615384615385,26,mm_mar_2013,1.20833333333333,24,3.1304347826087,4.91666666666667,5,4.95833333333333,3.83333333333333,-14.915589901429366,-12.693106285580958,2.20833333333333,0.7428571428571407,0.45283018867924596,0.8529411764705882,0.03296703296703297,0.7215189873417721
A BURRITO,a BURRITO,NOUN,food,68,12,5,81,0.40188,0.45707,a,BURRITO,2,A BURRITO,mm_mar_2013,1.23076923076923,26,mm_mar_2013,0.238095238095238,21,3,4.55555555555556,4.89285714285714,4.79310344827586,4,-16.871798842905328,-15.06317565221224,1.238095238095238,0.8125000000000006,0.8076923076923078,0.8975903614457831,0.05813953488372093,0.85
A BUSYBODY,a BUSYBODY,NOUN,people,62,17,4,87,0.30433,0.50579,a,BUSYBODY,3,A BUSYBODY,mm_mar_2013,1.04166666666667,24,mm_mar_2013,2.4,25,3.65217391304348,2.70833333333333,4.63636363636364,2.66666666666667,2.26666666666667,-16.88875329578079,-15.542503132028706,3.4,0.9599999999999969,0.29411764705882354,0.8764705882352941,0.04395604395604396,0.7848101265822784
A BUTTER KNIFE,a BUTTER KNIFE,NOUN,household item,56,12,7,66,0.35284,0.65373,a,BUTTER KNIFE,6,A BUTTER KNIFE,mm_mar_2013,1,24,mm_mar_2013,0.6,20,1.69565217391304,4.9,5,4.80769230769231,3.10714285714286,-16.643212650481054,-16.097405660279613,1.6,1,0.625,0.8652482269503546,0.0958904109589041,0.8235294117647058
A BUTTERCUP,a BUTTERCUP,NOUN,living things,67,20,3,90,0.26761,0.54877,a,BUTTERCUP,4,A BUTTERCUP,mm_mar_2013,1.56,25,mm_mar_2013,0.91304347826087,23,2.60869565217391,4.70833333333333,4.59090909090909,4.75,4,-17.710055538348005,-14.897980900537227,1.91304347826087,0.641025641025641,0.5227272727272726,0.8722222222222222,0.03225806451612903,0.7701149425287356
A BUZZARD,a BUZZARD,NOUN,living things,39,19,6,62,0.31587,0.45707,a,BUZZARD,7,A BUZZARD,mm_mar_2013,1.54166666666667,24,mm_mar_2013,0.894736842105263,19,3,4.65,4.68965517241379,4.53846153846154,2.10714285714286,-16.74714734638647,-14.57859706393854,1.894736842105263,0.6486486486486472,0.5277777777777778,0.8015873015873016,0.08823529411764706,0.6724137931034483
A CABIN,a CABIN,NOUN,human dwelling,60,28,12,85,0.51501,0.33431,a,CABIN,7,A CABIN,mm_mar_2013,1.2962962962963,27,mm_mar_2013,2.25,24,2.56,4.68,4.80769230769231,4.57692307692308,4.1,-14.216354719896472,-11.11957581006962,3.25,0.7714285714285692,0.3076923076923077,0.7837837837837838,0.12371134020618557,0.6818181818181818
A CAKE,a CAKE,NOUN,food,49,26,5,79,0.54366,0.2529,a,CAKE,5,A CAKE,mm_mar_2013,1.19230769230769,26,mm_mar_2013,1.58333333333333,24,3.47826086956522,4.875,5,4.75,4.36666666666667,-13.727821471197723,-11.060299381800242,2.58333333333333,0.8387096774193564,0.3870967741935489,0.8050314465408805,0.05952380952380952,0.6533333333333333
A CANADIAN,a CANADIAN,NOUN,people,57,15,6,75,0.62681,0.50579,a,CANADIAN,4,A CANADIAN,mm_mar_2013,1.10714285714286,28,mm_mar_2013,0.28,25,2.30434782608696,4.15384615384615,4.73076923076923,3,3.53571428571429,-13.571762515755319,-10.54846572075116,1.28,0.9032258064516105,0.78125,0.8627450980392157,0.07407407407407407,0.7916666666666666
A CANAL,a CANAL,NOUN,earth formation,51,32,11,80,0.49684,0.33431,a,CANAL,8,A CANAL,mm_mar_2013,1.6551724137931,29,mm_mar_2013,1.69230769230769,26,2.22727272727273,4.31034482758621,4.44827586206897,4.375,3.13333333333333,-14.491662388931136,-11.139613826857083,2.69230769230769,0.6041666666666679,0.3714285714285718,0.7528735632183908,0.12087912087912088,0.6144578313253012
A CANISTER,a CANISTER,NOUN,container,40,32,5,83,0.40077,0.50579,a,CANISTER,3,A CANISTER,mm_mar_2013,1.16666666666667,24,mm_mar_2013,2.05,20,2.0952380952381,4.33333333333333,4.78571428571429,4.10344827586207,2.96153846153846,-16.253875039276835,-13.931873292849136,3.05,0.8571428571428547,0.3278688524590164,0.76875,0.056818181818181816,0.5555555555555556
A CANYON,a CANYON,NOUN,earth formation,56,30,11,84,0.44289,0.40083,a,CANYON,4,A CANYON,mm_mar_2013,1.37037037037037,27,mm_mar_2013,2,25,3.69565217391304,4.42307692307692,4.89285714285714,4.48275862068965,3.5,-15.526024536589773,-11.9236070133471,3,0.7297297297297299,0.3333333333333333,0.7734806629834254,0.11578947368421053,0.6511627906976745
A CARNATION,a CARNATION,NOUN,living things,46,30,4,76,0.29528,0.54877,a,CARNATION,9,A CARNATION,mm_mar_2013,1.31034482758621,29,mm_mar_2013,0.227272727272727,22,2.76190476190476,4.36363636363636,4.64285714285714,4.84,4.07142857142857,-17.281621202680306,-14.737337488384506,1.227272727272727,0.7631578947368404,0.814814814814815,0.782051282051282,0.05,0.6052631578947368
A CARROT,a CARROT,NOUN,food,77,20,1,81,0.46726,0.40083,a,CARROT,8,A CARROT,mm_mar_2013,1.22222222222222,27,mm_mar_2013,0.0416666666666667,24,2.27272727272727,4.88461538461539,4.89285714285714,4.81481481481481,3.52,-14.991780758635263,-12.719753349042735,1.0416666666666667,0.8181818181818196,0.96,0.88268156424581,0.012195121951219513,0.7938144329896907
A CARVING FORK,a CARVING FORK,NOUN,household item,51,21,6,77,0.17995,0.65373,a,CARVING FORK,5,A CARVING FORK,mm_mar_2013,1.03703703703704,27,mm_mar_2013,0.708333333333333,24,2.52173913043478,4.62962962962963,4.55555555555556,4.37931034482759,3.07692307692308,-20.11673072856476,-19.131824310803363,1.708333333333333,0.9642857142857114,0.5853658536585367,0.8258064516129032,0.07228915662650602,0.7083333333333334
A CASHEW,a CASHEW,NOUN,food,69,19,6,86,0.25909,0.40083,a,CASHEW,9,A CASHEW,mm_mar_2013,1.1,30,mm_mar_2013,0.461538461538462,26,2.40909090909091,4.86206896551724,4.76666666666667,4.69230769230769,3.93333333333333,-18.30375776434389,-14.443998258658713,1.4615384615384621,0.9090909090909091,0.6842105263157892,0.8611111111111112,0.06521739130434782,0.7840909090909091
A CASHIER,a CASHIER,NOUN,people,56,26,10,78,0.46227,0.45707,a,CASHIER,8,A CASHIER,mm_mar_2013,1.08,25,mm_mar_2013,1.5,20,2.17391304347826,4.5,4.92592592592593,4.23076923076923,3.14285714285714,-15.572673920704018,-13.529718923025788,2.5,0.9259259259259258,0.4,0.788235294117647,0.11363636363636363,0.6829268292682927
A CASSEROLE,a CASSEROLE,NOUN,food,56,15,5,71,0.4196,0.54877,a,CASSEROLE,9,A CASSEROLE,mm_mar_2013,1.12,25,mm_mar_2013,1.1,20,1.8695652173913,4.85,4.93103448275862,4.19230769230769,3.71428571428571,-15.663660792880735,-13.443768577457602,2.1,0.8928571428571428,0.47619047619047616,0.8639455782312925,0.06578947368421052,0.7887323943661971
A CASTLE,a CASTLE,NOUN,human dwelling,58,17,11,68,0.52891,0.40083,a,CASTLE,6,A CASTLE,mm_mar_2013,1.48148148148148,27,mm_mar_2013,2.12,25,4.1304347826087,4.51851851851852,4.96428571428571,4.82758620689655,3.84615384615385,-13.88766982554098,-10.774557849697716,3.12,0.6750000000000006,0.3205128205128205,0.8181818181818182,0.13924050632911392,0.7733333333333333
A CATAMARAN,a CATAMARAN,NOUN,vehicle,60,20,9,81,0.37472,0.54877,a,CATAMARAN,7,A CATAMARAN,mm_mar_2013,1,18,mm_mar_2013,0.631578947368421,19,3.39130434782609,4.29166666666667,3.04545454545455,3.91666666666667,3.6,-17.309068699550075,-15.522874266987202,1.631578947368421,1,0.6129032258064516,0.8294117647058824,0.1,0.75
A CAVE,a CAVE,NOUN,earth formation,53,28,14,79,0.55627,0.2529,a,CAVE,10,A CAVE,mm_mar_2013,1.36666666666667,30,mm_mar_2013,1.96153846153846,26,3.04545454545455,4.6551724137931,4.83333333333333,4.69230769230769,3.03333333333333,-13.365432217284573,-11.11278817879884,2.96153846153846,0.7317073170731689,0.33766233766233783,0.7586206896551724,0.15053763440860216,0.654320987654321
A CAVERN,a CAVERN,NOUN,earth formation,61,32,8,95,0.43114,0.40083,a,CAVERN,10,A CAVERN,mm_mar_2013,1.25,24,mm_mar_2013,1.6,20,3.1304347826087,4.7,4.6551724137931,4.28,3.21428571428571,-15.574890206733807,-12.899619739493508,2.6,0.8,0.3846153846153846,0.7959183673469388,0.07766990291262135,0.6559139784946236
A CEILING FAN,a CEILING FAN,NOUN,furniture,56,22,10,77,0.42481,0.62198,a,CEILING FAN,8,A CEILING FAN,mm_mar_2013,1,26,mm_mar_2013,0.36,25,2.39130434782609,4.79166666666667,4.90909090909091,4.75,3.43333333333333,-16.971097852203503,-15.458199471477347,1.3599999999999999,1,0.7352941176470589,0.806060606060606,0.11494252873563218,0.717948717948718
A CELEBRITY,a CELEBRITY,NOUN,people,71,15,7,83,0.55617,0.54877,a,CELEBRITY,9,A CELEBRITY,mm_mar_2013,1.23076923076923,26,mm_mar_2013,2.20833333333333,24,3.82608695652174,3.91666666666667,4.72727272727273,3.45833333333333,3.26666666666667,-13.985266968370327,-12.126201466553043,3.20833333333333,0.8125000000000006,0.311688311688312,0.875,0.07777777777777778,0.8255813953488372
A CHAMPAGNE FLUTE,a CHAMPAGNE FLUTE,NOUN,household item,62,8,2,73,0.25918,0.73514,a,CHAMPAGNE FLUTE,7,A CHAMPAGNE FLUTE,mm_mar_2013,1.08333333333333,24,mm_mar_2013,0.652173913043478,23,3.30434782608696,4.53846153846154,4.03571428571429,4.48275862068965,3.73076923076923,-17.685312733959925,-16.504743154887514,1.652173913043478,0.923076923076926,0.605263157894737,0.9310344827586207,0.02666666666666667,0.8857142857142857
A CHARCOAL GRILL,a CHARCOAL GRILL,NOUN,furniture,70,15,9,82,0.33247,0.70997,a,CHARCOAL GRILL,9,A CHARCOAL GRILL,mm_mar_2013,1,27,mm_mar_2013,0.56,25,2.95454545454545,4.88888888888889,4.85714285714286,4.57142857142857,3.80769230769231,-16.720755281708662,-16.173159510798516,1.56,1,0.641025641025641,0.8636363636363636,0.0989010989010989,0.8235294117647058
A CHARLATAN,a CHARLATAN,NOUN,people,62,21,9,84,0.37802,0.54877,a,CHARLATAN,10,A CHARLATAN,mm_mar_2013,1.21739130434783,23,mm_mar_2013,2.14285714285714,21,3.22727272727273,3.03703703703704,3.64285714285714,2.46428571428571,2.24,-15.896637746388977,-15.016578469823894,3.14285714285714,0.8214285714285688,0.31818181818181845,0.8295454545454546,0.0967741935483871,0.7469879518072289
A CHEERLEADER,a CHEERLEADER,NOUN,people,60,8,11,65,0.48757,0.62198,a,CHEERLEADER,5,A CHEERLEADER,mm_mar_2013,1.38461538461538,26,mm_mar_2013,0.88,25,3.86363636363636,4.30769230769231,4.88,4.6,4.17857142857143,-15.556206842290688,-14.28581098484299,1.88,0.7222222222222247,0.5319148936170213,0.8680555555555556,0.14473684210526316,0.8823529411764706
A CHEESE GRATER,a CHEESE GRATER,NOUN,household item,77,7,9,81,0.31257,0.68293,a,CHEESE GRATER,6,A CHEESE GRATER,mm_mar_2013,1.03703703703704,27,mm_mar_2013,0.16,25,2,4.84615384615385,4.92,4.9,3.28571428571429,-17.677104753331843,-17.179585009129987,1.16,0.9642857142857114,0.8620689655172414,0.9080459770114943,0.1,0.9166666666666666
A CHERRY,a CHERRY,NOUN,food,50,23,11,65,0.48731,0.40083,a,CHERRY,10,A CHERRY,mm_mar_2013,1.56,25,mm_mar_2013,0.791666666666667,24,3.1304347826087,4.875,4.90909090909091,4.95833333333333,4.03333333333333,-14.859643543698315,-11.902747865128356,1.791666666666667,0.641025641025641,0.5581395348837208,0.7718120805369127,0.14473684210526316,0.684931506849315
