word,WORD,SyntCat,Category,hits,misses,false_alarms,correct_rejections,log_freqs,log_word_len,Article,Word,X,Input.trial_,Experiment.x,meanings,meanings_n,Experiment.y,num_synonyms,syn_n,arousal,concrete,fam,image,valence,NgramFreqArticle,NgramFreqNoArticle,num_syn,r.given.w,w.given.r,Acc,false_alarm_rate,hit_rate
RICHMOND,RICHMOND,NOUN,geography,56,30,10,83,0.77372,0.50579,NaN,RICHMOND,159,RICHMOND,mm_mar_2013,1.85185185185185,27,mm_mar_2013,0.2,25,2.91304347826087,4.18518518518519,3.85714285714286,3.41379310344828,3.26923076923077,-11.99430380858507,-11.99430380858507,1.2,0.5400000000000005,0.8333333333333334,0.776536312849162,0.10752688172043011,0.6511627906976745
RIO DE JANEIRO,RIO DE JANEIRO,NOUN,geography,70,15,6,89,0.64908,0.70997,NaN,RIO DE JANEIRO,152,RIO DE JANEIRO,mm_mar_2013,1,30,mm_mar_2013,0,23,3.85,4.73913043478261,4.20689655172414,4.4,3.89285714285714,-13.281949454805515,-13.281949454805515,1,1,1,0.8833333333333333,0.06315789473684211,0.8235294117647058
RIVETING,RIVETING,ADJ,NaN,44,30,9,74,0.56186,0.50579,NaN,RIVETING,160,RIVETING,mm_mar_2013,1.85185185185185,27,mm_mar_2013,3.4,25,4.56521739130435,2.03703703703704,4.32142857142857,2.37931034482759,3.88461538461538,-14.418222519882415,-14.418222519882415,4.4,0.5400000000000005,0.22727272727272727,0.7515923566878981,0.10843373493975904,0.5945945945945946
ROBERT HAYDEN,ROBERT HAYDEN,NOUN,famous people,42,33,3,77,0.31631,0.68293,NaN,ROBERT HAYDEN,168,ROBERT HAYDEN,mm_mar_2013,1,22,mm_mar_2013,0,20,2.68181818181818,4.5,1.6,3.46153846153846,3.13333333333333,-17.429098471319517,-17.429098471319517,1,1,1,0.7677419354838709,0.0375,0.56
ROBERTO,ROBERTO,NOUN,common names,54,22,4,77,0.67833,0.45707,NaN,ROBERTO,167,ROBERTO,mm_mar_2013,1,23,mm_mar_2013,0,22,2.6,3.64,3.65384615384615,2.14814814814815,3.13333333333333,-12.884031414271078,-12.884031414271078,1,1,1,0.8343949044585988,0.04938271604938271,0.7105263157894737
ROBIN WILLIAMS,ROBIN WILLIAMS,NOUN,famous people,79,8,9,81,0.5608,0.70997,NaN,ROBIN WILLIAMS,168,ROBIN WILLIAMS,mm_mar_2013,1,27,mm_mar_2013,0.217391304347826,23,3.12,4.92,4.69230769230769,4.69230769230769,3.9,-16.322756314124664,-16.322756314124664,1.217391304347826,1,0.8214285714285715,0.903954802259887,0.1,0.9080459770114943
ROCHELLE,ROCHELLE,NOUN,common names,51,22,6,77,0.62479,0.50579,NaN,ROCHELLE,165,ROCHELLE,mm_mar_2013,1.08,25,mm_mar_2013,0,17,2.40909090909091,3.37037037037037,3.11111111111111,2.03448275862069,3.03846153846154,-13.727591779120425,-13.727591779120425,1,0.9259259259259258,1,0.8205128205128205,0.07228915662650602,0.6986301369863014
RONALD,RONALD,NOUN,common names,57,23,10,75,0.72948,0.40083,NaN,RONALD,138,RONALD,mm_mar_2013,1.35714285714286,28,mm_mar_2013,0,25,1.82608695652174,3.68,3.5,2.86666666666667,3.14285714285714,-11.853442338881793,-11.853442338881793,1,0.7368421052631563,1,0.8,0.11764705882352941,0.7125
ROOT BEER,ROOT BEER,NOUN,drink,67,17,3,89,0.46999,0.54877,NaN,ROOT BEER,166,ROOT BEER,mm_mar_2013,1,23,mm_mar_2013,0.333333333333333,21,3.04761904761905,4.59259259259259,5,4.46428571428571,4.5,-15.22024582673988,-15.22024582673988,1.333333333333333,1,0.7500000000000002,0.8863636363636364,0.03260869565217391,0.7976190476190477
ROSEMARY,ROSEMARY,NOUN,food,63,15,11,74,0.56953,0.50579,NaN,ROSEMARY,169,ROSEMARY,mm_mar_2013,1.88888888888889,27,mm_mar_2013,0.625,24,2.64,4.44,4.57692307692308,4.07407407407407,4.13333333333333,-12.332107915051218,-12.332107915051218,1.625,0.529411764705882,0.6153846153846154,0.8404907975460123,0.12941176470588237,0.8076923076923077
ROTAVIRUS,ROTAVIRUS,NOUN,diseases and conditions,54,14,0,74,0.49131,0.54877,NaN,ROTAVIRUS,161,ROTAVIRUS,mm_mar_2013,1.04761904761905,21,mm_mar_2013,0.25,16,3.26086956521739,3.7037037037037,2.67857142857143,2.03448275862069,1.84615384615385,-14.534409903752437,-14.534409903752437,1.25,0.9545454545454525,0.8,0.9014084507042254,0,0.7941176470588235
ROY,ROY,NOUN,common names,49,27,7,74,0.75852,0.14793,NaN,ROY,153,ROY,mm_mar_2013,1.20689655172414,29,mm_mar_2013,0,21,2.61904761904762,3.82608695652174,3.51724137931034,2.56,3.21428571428571,-11.3501245163186,-11.3501245163186,1,0.8285714285714272,1,0.7834394904458599,0.08641975308641975,0.6447368421052632
RUBEN,RUBEN,NOUN,common names,62,12,14,66,0.61595,0.33431,NaN,RUBEN,169,RUBEN,mm_mar_2013,1.76923076923077,26,mm_mar_2013,0.227272727272727,22,2.71428571428571,3.55172413793103,2.96666666666667,2.53846153846154,3.13793103448276,-14.041097361213412,-14.041097361213412,1.227272727272727,0.5652173913043476,0.814814814814815,0.8311688311688312,0.175,0.8378378378378378
RUM,RUM,NOUN,drink,55,16,7,71,0.61044,0.14793,NaN,RUM,170,RUM,mm_mar_2013,1.14285714285714,28,mm_mar_2013,0.333333333333333,24,3.77272727272727,4.64,4.60714285714286,4.32142857142857,3.84615384615385,-12.599914953275746,-12.599914953275746,1.333333333333333,0.8750000000000022,0.7500000000000002,0.8456375838926175,0.08974358974358974,0.7746478873239436
RUNNING SHOES,RUNNING SHOES,NOUN,clothing,59,18,9,73,0.57696,0.68293,NaN,RUNNING SHOES,170,RUNNING SHOES,mm_mar_2013,1.03846153846154,26,mm_mar_2013,1.79166666666667,24,3.26086956521739,4.82608695652174,4.95454545454545,4.65217391304348,3.43333333333333,-14.695401530852005,-14.695401530852005,2.79166666666667,0.9629629629629615,0.3582089552238802,0.8301886792452831,0.10975609756097561,0.7662337662337663
RUSH,RUSH,NOUN,famous people,53,21,6,75,0.73208,0.2529,NaN,RUSH,171,RUSH,mm_mar_2013,2.24,25,mm_mar_2013,3.875,24,3.69565217391304,3.33333333333333,3.40909090909091,2.72,3.23333333333333,-10.91291786967541,-10.91291786967541,4.875,0.4464285714285714,0.20512820512820512,0.8258064516129032,0.07407407407407407,0.7162162162162162
RUSSELL CROWE,RUSSELL CROWE,NOUN,famous people,64,15,8,76,0.56517,0.68293,NaN,RUSSELL CROWE,167,RUSSELL CROWE,mm_mar_2013,1,24,mm_mar_2013,0.05,20,3.34782608695652,4.95,4.6551724137931,4.76923076923077,3.5,-16.924160580402866,-16.924160580402866,1.05,1,0.9523809523809523,0.8588957055214724,0.09523809523809523,0.810126582278481
RUTHLESS,RUTHLESS,ADJ,NaN,54,33,15,77,0.59774,0.50579,NaN,RUTHLESS,172,RUTHLESS,mm_mar_2013,1.04,25,mm_mar_2013,3.125,24,4,1.83333333333333,4.72727272727273,1.625,1.53333333333333,-12.644380966329209,-12.644380966329209,4.125,0.9615384615384615,0.24242424242424243,0.7318435754189944,0.16304347826086957,0.6206896551724138
RWANDA,RWANDA,NOUN,geography,51,18,2,70,0.71851,0.40083,NaN,RWANDA,171,RWANDA,mm_mar_2013,1.03846153846154,26,mm_mar_2013,0,24,2.81818181818182,4.42307692307692,3.85714285714286,3.39285714285714,2.53846153846154,-12.527979910610638,-12.527979910610638,1,0.9629629629629615,1,0.8581560283687943,0.027777777777777776,0.7391304347826086
SABRINA,SABRINA,NOUN,common names,48,19,5,67,0.61791,0.45707,NaN,SABRINA,170,SABRINA,mm_mar_2013,1.12,25,mm_mar_2013,0,24,2.8,3.58333333333333,3.92307692307692,2.40740740740741,3.36666666666667,-13.206073382728933,-13.206073382728933,1,0.8928571428571428,1,0.8273381294964028,0.06944444444444445,0.7164179104477612
SAFFRON,SAFFRON,NOUN,food,70,17,11,83,0.53668,0.45707,NaN,SAFFRON,171,SAFFRON,mm_mar_2013,1.62962962962963,27,mm_mar_2013,0.761904761904762,21,2.6,4,3.92307692307692,3.30769230769231,3.63333333333333,-13.327653415502883,-13.327653415502883,1.7619047619047619,0.6136363636363635,0.5675675675675675,0.8453038674033149,0.11702127659574468,0.8045977011494253
SAGE,SAGE,NOUN,food,56,9,8,63,0.63697,0.2529,NaN,SAGE,154,SAGE,mm_mar_2013,1.96666666666667,30,mm_mar_2013,2,21,2.35,3.73913043478261,4.55172413793103,3.84,3.67857142857143,-10.993791547074876,-10.993791547074876,3,0.5084745762711856,0.3333333333333333,0.875,0.11267605633802817,0.8615384615384616
SAINT LOUIS,SAINT LOUIS,NOUN,geography,49,20,3,77,0.65677,0.62198,NaN,SAINT LOUIS,162,SAINT LOUIS,mm_mar_2013,1.44444444444444,27,mm_mar_2013,0.125,24,2.73913043478261,4.77777777777778,4.39285714285714,4.20689655172414,3.15384615384615,-14.418647113058915,-14.418647113058915,1.125,0.6923076923076944,0.8888888888888888,0.8456375838926175,0.0375,0.7101449275362319
SAINT PAUL,SAINT PAUL,NOUN,geography,48,21,5,72,0.63243,0.58721,NaN,SAINT PAUL,139,SAINT PAUL,mm_mar_2013,1.59259259259259,27,mm_mar_2013,0.153846153846154,26,2.31818181818182,4.5,3.73076923076923,3.53333333333333,3.75,-14.461490783664386,-14.461490783664386,1.153846153846154,0.6279069767441872,0.8666666666666666,0.821917808219178,0.06493506493506493,0.6956521739130435
SALMA HAYEK,SALMA HAYEK,NOUN,famous people,61,12,3,75,0.53907,0.62198,NaN,SALMA HAYEK,163,SALMA HAYEK,mm_mar_2013,1,22,mm_mar_2013,0,22,3.95652173913043,4.88888888888889,4.32142857142857,4.48275862068965,3.76,-17.727635431375763,-17.727635431375763,1,1,1,0.9006622516556292,0.038461538461538464,0.8356164383561644
SAMANTHA,SAMANTHA,NOUN,common names,55,18,4,73,0.67432,0.50579,NaN,SAMANTHA,173,SAMANTHA,mm_mar_2013,1.24,25,mm_mar_2013,0,21,2.8695652173913,4.25,3.27272727272727,2.83333333333333,3.4,-12.313959454623554,-12.313959454623554,1,0.8064516129032259,1,0.8533333333333334,0.05194805194805195,0.7534246575342466
SAME,SAME,ADJ,NaN,52,40,2,73,0.94503,0.2529,NaN,SAME,174,SAME,mm_mar_2013,1.24,25,mm_mar_2013,3.29166666666667,24,2.26086956521739,2.04166666666667,4.81818181818182,2.125,3.06666666666667,-7.524678642696622,-7.524678642696622,4.29166666666667,0.8064516129032259,0.23300970873786392,0.7485029940119761,0.02666666666666667,0.5652173913043478
SAN FRANCISCO BAY,SAN FRANCISCO BAY,NOUN,earth formation,72,13,5,89,0.6429,0.78081,NaN,SAN FRANCISCO BAY,164,SAN FRANCISCO BAY,mm_mar_2013,1.03846153846154,26,mm_mar_2013,0.0833333333333333,24,3.08695652173913,4.85185185185185,4.57142857142857,4.62068965517241,3.84615384615385,-14.312584586841377,-14.312584586841377,1.0833333333333333,0.9629629629629615,0.9230769230769231,0.8994413407821229,0.05319148936170213,0.8470588235294118
SANDPAPER,SANDPAPER,NOUN,tool,52,18,6,67,0.51317,0.54877,NaN,SANDPAPER,172,SANDPAPER,mm_mar_2013,1.2962962962963,27,mm_mar_2013,0.2,25,2.0952380952381,4.88888888888889,4.82142857142857,4.42857142857143,2.73076923076923,-14.422262270355091,-14.422262270355091,1.2,0.7714285714285692,0.8333333333333334,0.8321678321678322,0.0821917808219178,0.7428571428571429
SANGRIA,SANGRIA,NOUN,drink,49,14,6,67,0.44461,0.45707,NaN,SANGRIA,169,SANGRIA,mm_mar_2013,1.25,24,mm_mar_2013,0.1875,16,3.52380952380952,4.25925925925926,4.32142857142857,3.89655172413793,3.80769230769231,-15.826699428240302,-15.826699428240302,1.1875,0.8,0.8421052631578947,0.8529411764705882,0.0821917808219178,0.7777777777777778
SANTIAGO,SANTIAGO,NOUN,geography,73,20,11,93,0.68936,0.50579,NaN,SANTIAGO,170,SANTIAGO,mm_mar_2013,1.57692307692308,26,mm_mar_2013,0.0416666666666667,24,2.86363636363636,3.75862068965517,2.8,2.34615384615385,3.13333333333333,-12.642428364626735,-12.642428364626735,1.0416666666666667,0.6341463414634134,0.96,0.8426395939086294,0.10576923076923077,0.7849462365591398
SATURDAY,SATURDAY,NOUN,calendar items,47,15,5,64,0.86922,0.50579,NaN,SATURDAY,171,SATURDAY,mm_mar_2013,1.06666666666667,30,mm_mar_2013,0.111111111111111,27,3.68181818181818,3.44827586206897,4.83333333333333,1.69230769230769,4.2,-10.907824223062345,-10.907824223062345,1.111111111111111,0.9374999999999971,0.9000000000000001,0.8473282442748091,0.07246376811594203,0.7580645161290323
SAUCE,SAUCE,NOUN,food,63,18,8,77,0.72675,0.33431,NaN,SAUCE,140,SAUCE,mm_mar_2013,1.84615384615385,26,mm_mar_2013,2,26,2.52173913043478,4.19230769230769,4.92307692307692,4.4,3.62962962962963,-11.13646014832108,-11.13646014832108,3,0.5416666666666655,0.3333333333333333,0.8433734939759037,0.09411764705882353,0.7777777777777778
SAUDI ARABIA,SAUDI ARABIA,NOUN,geography,66,13,8,80,0.74808,0.65373,NaN,SAUDI ARABIA,141,SAUDI ARABIA,mm_mar_2013,1,27,mm_mar_2013,0,26,2.69565217391304,4.80769230769231,4.42307692307692,3.9,2.53571428571429,-12.25447662894938,-12.25447662894938,1,1,1,0.874251497005988,0.09090909090909091,0.8354430379746836
SCARLETT,SCARLETT,NOUN,common names,55,13,9,65,0.62596,0.50579,NaN,SCARLETT,155,SCARLETT,mm_mar_2013,1.62068965517241,29,mm_mar_2013,0.6,20,3.42857142857143,4.04545454545455,3.89655172413793,3.12,3.39285714285714,-13.849263338522993,-13.849263338522993,1.6,0.6170212765957461,0.625,0.8450704225352113,0.12162162162162163,0.8088235294117647
SCARLETT JOHANSON,SCARLETT JOHANSON,NOUN,famous people,68,8,4,79,0.57541,0.78081,NaN,SCARLETT JOHANSON,165,SCARLETT JOHANSON,mm_mar_2013,1,26,mm_mar_2013,0,25,3.82608695652174,4.88888888888889,4.46428571428571,4.58620689655172,3.88461538461538,NA,NA,1,1,1,0.9245283018867925,0.04819277108433735,0.8947368421052632
SCATTERED,SCATTERED,ADJ,NaN,47,37,10,81,0.68938,0.54877,NaN,SCATTERED,156,SCATTERED,mm_mar_2013,1.58620689655172,29,mm_mar_2013,2.56521739130435,23,3.19047619047619,2.78260869565217,4.79310344827586,3.32,2.17857142857143,-11.014179173013288,-11.014179173013288,3.56521739130435,0.6304347826086973,0.28048780487804864,0.7314285714285714,0.10989010989010989,0.5595238095238095
SCATTERGORIES,SCATTERGORIES,NOUN,games,65,16,1,89,0.34888,0.68293,NaN,SCATTERGORIES,172,SCATTERGORIES,mm_mar_2013,1.04545454545455,22,mm_mar_2013,0.157894736842105,19,3.27272727272727,4.13793103448276,3.4,3.42307692307692,3.5,-19.57513342879744,-19.57513342879744,1.157894736842105,0.9565217391304306,0.8636363636363638,0.9005847953216374,0.011111111111111112,0.8024691358024691
SCRAWNY,SCRAWNY,ADJ,NaN,47,26,8,72,0.4642,0.45707,NaN,SCRAWNY,172,SCRAWNY,mm_mar_2013,1.23076923076923,26,mm_mar_2013,3.625,24,2.12,2.68,4.73076923076923,3.44444444444444,2.23333333333333,-14.047798877653916,-14.047798877653916,4.625,0.8125000000000006,0.21621621621621623,0.7777777777777778,0.1,0.6438356164383562
SCREECHING,SCREECHING,ADJ,NaN,51,26,8,74,0.51826,0.58721,NaN,SCREECHING,157,SCREECHING,mm_mar_2013,1.3448275862069,29,mm_mar_2013,2.82608695652174,23,4.14285714285714,3.56521739130435,4.71428571428571,2.88,1.53571428571429,-13.578523059993177,-13.578523059993177,3.82608695652174,0.7435897435897417,0.2613636363636363,0.7861635220125787,0.0975609756097561,0.6623376623376623
SEASONAL AFFECTIVE DISORDER,SEASONAL AFFECTIVE DISORDER,NOUN,diseases and conditions,61,8,6,72,0.40575,0.9496,NaN,SEASONAL AFFECTIVE DISORDER,173,SEASONAL AFFECTIVE DISORDER,mm_mar_2013,1,24,mm_mar_2013,0.541666666666667,24,2.13636363636364,2.37931034482759,3.1,1.52,1.63333333333333,-16.041314136161724,-16.041314136161724,1.541666666666667,1,0.6486486486486486,0.9047619047619048,0.07692307692307693,0.8840579710144928
SEAWEED,SEAWEED,NOUN,food,68,20,9,87,0.55919,0.45707,NaN,SEAWEED,168,SEAWEED,mm_mar_2013,1.04,25,mm_mar_2013,0.65,20,1.8695652173913,4.8,4.77777777777778,4.57692307692308,2.92857142857143,-13.401688269790524,-13.401688269790524,1.65,0.9615384615384615,0.6060606060606061,0.842391304347826,0.09375,0.7727272727272727
SEBASTIAN,SEBASTIAN,NOUN,common names,54,19,8,72,0.69982,0.54877,NaN,SEBASTIAN,142,SEBASTIAN,mm_mar_2013,1.38461538461538,26,mm_mar_2013,0,23,2.29166666666667,3.73076923076923,3.42307692307692,2.93333333333333,3.17857142857143,-12.041425117633398,-12.041425117633398,1,0.7222222222222247,1,0.8235294117647058,0.1,0.7397260273972602
SECOND-HAND,SECOND-HAND,ADJ,NaN,61,20,7,84,0.61706,0.62198,NaN,SECOND-HAND,143,SECOND-HAND,mm_mar_2013,1.66666666666667,27,mm_mar_2013,2.30769230769231,26,2.1304347826087,2.73076923076923,4.73076923076923,2.2,2.85714285714286,-13.700074999555325,-13.700074999555325,3.30769230769231,0.5999999999999988,0.3023255813953486,0.8430232558139535,0.07692307692307693,0.7530864197530864
SECRET,SECRET,ADJ,NaN,41,29,6,74,0.78534,0.40083,NaN,SECRET,144,SECRET,mm_mar_2013,1.76923076923077,26,mm_mar_2013,2.23076923076923,26,3.43478260869565,2.19230769230769,4.92307692307692,1.63333333333333,2.92857142857143,-9.898726125467618,-9.898726125467618,3.23076923076923,0.5652173913043476,0.3095238095238096,0.7666666666666667,0.075,0.5857142857142857
SELFISH,SELFISH,ADJ,NaN,55,29,10,78,0.64136,0.45707,NaN,SELFISH,145,SELFISH,mm_mar_2013,1.23076923076923,26,mm_mar_2013,2.65384615384615,26,1.95652173913043,1.65384615384615,4.80769230769231,1.76666666666667,1.64285714285714,-11.858948013540159,-11.858948013540159,3.65384615384615,0.8125000000000006,0.2736842105263161,0.7732558139534884,0.11363636363636363,0.6547619047619048
SEPARATE,SEPARATE,ADJ,NaN,44,24,19,57,0.82689,0.50579,NaN,SEPARATE,175,SEPARATE,mm_mar_2013,1.8,25,mm_mar_2013,2.83333333333333,24,2.69565217391304,2.54166666666667,4.90476190476191,2.66666666666667,2.46666666666667,-9.633824708183804,-8.940677527623858,3.83333333333333,0.5555555555555556,0.2608695652173915,0.7013888888888888,0.25,0.6470588235294118
SERGEI PROKOFIEV,SERGEI PROKOFIEV,NOUN,famous people,49,27,4,80,0.53438,0.75869,NaN,SERGEI PROKOFIEV,146,SERGEI PROKOFIEV,mm_mar_2013,1,12,mm_mar_2013,0,16,2.56521739130435,4.92307692307692,1.61538461538462,3.26666666666667,3.21428571428571,-17.961753002949447,-17.961753002949447,1,1,1,0.80625,0.047619047619047616,0.6447368421052632
SERGIO,SERGIO,NOUN,common names,64,18,7,78,0.64086,0.40083,NaN,SERGIO,166,SERGIO,mm_mar_2013,1.39130434782609,23,mm_mar_2013,0,23,3,3.74074074074074,2.66666666666667,3.03448275862069,3,-13.724735104122075,-13.724735104122075,1,0.7187499999999984,1,0.8502994011976048,0.08235294117647059,0.7804878048780488
SERIOUS,SERIOUS,ADJ,NaN,40,41,8,80,0.82836,0.45707,NaN,SERIOUS,169,SERIOUS,mm_mar_2013,1.72,25,mm_mar_2013,3.2,20,3.27272727272727,2,4.89655172413793,2.19230769230769,2.82142857142857,-9.503311489204386,-9.503311489204386,4.2,0.5813953488372093,0.23809523809523808,0.7100591715976331,0.09090909090909091,0.49382716049382713
SETH,SETH,NOUN,common names,66,17,2,88,0.68911,0.2529,NaN,SETH,147,SETH,mm_mar_2013,1.26923076923077,26,mm_mar_2013,0,25,2.04166666666667,3.73076923076923,3.46153846153846,2.66666666666667,3.28571428571429,-11.959342380495704,-11.959342380495704,1,0.7878787878787874,1,0.8901734104046243,0.022222222222222223,0.7951807228915663
SEXY,SEXY,ADJ,NaN,60,12,4,75,0.83966,0.2529,NaN,SEXY,170,SEXY,mm_mar_2013,1.6,25,mm_mar_2013,3.0952380952381,21,4.71428571428571,2.07407407407407,4.96428571428571,3.62068965517241,4.76923076923077,-11.777741342855203,-11.777741342855203,4.0952380952381,0.625,0.24418604651162762,0.8940397350993378,0.05063291139240506,0.8333333333333334
SHAKIRA,SHAKIRA,NOUN,famous people,54,4,5,62,0.65101,0.45707,NaN,SHAKIRA,176,SHAKIRA,mm_mar_2013,1.08,25,mm_mar_2013,0.0416666666666667,24,3.69565217391304,4.58333333333333,3.90909090909091,4.58333333333333,3.36666666666667,-16.253044848571896,-16.253044848571896,1.0416666666666667,0.9259259259259258,0.96,0.928,0.07462686567164178,0.9310344827586207
SHAKY,SHAKY,ADJ,NaN,49,28,7,75,0.5826,0.33431,NaN,SHAKY,173,SHAKY,mm_mar_2013,1.6,25,mm_mar_2013,2.83333333333333,24,3.13636363636364,3.07407407407407,4.67857142857143,3,2.07692307692308,-12.609529565390604,-12.609529565390604,3.83333333333333,0.625,0.2608695652173915,0.779874213836478,0.08536585365853659,0.6363636363636364
SHARP,SHARP,ADJ,NaN,37,38,8,73,0.7537,0.33431,NaN,SHARP,174,SHARP,mm_mar_2013,2.30769230769231,26,mm_mar_2013,2.96,25,3.68181818181818,3.23076923076923,4.92857142857143,3.28571428571429,2.88461538461538,-10.190824502002819,-10.190824502002819,3.96,0.43333333333333285,0.25252525252525254,0.7051282051282052,0.09876543209876543,0.49333333333333335
SHEARS,SHEARS,NOUN,tool,42,36,4,80,0.53182,0.40083,NaN,SHEARS,175,SHEARS,mm_mar_2013,1.55555555555556,27,mm_mar_2013,1.64,25,2.63636363636364,4.57692307692308,4.46428571428571,4.21428571428571,3.03846153846154,-14.040164163467772,-14.040164163467772,2.6399999999999997,0.642857142857141,0.37878787878787884,0.7530864197530864,0.047619047619047616,0.5384615384615384
SHIRLEY,SHIRLEY,NOUN,common names,62,21,11,76,0.7015,0.45707,NaN,SHIRLEY,148,SHIRLEY,mm_mar_2013,1.37037037037037,27,mm_mar_2013,0,25,2.25,3.73076923076923,3.46153846153846,2.9,3.07407407407407,-12.401899893140016,-12.401899893140016,1,0.7297297297297299,1,0.8117647058823529,0.12643678160919541,0.7469879518072289
SHIVERING,SHIVERING,ADJ,NaN,39,37,6,77,0.54831,0.54877,NaN,SHIVERING,176,SHIVERING,mm_mar_2013,1.26923076923077,26,mm_mar_2013,2.26923076923077,26,3.09090909090909,3.69230769230769,4.55555555555556,3.5,1.84615384615385,-12.50668272954408,-12.50668272954408,3.26923076923077,0.7878787878787874,0.3058823529411764,0.7295597484276729,0.07228915662650602,0.5131578947368421
SHOELACES,SHOELACES,NOUN,clothing,47,28,6,76,0.45616,0.54877,NaN,SHOELACES,177,SHOELACES,mm_mar_2013,1,27,mm_mar_2013,0.36,25,1.86363636363636,4.88888888888889,4.85185185185185,4.60714285714286,3.07692307692308,-15.127361661726477,-15.127361661726477,1.3599999999999999,1,0.7352941176470589,0.7834394904458599,0.07317073170731707,0.6266666666666667
SHOWER GEL,SHOWER GEL,NOUN,household item,59,14,0,82,0.48816,0.58721,NaN,SHOWER GEL,177,SHOWER GEL,mm_mar_2013,1,26,mm_mar_2013,1.16,25,2.30434782608696,4.78260869565217,4.77272727272727,4.5,3.46666666666667,-16.632211473907525,-16.632211473907525,2.16,1,0.4629629629629629,0.9096774193548387,0,0.8082191780821918
SHRILL,SHRILL,ADJ,NaN,53,35,4,90,0.54073,0.40083,NaN,SHRILL,174,SHRILL,mm_mar_2013,1.2,30,mm_mar_2013,2.65217391304348,23,3.77272727272727,2.24137931034483,4.13333333333333,2.07692307692308,1.96666666666667,-12.983222752699973,-12.983222752699973,3.65217391304348,0.8333333333333334,0.27380952380952367,0.7857142857142857,0.0425531914893617,0.6022727272727273
SILICON,SILICON,NOUN,chemical element,74,20,8,92,0.68066,0.45707,NaN,SILICON,175,SILICON,mm_mar_2013,1.31034482758621,29,mm_mar_2013,0.56,25,2.63636363636364,4.31034482758621,4.06666666666667,3.30769230769231,3.10714285714286,-11.453007784923717,-11.453007784923717,1.56,0.7631578947368404,0.641025641025641,0.8556701030927835,0.08,0.7872340425531915
SILVER,SILVER,NOUN,chemical element,44,29,5,77,0.79629,0.40083,NaN,SILVER,171,SILVER,mm_mar_2013,2.07692307692308,26,mm_mar_2013,0.80952380952381,21,3.76190476190476,4,4.96428571428571,4.24137931034483,3.96153846153846,-10.12817484582075,-10.12817484582075,1.80952380952381,0.48148148148148073,0.5526315789473683,0.7806451612903226,0.06097560975609756,0.6027397260273972
SILVIA,SILVIA,NOUN,common names,59,16,12,69,0.60806,0.40083,NaN,SILVIA,170,SILVIA,mm_mar_2013,1,21,mm_mar_2013,0.0625,16,2.56521739130435,4.5,3.17241379310345,2.34615384615385,3.25,-13.949214191324554,-13.949214191324554,1.0625,1,0.9411764705882353,0.8205128205128205,0.14814814814814814,0.7866666666666666
SIMON SAYS,SIMON SAYS,NOUN,games,74,11,0,91,0.48083,0.58721,NaN,SIMON SAYS,173,SIMON SAYS,mm_mar_2013,1.25925925925926,27,mm_mar_2013,0.25,24,3.08,2.96,4.73076923076923,2.7037037037037,3.46666666666667,-16.086772878370127,-16.086772878370127,1.25,0.794117647058823,0.8,0.9375,0,0.8705882352941177
SISTERLY,SISTERLY,ADJ,NaN,60,20,1,89,0.41489,0.50579,NaN,SISTERLY,171,SISTERLY,mm_mar_2013,1.17391304347826,23,mm_mar_2013,1.6,20,2.54545454545455,1.7,4.77777777777778,2.07692307692308,4.10714285714286,-15.104326146552088,-15.104326146552088,2.6,0.8518518518518524,0.3846153846153846,0.8764705882352941,0.011111111111111112,0.75
SKATEBOARDING,SKATEBOARDING,NOUN,sport,58,18,11,79,0.57244,0.68293,NaN,SKATEBOARDING,167,SKATEBOARDING,mm_mar_2013,1.07407407407407,27,mm_mar_2013,0.833333333333333,24,4.30434782608696,4.03703703703704,4.85714285714286,4.37931034482759,3.48,-15.057702206947505,-15.057702206947505,1.833333333333333,0.9310344827586242,0.5454545454545455,0.8253012048192772,0.12222222222222222,0.7631578947368421
SKIING,SKIING,NOUN,sport,51,12,8,62,0.70321,0.40083,NaN,SKIING,178,SKIING,mm_mar_2013,1.19230769230769,26,mm_mar_2013,0.434782608695652,23,4.17391304347826,4.25,4.77272727272727,4.75,3.73333333333333,-13.193332768146156,-13.193332768146156,1.4347826086956519,0.8387096774193564,0.6969696969696971,0.849624060150376,0.11428571428571428,0.8095238095238095
SKITTISH,SKITTISH,ADJ,NaN,54,22,6,77,0.45795,0.50579,NaN,SKITTISH,176,SKITTISH,mm_mar_2013,1.21428571428571,28,mm_mar_2013,2.88,25,3.36363636363636,1.85714285714286,4.10344827586207,2.15384615384615,2.3,-14.665289962795196,-14.665289962795196,3.88,0.8235294117647088,0.2577319587628866,0.8238993710691824,0.07228915662650602,0.7105263157894737
SLEEPY,SLEEPY,ADJ,NaN,61,22,12,80,0.6165,0.40083,NaN,SLEEPY,172,SLEEPY,mm_mar_2013,1.52,25,mm_mar_2013,3.19047619047619,21,1.42857142857143,2.7037037037037,5,3.24137931034483,3.11538461538462,-12.485799289278184,-12.485799289278184,4.19047619047619,0.6578947368421053,0.23863636363636367,0.8057142857142857,0.13043478260869565,0.7349397590361446
