,google_ngram_frequency,google_ngram_frequency,google_ngram_frequency,num_meanings_human,num_meanings_human,num_meanings_human,num_synonyms_human,num_synonyms_human,num_synonyms_human
,count,mean,std,count,mean,std,count,mean,std
frequency_bin,,,,,,,,,
low,722,-17.328508226081443,1.2562864479243832,722,1.216305828842174,0.23728906940518318,722,1.0528624375374296,0.924114480756006
medium,721,-14.662695839265941,0.6874781346900132,721,1.3582028356063383,0.2985281958156328,721,1.6265928343426141,1.1209469223133304
high,722,-11.825966225093257,1.254078698340127,722,1.4622074690790166,0.3580311788878691,722,1.7000881309055134,1.381594669424708
