,Word,Word.1,hits,misses,correct rejections,false alarms,acc,false_alarm_rate,hit_rate,num_synonyms,num_ratings_synonyms,num_meanings,num_ratings_meanings,word_upper,word,arousal,concrete,fam,image,valence,pos,num_meanings_wordnet,num_synonyms_wordnet,Lg10WF,Lg10CD,google_ngram_frequency,LgTV_T=1700,LgDF,orth_neighborhood,phon_neighborhood,log_orth_neighborhood,log_phon_neighborhood,GloVe distinctiveness
923,SANCTIMONIOUS,SANCTIMONIOUS,46,19,71,5,0.8297872340425532,0.0657894736842105,0.7076923076923077,2.631578947368421,19.0,1.0769230769230769,26.0,SANCTIMONIOUS,SANCTIMONIOUS,2.95454545454545,1.38461538461538,3.95833333333333,1.88461538461538,2.34615384615385,s,1,7,1.6335,1.5911,-15.253894805526311,,,0.0,0.0,0.0,0.0,0.10379589891323196
924,TYPEWRITTEN,TYPEWRITTEN,58,24,89,5,0.8352272727272727,0.0531914893617021,0.7073170731707317,0.92,25.0,1.08,25.0,TYPEWRITTEN,TYPEWRITTEN,2.27272727272727,4.19230769230769,4.89285714285714,4.16,3.07142857142857,v,1,2,0.9542,0.9031,-14.830201284508869,0.965081,3.044522,,,,,0.04383581060427812
925,SOLIDARITY,SOLIDARITY,58,24,75,17,0.764367816091954,0.1847826086956521,0.7073170731707317,2.2,20.0,1.148148148148148,27.0,SOLIDARITY,SOLIDARITY,2.65,1.88,4.77777777777778,1.83333333333333,3.75,n,1,1,1.6128,1.5051,-11.561158494014506,2.268684,3.044522,0.0,0.0,0.0,0.0,0.09666828819315333
926,BOOSTER,BOOSTER,58,24,78,14,0.7816091954022989,0.1521739130434782,0.7073170731707317,1.8571428571428568,21.0,1.9666666666666663,30.0,BOOSTER,BOOSTER,3.39130434782609,2.95833333333333,4.44444444444444,2.33333333333333,3.7037037037037,n,6,27,2.1335,1.9191,-13.45021137217824,1.884541,2.833213,3.0,5.0,1.3862943611198906,1.791759469228055,0.07439388405859589
927,HUMP,HUMP,58,24,77,9,0.8035714285714286,0.1046511627906976,0.7073170731707317,3.1818181818181817,22.0,2.392857142857143,28.0,HUMP,HUMP,3.31818181818182,3.76923076923077,4.66666666666667,4.16,3.03846153846154,n,3,41,2.3541,2.2122,-13.604080296851324,2.10515,3.367296,14.0,17.0,2.70805020110221,2.8903717578961645,0.1356173739207682
928,EYEBALL,EYEBALL,58,24,87,4,0.838150289017341,0.0439560439560439,0.7073170731707317,0.7142857142857143,21.0,1.5862068965517242,29.0,EYEBALL,EYEBALL,3.08695652173913,4.72,4.96,4.88888888888889,2.96296296296296,n,2,4,1.9777,1.9085,-13.791196327679408,0.949081,2.484907,1.0,4.0,0.6931471805599453,1.6094379124341005,0.1308397277507729
929,NONFAT,NONFAT,58,24,85,2,0.8461538461538461,0.0229885057471264,0.7073170731707317,1.5217391304347827,23.0,1.2592592592592593,27.0,NONFAT,NONFAT,1.77272727272727,3.23076923076923,4.70833333333333,2.15384615384615,3.30769230769231,a,1,3,1.415,1.3222,-14.78597639474164,,,0.0,0.0,0.0,0.0,0.04169560323201938
930,BERTHING,BERTHING,58,24,90,3,0.8457142857142858,0.032258064516129,0.7073170731707317,1.0909090909090908,11.0,1.0625,16.0,BERTHING,BERTHING,2.35,2.76,2.58620689655172,2.07407407407407,3.13793103448276,v,3,7,0.6021,0.6021,-15.660205558843604,,,,,,,0.0493052998882971
931,OBSOLETE,OBSOLETE,58,24,86,6,0.8275862068965517,0.0652173913043478,0.7073170731707317,2.652173913043478,23.0,1.1111111111111112,27.0,OBSOLETE,OBSOLETE,2.38888888888889,2.0,4.82142857142857,1.91304347826087,2.0,s,1,2,1.9956,1.9138,-12.55507270453074,2.70805,3.218876,0.0,0.0,0.0,0.0,0.10606109977848847
932,HINGES,HINGES,41,17,61,4,0.8292682926829268,0.0615384615384615,0.7068965517241379,1.5,22.0,1.9,30.0,HINGES,HINGES,2.45833333333333,4.56,4.57692307692308,4.40740740740741,3.18518518518519,n,3,4,1.9085,1.8808,-12.809528361883764,2.679879,3.713572,1.0,0.0,0.6931471805599453,0.0,0.0956594959009459
933,VENTURE,VENTURE,53,22,64,23,0.7222222222222222,0.264367816091954,0.7066666666666667,2.7142857142857144,21.0,1.8846153846153848,26.0,VENTURE,VENTURE,3.65,2.24,4.62962962962963,1.91666666666667,3.85714285714286,n,6,15,2.3838,2.3032,-11.21335076660314,3.036554,4.343805,2.0,4.0,1.0986122886681098,1.6094379124341005,0.08833139453113815
934,MEADOWLARK,MEADOWLARK,53,22,80,0,0.8580645161290322,0.0,0.7066666666666667,0.3333333333333333,24.0,1.1428571428571428,21.0,MEADOWLARK,MEADOWLARK,2.81818181818182,4.23076923076923,3.25,2.81481481481481,3.55172413793103,n,1,2,1.1461,0.9031,-16.403921156015905,,,,,,,0.048814476695323454
935,KITCHEN,KITCHEN,53,22,74,8,0.8089171974522293,0.0975609756097561,0.7066666666666667,0.3928571428571428,28.0,1.2222222222222223,27.0,KITCHEN,KITCHEN,2.54166666666667,4.68,5.0,4.85714285714286,3.67857142857143,n,1,1,3.4735,3.2591,-9.813316767072877,3.409496,6.827629,1.0,2.0,0.6931471805599453,1.0986122886681098,0.1087889037980969
936,LOUISIANA,LOUISIANA,53,22,76,4,0.832258064516129,0.05,0.7066666666666667,0.1666666666666666,24.0,1.1111111111111112,27.0,LOUISIANA,LOUISIANA,2.92,4.36,4.82142857142857,4.23076923076923,3.32142857142857,n,1,3,2.356,2.0607,-11.746903421069176,2.525729,4.955827,0.0,0.0,0.0,0.0,0.11581939546690316
937,HOTELS,HOTELS,65,27,93,8,0.8186528497409327,0.0792079207920792,0.7065217391304348,1.8888888888888888,27.0,1.1785714285714286,28.0,HOTELS,HOTELS,2.90909090909091,4.69230769230769,4.86206896551724,4.81481481481481,3.75862068965517,n,1,1,2.4116,2.3201,-11.730386784453833,2.590267,4.382027,2.0,2.0,1.0986122886681098,1.0986122886681098,0.04082253404485869
938,RIDICULOUSLY,RIDICULOUSLY,48,20,70,6,0.8194444444444444,0.0789473684210526,0.7058823529411765,2.037037037037037,27.0,1.0714285714285714,28.0,RIDICULOUSLY,RIDICULOUSLY,3.78260869565217,1.51851851851852,4.76923076923077,1.69565217391304,2.5,r,1,4,1.6721,1.6232,-13.606100446781994,2.187922,2.397895,0.0,0.0,0.0,0.0,0.14691839264333492
939,PAWNEE,PAWNEE,48,20,77,1,0.8561643835616438,0.0128205128205128,0.7058823529411765,0.4117647058823529,17.0,1.2222222222222223,18.0,PAWNEE,PAWNEE,3.04545454545455,3.62962962962963,2.57692307692308,2.375,3.10714285714286,n,2,2,1.6232,0.9031,-15.164651889093326,,,1.0,7.0,0.6931471805599453,2.079441541679836,0.04483203410224895
940,UNPARALLELED,UNPARALLELED,60,25,77,13,0.7828571428571428,0.1444444444444444,0.7058823529411765,2.263157894736842,19.0,1.3333333333333333,27.0,UNPARALLELED,UNPARALLELED,3.52631578947368,1.66666666666667,4.66666666666667,1.66666666666667,3.78571428571429,s,1,5,1.4771,1.4771,-13.52317257797514,2.435074,2.944439,0.0,0.0,0.0,0.0,0.08805281253773561
941,PERKY,PERKY,48,20,66,11,0.7862068965517242,0.1428571428571428,0.7058823529411765,3.1379310344827585,29.0,1.4814814814814814,27.0,PERKY,PERKY,4.25,2.16,4.7,3.07142857142857,4.28571428571429,s,1,3,1.9345,1.8261,-14.469739085055108,,,6.0,9.0,1.9459101490553128,2.302585092994046,0.10755305284097548
942,WET,WET,48,20,76,2,0.8493150684931506,0.0256410256410256,0.7058823529411765,2.739130434782609,23.0,1.8888888888888888,27.0,WET,WET,3.66666666666667,4.07142857142857,4.96428571428571,4.1304347826087,2.89285714285714,n,9,31,3.3012,3.148,-10.32439644837991,3.538541,6.530878,20.0,32.0,3.044522437723423,3.49650756146648,0.13332887835593785
943,AMPUTATE,AMPUTATE,60,25,76,12,0.7861271676300579,0.1363636363636363,0.7058823529411765,1.6923076923076923,26.0,1.08,25.0,AMPUTATE,AMPUTATE,4.09090909090909,3.96153846153846,4.85714285714286,4.04,1.21428571428571,v,1,2,1.6532,1.6128,-15.77658459015574,,,1.0,0.0,0.6931471805599453,0.0,0.08896247054046677
944,MACH,MACH,67,28,96,7,0.8232323232323232,0.0679611650485436,0.7052631578947368,0.2,15.0,1.238095238095238,21.0,MACH,MACH,3.42857142857143,2.53846153846154,3.33333333333333,1.65384615384615,3.03846153846154,n,1,2,1.9823,1.415,-12.986419541451683,,,12.0,29.0,2.5649493574615367,3.4011973816621555,0.0720593019243379
945,VORTEX,VORTEX,55,23,84,7,0.8224852071005917,0.0769230769230769,0.7051282051282052,1.827586206896552,29.0,1.4444444444444444,27.0,VORTEX,VORTEX,3.79166666666667,3.2,4.06666666666667,3.46428571428571,2.67857142857143,n,2,7,1.8865,1.6902,-12.5143761931834,,,1.0,1.0,0.6931471805599453,0.6931471805599453,0.10612550399832067
946,DENNIS,DENNIS,55,23,78,7,0.8159509202453987,0.0823529411764705,0.7051282051282052,0.0434782608695652,23.0,1.0434782608695652,23.0,DENNIS,DENNIS,2.27777777777778,3.42857142857143,4.14285714285714,2.8695652173913,3.07142857142857,,0,0,2.932,2.3118,-11.847298029630071,1.427116,3.178054,1.0,1.0,0.6931471805599453,0.6931471805599453,0.11525586813449686
947,MUDDY,MUDDY,55,23,75,9,0.8024691358024691,0.1071428571428571,0.7051282051282052,3.090909090909091,22.0,1.821428571428572,28.0,MUDDY,MUDDY,2.59090909090909,3.42307692307692,4.82608695652174,4.46153846153846,2.0,v,7,27,2.1875,2.0334,-12.35351679237243,2.997813,4.890349,2.0,9.0,1.0986122886681098,2.302585092994046,0.14618341929391163
948,INSTIGATOR,INSTIGATOR,55,23,76,11,0.793939393939394,0.1264367816091954,0.7051282051282052,2.037037037037037,27.0,1.0357142857142858,28.0,INSTIGATOR,INSTIGATOR,3.91304347826087,2.61538461538462,4.69230769230769,2.91666666666667,1.92857142857143,n,2,7,1.0792,1.0414,-14.73073164428124,,,,,,,0.08879388507170927
949,CUBICLES,CUBICLES,55,23,78,8,0.8109756097560976,0.0930232558139534,0.7051282051282052,1.1153846153846154,26.0,1.28,25.0,CUBICLES,CUBICLES,1.36363636363636,4.42307692307692,4.81481481481481,4.76,2.39285714285714,n,3,10,1.1761,1.1139,-14.544814326037034,,,,,,,0.08556319182967795
950,SWAGGERING,SWAGGERING,62,26,88,7,0.819672131147541,0.0736842105263157,0.7045454545454546,2.210526315789474,19.0,1.36,25.0,SWAGGERING,SWAGGERING,3.25,2.44,4.03703703703704,2.79166666666667,2.55555555555556,v,5,24,1.1461,1.0792,-15.02058686960004,,,,,,,0.09786220834984698
951,RETIRED,RETIRED,62,26,73,22,0.7377049180327869,0.231578947368421,0.7045454545454546,1.4166666666666667,24.0,1.8148148148148149,27.0,RETIRED,RETIRED,2.0,2.40740740740741,4.96296296296296,2.73913043478261,3.60714285714286,v,12,34,2.7896,2.6749,-11.241954856241376,3.305054,4.770685,2.0,2.0,1.0986122886681098,1.0986122886681098,0.07050362761533084
952,BUSINESSMEN,BUSINESSMEN,62,26,81,9,0.8033707865168539,0.1,0.7045454545454546,1.1111111111111112,27.0,1.037037037037037,27.0,BUSINESSMEN,BUSINESSMEN,2.56521739130435,3.88888888888889,4.80769230769231,4.5,2.88888888888889,n,2,4,2.1038,2.0043,-12.656510130982891,3.188417,4.787492,1.0,1.0,0.6931471805599453,0.6931471805599453,0.10287130573158623
953,INK,INK,50,21,71,9,0.8013245033112583,0.1125,0.704225352112676,1.625,24.0,2.259259259259259,27.0,INK,INK,2.08,4.84,5.0,4.65384615384615,3.25,n,5,5,2.5832,2.4425,-11.743187797320912,2.825833,5.003946,13.0,14.0,2.6390573296152584,2.70805020110221,0.07088739030943393
954,COMEDIAN,COMEDIAN,50,21,81,6,0.8291139240506329,0.0689655172413793,0.704225352112676,1.65,20.0,1.148148148148148,27.0,COMEDIAN,COMEDIAN,3.9,3.92,5.0,3.91666666666667,4.42857142857143,n,2,3,2.3222,2.1303,-13.551091695201109,1.79868,1.94591,1.0,2.0,0.6931471805599453,1.0986122886681098,0.07280647918887793
955,DORIS,DORIS,50,21,76,4,0.8344370860927153,0.05,0.704225352112676,0.1052631578947368,19.0,1.181818181818182,22.0,DORIS,DORIS,2.5,3.56,3.66666666666667,2.85185185185185,3.0,n,2,2,2.6571,2.1139,-12.7218439360278,1.712295,2.833213,2.0,0.0,1.0986122886681098,0.0,0.09950738389328088
956,PINCHED,PINCHED,50,21,64,11,0.7808219178082192,0.1466666666666666,0.704225352112676,1.434782608695652,23.0,1.8148148148148149,27.0,PINCHED,PINCHED,3.88235294117647,3.42857142857143,4.92857142857143,3.68181818181818,1.92857142857143,v,9,42,2.143,2.0492,-12.739147633990862,2.881069,3.526361,3.0,5.0,1.3862943611198906,1.791759469228055,0.11850794126258107
957,KAREN,KAREN,57,24,85,4,0.8352941176470589,0.0449438202247191,0.7037037037037037,0.0,25.0,1.1111111111111112,27.0,KAREN,KAREN,2.375,4.08,4.33333333333333,2.75,3.2962962962963,n,1,2,3.1455,2.4133,-11.536295728126625,1.011601,4.025352,0.0,8.0,0.0,2.19722457733622,0.11812239238181416
958,FIFTEEN,FIFTEEN,57,24,88,2,0.847953216374269,0.0222222222222222,0.7037037037037037,0.1034482758620689,29.0,1.0,27.0,FIFTEEN,FIFTEEN,2.54166666666667,3.95833333333333,5.0,3.14285714285714,3.11111111111111,n,2,6,2.9523,2.7917,-10.494844764646269,3.604138,6.269096,0.0,2.0,0.0,1.0986122886681098,0.1418210711365958
959,BEAD,BEAD,57,24,84,5,0.8294117647058824,0.0561797752808988,0.7037037037037037,1.6296296296296295,27.0,2.103448275862069,29.0,BEAD,BEAD,2.36363636363636,4.42307692307692,4.58620689655172,4.33333333333333,3.37931034482759,n,6,11,1.7634,1.6902,-12.625686704924927,2.371022,3.332205,19.0,45.0,2.995732273553991,3.828641396489095,0.0862081134604959
960,CUPBOARDS,CUPBOARDS,57,24,78,11,0.7941176470588235,0.1235955056179775,0.7037037037037037,1.2962962962962965,27.0,1.0714285714285714,28.0,CUPBOARDS,CUPBOARDS,2.1304347826087,4.62962962962963,4.88461538461539,4.75,3.39285714285714,n,1,2,1.3979,1.3424,-13.597237786419308,2.201844,2.772589,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0952957107810916
961,UNTO,UNTO,57,24,82,4,0.8323353293413174,0.0465116279069767,0.7037037037037037,1.1666666666666667,18.0,1.0952380952380951,21.0,UNTO,UNTO,2.26315789473684,1.68,3.77777777777778,1.16666666666667,2.85714285714286,,0,0,2.5911,2.4014,-10.770513644229428,,,3.0,3.0,1.3862943611198906,1.3862943611198906,0.08699844569789615
962,UNBELIEVABLE,UNBELIEVABLE,57,24,67,23,0.7251461988304093,0.2555555555555555,0.7037037037037037,3.083333333333333,24.0,1.1111111111111112,27.0,UNBELIEVABLE,UNBELIEVABLE,3.38888888888889,1.67857142857143,4.92857142857143,1.8695652173913,3.23076923076923,a,2,6,3.1764,3.0418,-12.811227519898331,2.997813,3.806662,1.0,1.0,0.6931471805599453,0.6931471805599453,0.1428867808350753
963,JOYOUS,JOYOUS,57,24,82,8,0.8128654970760234,0.0888888888888888,0.7037037037037037,4.333333333333333,24.0,1.3461538461538465,26.0,JOYOUS,JOYOUS,4.45454545454545,1.61538461538462,4.875,2.92307692307692,4.88461538461539,a,1,1,1.8451,1.7993,-13.036585857455286,2.456736,2.890372,0.0,1.0,0.0,0.6931471805599453,0.13630083488908734
964,EVILS,EVILS,64,27,84,11,0.7956989247311828,0.1157894736842105,0.7032967032967034,3.0,27.0,1.6896551724137931,29.0,EVILS,EVILS,4.18181818181818,1.84615384615385,4.68965517241379,2.18518518518519,1.41379310344828,n,3,7,1.8633,1.7782,-12.551609284500731,2.691243,3.988984,2.0,3.0,1.0986122886681098,1.3862943611198906,0.13675176748033616
965,UNDOMESTICATED,UNDOMESTICATED,64,27,97,5,0.8341968911917098,0.0490196078431372,0.7032967032967034,1.8636363636363635,22.0,1.2,30.0,UNDOMESTICATED,UNDOMESTICATED,3.5,2.4,4.40740740740741,2.44444444444444,2.22222222222222,s,2,2,0.6021,0.6021,-16.973791469266068,,,,,,,0.06194954002348865
966,BEDSIDE,BEDSIDE,45,19,60,11,0.7777777777777778,0.1549295774647887,0.703125,0.7727272727272727,22.0,1.44,25.0,BEDSIDE,BEDSIDE,2.22727272727273,3.88461538461538,4.70833333333333,3.84615384615385,3.69230769230769,n,1,1,1.9956,1.9868,-12.26702911285646,2.80336,3.828641,1.0,0.0,0.6931471805599453,0.0,0.10485163364441694
967,JADE,JADE,52,22,74,9,0.802547770700637,0.108433734939759,0.7027027027027027,1.206896551724138,29.0,1.8888888888888888,27.0,JADE,JADE,3.375,4.44,4.53333333333333,3.85714285714286,3.53571428571429,n,7,35,2.415,1.8451,-12.493631152443426,2.020443,3.218876,10.0,23.0,2.3978952727983707,3.1780538303479458,0.101579715607168
968,INSURRECTION,INSURRECTION,59,25,81,11,0.7954545454545454,0.1195652173913043,0.7023809523809523,2.4074074074074074,27.0,1.125,24.0,INSURRECTION,INSURRECTION,3.58333333333333,2.24,3.73333333333333,2.03571428571429,2.17857142857143,n,1,5,1.301,1.2553,-13.220715960827194,1.927892,2.70805,0.0,0.0,0.0,0.0,0.09194658742547286
969,REMODELING,REMODELING,59,25,76,15,0.7714285714285715,0.1648351648351648,0.7023809523809523,2.4074074074074074,27.0,1.3448275862068966,29.0,REMODELING,REMODELING,2.90909090909091,3.03846153846154,4.5,3.62962962962963,3.68965517241379,v,2,6,1.5185,1.4771,-12.893982271230287,,,0.0,0.0,0.0,0.0,0.07741602777492196
970,WEDGIES,WEDGIES,47,20,75,3,0.8413793103448276,0.0384615384615384,0.7014925373134329,0.5217391304347826,23.0,1.3333333333333333,27.0,WEDGIES,WEDGIES,3.61111111111111,3.74074074074074,4.71428571428571,4.27272727272727,1.96296296296296,n,1,1,1.2304,1.0792,-17.844282665923956,,,,,,,0.06233602755964091
971,EONS,EONS,47,20,75,1,0.8531468531468531,0.0131578947368421,0.7014925373134329,1.9285714285714288,28.0,1.16,25.0,EONS,EONS,3.08333333333333,2.64,4.03333333333333,1.96428571428571,3.03571428571429,n,3,6,1.6532,1.5911,-14.526093596099525,,,3.0,0.0,1.3862943611198906,0.0,0.11662030487147615
972,FEMINIST,FEMINIST,54,23,77,8,0.808641975308642,0.0941176470588235,0.7012987012987013,1.0,27.0,1.3448275862068966,29.0,FEMINIST,FEMINIST,3.13636363636364,2.84,4.82758620689655,2.88888888888889,3.27586206896552,n,2,5,1.9731,1.8751,-10.858795862342667,1.287854,2.995732,2.0,1.0,1.0986122886681098,0.6931471805599453,0.09611156612551508
973,DONALD,DONALD,54,23,81,2,0.84375,0.0240963855421686,0.7012987012987013,0.0869565217391304,23.0,1.0740740740740742,27.0,DONALD,DONALD,2.13636363636364,4.04,4.21428571428571,3.22222222222222,3.06896551724138,,0,0,2.9415,2.3802,-11.426892881909971,2.290006,3.555348,1.0,2.0,0.6931471805599453,1.0986122886681098,0.11304963017020046
974,ELK,ELK,54,23,82,2,0.84472049689441,0.0238095238095238,0.7012987012987013,0.4642857142857143,28.0,1.3076923076923077,26.0,ELK,ELK,3.125,4.84,4.7,4.78571428571429,3.59259259259259,n,3,13,2.4871,1.7924,-12.958447767898464,1.998096,3.496508,5.0,6.0,1.791759469228055,1.9459101490553128,0.10256710891667832
975,CHRONOMETER,CHRONOMETER,54,23,87,0,0.8597560975609756,0.0,0.7012987012987013,1.3571428571428572,14.0,1.05,20.0,CHRONOMETER,CHRONOMETER,2.65217391304348,4.51851851851852,3.11538461538462,3.58333333333333,3.14285714285714,n,1,1,1.0792,0.8451,-15.252446741639227,,,,,,,0.04861905675703925
976,TURNIP,TURNIP,56,24,84,9,0.8092485549132948,0.0967741935483871,0.7,0.1904761904761904,21.0,1.0666666666666669,30.0,TURNIP,TURNIP,1.70833333333333,4.92,4.62962962962963,4.51851851851852,3.22222222222222,n,2,4,1.9494,1.6628,-14.128709588594708,1.617737,2.890372,1.0,2.0,0.6931471805599453,1.0986122886681098,0.10103420566375147
977,MASS,MASS,49,21,74,5,0.825503355704698,0.0632911392405063,0.7,3.347826086956522,23.0,2.4285714285714284,28.0,MASS,MASS,2.41666666666667,3.6,4.88888888888889,2.84615384615385,3.35714285714286,n,11,47,2.945,2.7931,-9.239974154294858,3.48124,6.821107,21.0,42.0,3.091042453358316,3.7612001156935615,0.13334992334661466
978,PADRE,PADRE,63,27,93,6,0.8253968253968254,0.0606060606060606,0.7,2.5,22.0,1.5769230769230769,26.0,PADRE,PADRE,2.375,3.92,4.28571428571429,3.38461538461538,3.78571428571429,n,2,6,2.3345,2.0294,-13.659764844034864,1.522427,2.197225,1.0,0.0,0.6931471805599453,0.0,0.06454762417233485
979,GOB,GOB,56,24,84,7,0.8187134502923976,0.0769230769230769,0.7,2.2,20.0,1.5,18.0,GOB,GOB,2.18181818181818,2.76923076923077,3.24137931034483,2.18518518518519,2.62068965517241,n,3,16,2.7551,1.8573,-14.678243859575236,,,13.0,16.0,2.6390573296152584,2.833213344056216,0.11046614927431786
980,THOUGH,THOUGH,49,21,77,2,0.8456375838926175,0.0253164556962025,0.7,1.6521739130434785,23.0,1.25,28.0,THOUGH,THOUGH,1.88,1.56,4.77777777777778,1.2,2.92857142857143,r,1,1,3.9675,3.6647,-8.113075371078432,,,4.0,38.0,1.6094379124341005,3.6635616461296463,0.17731216090115268
981,FORTHCOMING,FORTHCOMING,63,27,84,13,0.786096256684492,0.134020618556701,0.7,2.7241379310344827,29.0,1.1851851851851851,27.0,FORTHCOMING,FORTHCOMING,3.0,1.88,4.56666666666667,1.53571428571429,3.5,s,3,8,1.8513,1.8513,-11.825693423555904,2.699682,3.258097,0.0,0.0,0.0,0.0,0.024571233100217357
982,DELAWARE,DELAWARE,56,24,83,5,0.8273809523809523,0.0568181818181818,0.7,0.0,25.0,1.3076923076923077,26.0,DELAWARE,DELAWARE,2.18181818181818,4.80769230769231,4.85714285714286,3.8,3.35714285714286,n,5,9,1.9777,1.7924,-12.438563384843642,2.51904,4.51086,0.0,0.0,0.0,0.0,0.10921929346641507
983,BUTCHERED,BUTCHERED,56,24,73,11,0.7865853658536586,0.1309523809523809,0.7,2.3181818181818183,22.0,1.8666666666666667,30.0,BUTCHERED,BUTCHERED,4.39130434782609,3.0,4.59259259259259,3.46153846153846,1.48148148148148,v,1,2,1.8976,1.8751,-14.274818045245873,,,0.0,2.0,0.0,1.0986122886681098,0.09994732241450474
984,ADORABLE,ADORABLE,49,21,67,7,0.8055555555555556,0.0945945945945946,0.7,4.2727272727272725,22.0,1.3928571428571428,28.0,ADORABLE,ADORABLE,3.68181818181818,1.80769230769231,4.91304347826087,3.23076923076923,4.73076923076923,s,1,3,2.7308,2.6405,-13.25369501072834,2.10515,2.397895,0.0,0.0,0.0,0.0,0.09816085807060602
985,KINGSTON,KINGSTON,49,21,78,4,0.8355263157894737,0.048780487804878,0.7,0.3888888888888889,18.0,1.36,25.0,KINGSTON,KINGSTON,2.8,3.64,3.7037037037037,2.83333333333333,3.21428571428571,n,3,5,2.0969,1.415,-12.697621796499572,,,0.0,0.0,0.0,0.0,0.08281499229919163
986,SWORDFISH,SWORDFISH,49,21,76,5,0.8278145695364238,0.0617283950617283,0.7,0.3181818181818182,22.0,1.2666666666666666,30.0,SWORDFISH,SWORDFISH,3.625,4.8,4.65384615384615,4.66666666666667,3.44444444444444,n,2,3,1.7243,1.3979,-14.40894583860641,,,0.0,0.0,0.0,0.0,0.08240039253148632
987,ASCENDING,ASCENDING,56,24,70,21,0.7368421052631579,0.2307692307692307,0.7,3.375,24.0,1.4642857142857142,28.0,ASCENDING,ASCENDING,3.43478260869565,2.68,4.78571428571429,2.84615384615385,3.46428571428571,n,10,20,1.5563,1.5051,-12.214254807776731,2.302585,2.944439,0.0,3.0,0.0,1.3862943611198906,0.08169685676332109
988,MILLER,MILLER,58,25,78,10,0.7953216374269005,0.1136363636363636,0.6987951807228916,0.2916666666666667,24.0,1.6071428571428572,28.0,MILLER,MILLER,2.18181818181818,3.92,3.93103448275862,2.11111111111111,3.10344827586207,n,6,13,3.0667,2.5353,-10.57706970637381,2.215574,4.65396,6.0,16.0,1.9459101490553128,2.833213344056216,0.12400539132808058
989,HECK,HECK,58,25,88,5,0.8295454545454546,0.053763440860215,0.6987951807228916,1.1304347826086956,23.0,1.2307692307692308,26.0,HECK,HECK,3.16666666666667,1.39285714285714,4.85714285714286,1.39130434782609,2.57142857142857,,0,0,2.9666,2.7839,-12.722352837198612,2.331335,2.995732,10.0,26.0,2.3978952727983707,3.295836866004329,0.15848029907492409
990,PUNKS,PUNKS,58,25,85,6,0.8218390804597702,0.0659340659340659,0.6987951807228916,2.4074074074074074,27.0,1.8928571428571428,28.0,PUNKS,PUNKS,3.91304347826087,2.96153846153846,4.53846153846154,3.625,2.14285714285714,n,6,19,2.3263,2.2014,-14.654422875008184,,,3.0,4.0,1.3862943611198906,1.6094379124341005,0.09883078425883027
991,HOTSHOT,HOTSHOT,51,22,75,12,0.7875,0.1379310344827586,0.6986301369863014,2.4347826086956523,23.0,1.4482758620689655,29.0,HOTSHOT,HOTSHOT,3.875,2.4,4.55555555555556,3.14814814814815,3.51851851851852,n,1,15,2.2553,2.1761,-15.2998571583883,,,1.0,1.0,0.6931471805599453,0.6931471805599453,0.07066177353385289
992,MARKETING,MARKETING,53,23,75,12,0.7852760736196319,0.1379310344827586,0.6973684210526315,2.25,24.0,1.6428571428571428,28.0,MARKETING,MARKETING,2.76,2.64,4.89285714285714,2.16,2.85714285714286,n,7,11,2.3874,2.1959,-10.038043253916548,2.06897,4.795791,0.0,0.0,0.0,0.0,0.06899916820323652
993,BOOTS,BOOTS,53,23,71,18,0.7515151515151515,0.2022471910112359,0.6973684210526315,1.807692307692308,26.0,2.0,29.0,BOOTS,BOOTS,2.63636363636364,4.73076923076923,4.93103448275862,4.81481481481481,3.41379310344828,n,9,22,2.9903,2.7774,-11.033114610248834,3.157,5.655992,13.0,22.0,2.6390573296152584,3.1354942159291497,0.09558951067666141
994,VERONICA,VERONICA,46,20,67,6,0.8129496402877698,0.0821917808219178,0.696969696969697,0.04,25.0,1.08,25.0,VERONICA,VERONICA,2.5,4.11538461538461,4.13793103448276,2.7037037037037,3.31034482758621,n,1,2,2.7694,2.0212,-12.72907945508229,,,0.0,0.0,0.0,0.0,0.08971325885640419
995,BENCHED,BENCHED,69,30,85,16,0.77,0.1584158415841584,0.696969696969697,1.4444444444444444,27.0,1.4642857142857142,28.0,BENCHED,BENCHED,2.34782608695652,2.7037037037037,4.5,3.29166666666667,1.85714285714286,v,2,2,1.3424,1.2553,-16.350456282728043,,,2.0,3.0,1.0986122886681098,1.3862943611198906,0.04730190607149581
996,CLOUD,CLOUD,62,27,90,10,0.8042328042328042,0.1,0.6966292134831461,1.1111111111111112,27.0,2.2857142857142856,28.0,CLOUD,CLOUD,2.08695652173913,4.33333333333333,4.92307692307692,4.875,3.39285714285714,n,14,29,2.7782,2.5899,-10.480481465958173,2.985261,5.796058,6.0,12.0,1.9459101490553128,2.5649493574615367,0.1025596960190807
997,CRAFTY,CRAFTY,55,24,76,11,0.7891566265060241,0.1264367816091954,0.6962025316455697,3.0,27.0,1.896551724137931,29.0,CRAFTY,CRAFTY,3.5,2.11538461538462,4.68965517241379,2.46153846153846,3.67857142857143,s,1,11,1.7324,1.6721,-13.850331026372324,2.656757,3.332205,3.0,4.0,1.3862943611198906,1.6094379124341005,0.12305138138749139
