,word_upper,word_lower,syntactic_category,semantic_category,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),Google n-gram frequency,Google n-gram frequency no article,Arousal,Concreteness,Familiarity,Imageability,Valence,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),experiment_date,input_trial,article,word_no_article_upper,word_no_article_lower,multi_word,false.alarm.rate,hit.rate
73,A CHINCHILLA,a chinchilla,NOUN,living things,0.8707865168539326,71,15,84,8,1.16,0.52,-17.71678048954033,-15.384927868509926,3.2608695652173902,4.66666666666667,4.40909090909091,4.58333333333333,3.5,25,0.8620689655172414,25,1.52,0.6578947368421053,mm_mar_2013,A CHINCHILLA,a,CHINCHILLA,chinchilla,1.0,0.08695652173913042,0.8255813953488372
74,A CHIPMUNK,a chipmunk,NOUN,living things,0.8324022346368715,60,25,89,5,1.14814814814815,0.42307692307692296,-16.683216672149126,-15.32287900526406,2.8636363636363598,4.730769230769231,4.88,4.8,4.071428571428569,27,0.8709677419354825,26,1.4230769230769231,0.7027027027027027,mm_mar_2013,A CHIPMUNK,a,CHIPMUNK,chipmunk,1.0,0.05319148936170213,0.7058823529411765
75,A CHISELER,a chiseler,NOUN,people,0.7532467532467533,45,30,71,8,1.45454545454545,1.22222222222222,-19.93033198237249,-18.35135800131879,3.0,3.3333333333333304,3.64285714285714,3.03448275862069,2.57692307692308,22,0.6875000000000022,18,2.22222222222222,0.4500000000000005,mm_mar_2013,A CHISELER,a,CHISELER,chiseler,1.0,0.10126582278481013,0.6
76,A CIGARMAKER,a cigarmaker,NOUN,people,0.8461538461538461,42,20,68,0,1.03846153846154,0.56,-21.10590532863009,-19.105129774237717,2.82608695652174,4.44444444444444,4.03571428571429,3.85714285714286,2.96,26,0.9629629629629616,25,1.56,0.641025641025641,mm_mar_2013,A CIGARMAKER,a,CIGARMAKER,cigarmaker,1.0,0.0,0.6774193548387096
77,A CITIZEN,a citizen,NOUN,people,0.8095238095238095,53,18,66,10,1.6,2.05,-12.887204417021055,-10.907359577184717,2.59090909090909,4.1,4.89655172413793,3.12,3.4285714285714306,25,0.625,20,3.05,0.3278688524590164,mm_mar_2013,A CITIZEN,a,CITIZEN,citizen,1.0,0.13157894736842105,0.7464788732394366
78,A CLANSMAN,a clansman,NOUN,people,0.9127906976744186,60,13,97,2,1.34615384615385,0.583333333333333,-18.213313821304254,-16.153242582168893,3.45454545454545,3.92307692307692,3.96296296296296,3.3703703703703702,2.07692307692308,26,0.7428571428571407,24,1.583333333333333,0.6315789473684211,mm_mar_2013,A CLANSMAN,a,CLANSMAN,clansman,1.0,0.020202020202020204,0.821917808219178
79,A COACHMAN,a coachman,NOUN,people,0.8435754189944135,64,19,87,9,1.12,1.3684210526315799,-16.343389544881724,-13.741599380835645,2.47619047619048,3.77777777777778,3.89285714285714,3.37931034482759,3.23076923076923,25,0.8928571428571428,19,2.36842105263158,0.422222222222222,mm_mar_2013,A COACHMAN,a,COACHMAN,coachman,1.0,0.09375,0.7710843373493976
80,A COBBLER,a cobbler,NOUN,people,0.7978142076502732,67,20,79,17,1.96,1.23076923076923,-16.049914328084093,-14.163527994606495,2.60869565217391,4.42307692307692,4.38461538461539,3.43333333333333,3.55555555555556,25,0.5102040816326531,26,2.23076923076923,0.4482758620689657,mm_mar_2013,A COBBLER,a,COBBLER,cobbler,1.0,0.17708333333333334,0.7701149425287356
81,A COCKTAIL,a cocktail,NOUN,drink,0.8109756097560976,59,18,74,13,1.7307692307692302,2.1153846153846203,-14.096099026321635,-12.512295428967832,3.43478260869565,4.26923076923077,4.846153846153849,4.63333333333333,4.071428571428569,26,0.5777777777777781,26,3.11538461538462,0.3209876543209872,mm_mar_2013,A COCKTAIL,a,COCKTAIL,cocktail,1.0,0.14942528735632185,0.7662337662337663
82,A COCONUT,a coconut,NOUN,food,0.8362573099415205,54,25,89,3,1.03703703703704,0.04,-15.34801352859414,-12.059526446475049,2.5652173913043503,4.730769230769231,4.92307692307692,4.9,4.0,27,0.9642857142857114,25,1.04,0.9615384615384616,mm_mar_2013,A COCONUT,a,COCONUT,coconut,1.0,0.03260869565217391,0.6835443037974683
83,A COLD FRONT,a cold front,NOUN,weather,0.7818181818181819,49,31,80,5,1.3,1.11538461538462,-16.394431587200252,-15.542611721246354,2.9047619047618998,3.10714285714286,4.41379310344828,2.3076923076923097,2.63333333333333,30,0.7692307692307692,26,2.1153846153846203,0.4727272727272716,mm_mar_2013,A COLD FRONT,a,COLD FRONT,cold front,1.0,0.05882352941176471,0.6125
84,A COLONEL,a colonel,NOUN,people,0.832258064516129,49,23,80,3,1.33333333333333,0.52,-14.619805485004768,-10.861360217887883,3.34782608695652,4.0,4.71428571428571,4.0,3.19230769230769,27,0.7500000000000019,25,1.52,0.6578947368421053,mm_mar_2013,A COLONEL,a,COLONEL,colonel,1.0,0.03614457831325301,0.6805555555555556
85,A COMIC BOOK,a comic book,NOUN,reading materials,0.7987421383647799,50,26,77,6,1.07407407407407,1.1304347826087,-15.562031767752945,-13.894880076003362,3.2,4.57692307692308,4.846153846153849,4.55555555555556,4.0,27,0.9310344827586242,23,2.1304347826087002,0.4693877551020399,mm_mar_2013,A COMIC BOOK,a,COMIC BOOK,comic book,1.0,0.07228915662650602,0.6578947368421053
86,A COMMISSIONER,a commissioner,NOUN,people,0.7720588235294118,41,23,64,8,1.4333333333333302,1.34615384615385,-15.325779263357346,-11.477115256924396,2.54545454545455,3.89655172413793,4.26666666666667,3.07692307692308,2.9,30,0.6976744186046527,26,2.3461538461538503,0.42622950819672056,mm_mar_2013,A COMMISSIONER,a,COMMISSIONER,commissioner,1.0,0.1111111111111111,0.640625
87,A COMMUTER,a commuter,NOUN,people,0.8287671232876712,44,23,77,2,1.16,1.52,-15.986236269539585,-13.939013572297196,2.52173913043478,4.08695652173913,4.61904761904762,3.5833333333333304,3.0,25,0.8620689655172414,25,2.52,0.3968253968253968,mm_mar_2013,A COMMUTER,a,COMMUTER,commuter,1.0,0.02531645569620253,0.6567164179104478
88,A CONDUCTOR,a conductor,NOUN,people,0.7114093959731543,53,19,53,24,1.9333333333333302,1.51851851851852,-14.2042083623388,-12.017674753002037,3.31818181818182,4.13793103448276,4.5333333333333306,4.07692307692308,3.37931034482759,30,0.5172413793103458,27,2.51851851851852,0.3970588235294115,mm_mar_2013,A CONDUCTOR,a,CONDUCTOR,conductor,1.0,0.3116883116883117,0.7361111111111112
89,A CONFECTIONER,a confectioner,NOUN,people,0.7880794701986755,46,25,73,7,1.16666666666667,1.3478260869565202,-17.2948082158631,-15.273405192524226,3.18181818181818,3.92592592592593,4.071428571428569,2.96428571428571,3.76,24,0.8571428571428547,23,2.34782608695652,0.4259259259259263,mm_mar_2013,A CONFECTIONER,a,CONFECTIONER,confectioner,1.0,0.0875,0.647887323943662
90,A CONGA,a conga,NOUN,musical instruments,0.7823529411764706,46,35,87,2,1.375,0.7826086956521741,-17.502583754366675,-15.717278681609555,4.0,3.7407407407407405,3.39285714285714,3.75,3.42307692307692,24,0.7272727272727273,23,1.7826086956521738,0.5609756097560976,mm_mar_2013,A CONGA,a,CONGA,conga,1.0,0.02247191011235955,0.5679012345679012
91,A CONSORT,a consort,NOUN,family relations,0.7195121951219512,48,30,70,16,1.37931034482759,2.36842105263158,-16.525027829207033,-13.395210896172744,3.2727272727272703,3.0,3.13333333333333,2.4,2.96666666666667,29,0.7249999999999979,19,3.36842105263158,0.2968749999999999,mm_mar_2013,A CONSORT,a,CONSORT,consort,1.0,0.18604651162790695,0.6153846153846154
92,A CONSTABLE,a constable,NOUN,people,0.8176470588235294,59,23,80,8,1.11538461538462,1.3529411764705903,-14.958463141324932,-12.218870981486981,2.8636363636363598,4.1,4.20689655172414,3.34615384615385,3.10714285714286,26,0.8965517241379273,17,2.35294117647059,0.4249999999999997,mm_mar_2013,A CONSTABLE,a,CONSTABLE,constable,1.0,0.09090909090909093,0.7195121951219512
93,A CONTESTANT,a contestant,NOUN,people,0.7718120805369127,50,24,65,10,1.15384615384615,2.0416666666666696,-16.250754906441855,-14.576693439081982,3.1304347826087002,4.16666666666667,4.77272727272727,3.0416666666666696,3.43333333333333,26,0.8666666666666696,24,3.0416666666666696,0.3287671232876709,mm_mar_2013,A CONTESTANT,a,CONTESTANT,contestant,1.0,0.13333333333333333,0.6756756756756757
94,A CONTINENT,a continent,NOUN,earth formation,0.7371428571428571,47,36,82,10,1.1,0.565217391304348,-14.36161054796726,-11.396854334997851,2.42857142857143,4.08695652173913,4.79310344827586,4.0,3.39285714285714,30,0.9090909090909092,23,1.565217391304348,0.6388888888888887,mm_mar_2013,A CONTINENT,a,CONTINENT,continent,1.0,0.10869565217391304,0.5662650602409639
95,A CONVENT,a convent,NOUN,human dwelling,0.7796610169491526,65,21,73,18,1.25925925925926,1.23809523809524,-14.488876785610788,-12.60609492786458,1.7916666666666698,4.03846153846154,4.19230769230769,3.15384615384615,3.0689655172413794,27,0.7941176470588229,21,2.2380952380952404,0.4468085106382975,mm_mar_2013,A CONVENT,a,CONVENT,convent,1.0,0.1978021978021978,0.7558139534883721
96,A COOKIE,a cookie,NOUN,food,0.8012422360248447,52,24,77,8,2.0,2.05263157894737,-14.232782889735628,-12.305004041603036,3.08695652173913,4.7,4.96551724137931,4.769230769230769,4.57142857142857,25,0.5,19,3.05263157894737,0.32758620689655155,mm_mar_2013,A COOKIE,a,COOKIE,cookie,1.0,0.09411764705882353,0.6842105263157895
97,A COOKIE CUTTER,a cookie cutter,NOUN,household item,0.85,66,13,70,11,1.85185185185185,0.52,-17.228096619017855,-15.707742596914208,2.17391304347826,4.481481481481481,4.89285714285714,4.82142857142857,3.5384615384615397,27,0.5400000000000005,25,1.52,0.6578947368421053,mm_mar_2013,A COOKIE CUTTER,a,COOKIE CUTTER,cookie cutter,1.0,0.13580246913580246,0.8354430379746836
98,A COTTAGE,a cottage,NOUN,human dwelling,0.7659574468085106,43,25,65,8,1.22222222222222,2.08695652173913,-14.092025787986408,-11.461872870856107,2.4,4.653846153846151,4.730769230769231,4.59259259259259,4.13333333333333,27,0.8181818181818196,23,3.08695652173913,0.32394366197183105,mm_mar_2013,A COTTAGE,a,COTTAGE,cottage,1.0,0.1095890410958904,0.6323529411764706
99,A COUCH,a couch,NOUN,furniture,0.8098159509202454,64,14,68,17,1.32,1.7,-14.04422793857184,-11.178726215446778,1.72727272727273,4.9,4.93103448275862,4.769230769230769,3.71428571428571,25,0.7575757575757576,20,2.7,0.3703703703703704,mm_mar_2013,A COUCH,a,COUCH,couch,1.0,0.2,0.8205128205128205
100,A COURTIER,a courtier,NOUN,people,0.7703703703703704,39,25,65,6,1.04,2.06666666666667,-15.520155931509226,-13.91429007159793,2.84,3.76923076923077,3.11538461538462,2.7407407407407405,3.3333333333333304,25,0.9615384615384616,15,3.06666666666667,0.3260869565217388,mm_mar_2013,A COURTIER,a,COURTIER,courtier,1.0,0.08450704225352113,0.609375
101,A COWARD,a coward,NOUN,people,0.7111111111111111,39,26,57,13,1.16666666666667,2.81481481481481,-13.393282617410518,-12.560719414343009,2.40909090909091,2.27586206896552,4.6,2.69230769230769,1.8,30,0.8571428571428547,27,3.81481481481481,0.2621359223300974,mm_mar_2013,A COWARD,a,COWARD,coward,1.0,0.18571428571428567,0.6
102,A CRANBERRY,a cranberry,NOUN,food,0.8717948717948718,57,19,79,1,1.11111111111111,0.08,-17.321715694711827,-13.740827867981244,2.7727272727272703,4.888888888888889,4.71428571428571,4.53571428571429,3.80769230769231,27,0.9000000000000009,25,1.08,0.9259259259259258,mm_mar_2013,A CRANBERRY,a,CRANBERRY,cranberry,1.0,0.0125,0.75
103,A CRATER,a crater,NOUN,earth formation,0.7388888888888889,45,39,88,8,1.46153846153846,1.5,-15.430659531566933,-12.844191282505985,3.14285714285714,4.37037037037037,4.55555555555556,4.21428571428571,2.73076923076923,26,0.6842105263157903,26,2.5,0.4,mm_mar_2013,A CRATER,a,CRATER,crater,1.0,0.08333333333333333,0.5357142857142857
104,A CREEK,a creek,NOUN,earth formation,0.7660818713450293,48,33,83,7,1.46153846153846,2.0,-14.737855350033307,-11.096361689961471,2.85714285714286,4.03703703703704,4.96428571428571,4.55172413793103,3.9615384615384603,26,0.6842105263157903,21,3.0,0.3333333333333333,mm_mar_2013,A CREEK,a,CREEK,creek,1.0,0.07777777777777778,0.5925925925925926
105,A CRIMINAL,a criminal,NOUN,people,0.7857142857142857,54,27,78,9,1.28,2.2272727272727297,-12.307782772091564,-9.86897937770702,4.05,3.55555555555556,4.92857142857143,3.0689655172413794,1.34615384615385,25,0.78125,22,3.2272727272727297,0.3098591549295772,mm_mar_2013,A CRIMINAL,a,CRIMINAL,criminal,1.0,0.10344827586206896,0.6666666666666666
106,A CRITIC,a critic,NOUN,people,0.7393939393939394,47,33,75,10,1.4074074074074099,2.34782608695652,-14.092673570359453,-11.729276140732908,2.68,3.24,4.692307692307691,2.8518518518518503,2.46666666666667,27,0.7105263157894723,23,3.34782608695652,0.2987012987012989,mm_mar_2013,A CRITIC,a,CRITIC,critic,1.0,0.1176470588235294,0.5875
107,A CUSTOMER,a customer,NOUN,people,0.7161290322580646,50,24,61,20,1.20833333333333,2.38095238095238,-12.385079293556096,-10.089190971014007,2.38095238095238,3.6666666666666696,5.0,3.31034482758621,3.42307692307692,24,0.827586206896554,21,3.3809523809523796,0.29577464788732405,mm_mar_2013,A CUSTOMER,a,CUSTOMER,customer,1.0,0.2469135802469136,0.6756756756756757
108,A CUTTING BOARD,a cutting board,NOUN,household item,0.8333333333333334,52,17,68,7,1.11111111111111,0.44,-15.515003978870876,-14.739778589899194,2.2727272727272703,4.96296296296296,4.888888888888889,4.57142857142857,3.26923076923077,27,0.9000000000000009,25,1.44,0.6944444444444444,mm_mar_2013,A CUTTING BOARD,a,CUTTING BOARD,cutting board,1.0,0.09333333333333334,0.7536231884057971
109,A DAHLIA,a dahlia,NOUN,living things,0.7989417989417991,65,23,86,15,1.18518518518519,0.555555555555556,-18.71530936956748,-14.113229522066767,2.92,4.2,3.2,3.40740740740741,3.8333333333333304,27,0.8437499999999966,18,1.5555555555555558,0.6428571428571427,mm_mar_2013,A DAHLIA,a,DAHLIA,dahlia,1.0,0.1485148514851485,0.7386363636363636
110,A DAIRYMAN,a dairyman,NOUN,people,0.8070175438596491,58,24,80,9,1.04,1.0,-18.438677100570843,-16.32511139121409,2.28,4.23076923076923,4.07692307692308,3.7407407407407405,3.46666666666667,25,0.9615384615384616,23,2.0,0.5,mm_mar_2013,A DAIRYMAN,a,DAIRYMAN,dairyman,1.0,0.10112359550561796,0.7073170731707317
111,A DEACON,a deacon,NOUN,people,0.8686131386861314,49,13,70,5,1.44444444444444,0.8846153846153849,-15.276724463303884,-12.838705804795206,1.82608695652174,4.19230769230769,4.38461538461539,3.53333333333333,3.39285714285714,27,0.6923076923076944,26,1.884615384615385,0.5306122448979591,mm_mar_2013,A DEACON,a,DEACON,deacon,1.0,0.06666666666666668,0.7903225806451613
112,A DECIDUOUS PLANT,a deciduous plant,NOUN,living things,0.8742138364779874,58,19,81,1,1.1304347826087,1.2173913043478302,-20.58673438807722,-19.528990566198797,2.8695652173912998,4.33333333333333,3.81818181818182,3.9166666666666696,3.36666666666667,23,0.8846153846153813,23,2.2173913043478297,0.450980392156862,mm_mar_2013,A DECIDUOUS PLANT,a,DECIDUOUS PLANT,deciduous plant,1.0,0.012195121951219513,0.7532467532467533
113,A DESIGNER,a designer,NOUN,people,0.7539267015706806,54,37,90,10,1.6666666666666698,1.8148148148148102,-13.913723267834694,-11.340734891287207,3.0,3.5862068965517206,4.6,2.92307692307692,3.56666666666667,30,0.5999999999999988,27,2.81481481481481,0.35526315789473745,mm_mar_2013,A DESIGNER,a,DESIGNER,designer,1.0,0.1,0.5934065934065934
114,A DESPERADO,a desperado,NOUN,people,0.8580645161290322,55,18,78,4,1.04166666666667,2.1304347826087002,-17.786641308883137,-15.986325484647544,3.7391304347826098,3.4166666666666696,3.7272727272727297,3.375,2.63333333333333,24,0.9599999999999967,23,3.1304347826087002,0.31944444444444403,mm_mar_2013,A DESPERADO,a,DESPERADO,desperado,1.0,0.04878048780487805,0.7534246575342466
115,A DESSERT PLATE,a dessert plate,NOUN,household item,0.8722222222222222,71,17,86,6,1.03846153846154,0.6923076923076921,-18.409145714135352,-17.25916777169087,3.2608695652173902,4.57692307692308,4.653846153846151,4.3,4.46428571428571,26,0.9629629629629616,26,1.6923076923076918,0.5909090909090909,mm_mar_2013,A DESSERT PLATE,a,DESSERT PLATE,dessert plate,1.0,0.06521739130434782,0.8068181818181818
116,A DETECTIVE,a detective,NOUN,people,0.7409638554216867,59,21,64,22,1.18518518518519,2.12,-13.600633122169626,-11.181499661946864,3.76,4.20833333333333,4.730769230769231,3.96296296296296,3.2758620689655205,27,0.8437499999999966,25,3.12,0.3205128205128205,mm_mar_2013,A DETECTIVE,a,DETECTIVE,detective,1.0,0.2558139534883721,0.7375
117,A DICTATOR,a dictator,NOUN,people,0.8133333333333334,53,17,69,11,1.44444444444444,2.2608695652173902,-14.903531799144705,-12.945049858152164,3.32,3.76923076923077,4.8,3.6666666666666696,1.62068965517241,27,0.6923076923076944,23,3.2608695652173902,0.3066666666666668,mm_mar_2013,A DICTATOR,a,DICTATOR,dictator,1.0,0.1375,0.7571428571428571
118,A DIRECTOR'S CHAIR,a director's chair,NOUN,furniture,0.8787878787878788,50,13,66,3,1.22222222222222,0.7272727272727271,-18.844006256763087,-17.039994642815174,3.16,4.56,4.57692307692308,4.40740740740741,3.36666666666667,27,0.8181818181818196,22,1.7272727272727268,0.5789473684210527,mm_mar_2013,A DIRECTOR'S CHAIR,a,DIRECTOR'S CHAIR,director's chair,1.0,0.043478260869565216,0.7936507936507936
119,A DIRT BIKE,a dirt bike,NOUN,vehicle,0.8066666666666666,51,21,70,8,1.07692307692308,0.72,-17.704730817156218,-16.56815781411866,4.30434782608696,4.83333333333333,4.63636363636364,4.88,3.43333333333333,26,0.928571428571426,25,1.72,0.5813953488372093,mm_mar_2013,A DIRT BIKE,a,DIRT BIKE,dirt bike,1.0,0.10256410256410256,0.7083333333333334
120,A DISTRIBUTOR,a distributor,NOUN,people,0.7586206896551724,51,18,59,17,1.6,2.14285714285714,-15.210841528186315,-12.934366767604141,2.28571428571429,3.30769230769231,4.89285714285714,2.03448275862069,3.19230769230769,25,0.625,21,3.14285714285714,0.31818181818181845,mm_mar_2013,A DISTRIBUTOR,a,DISTRIBUTOR,distributor,1.0,0.2236842105263158,0.7391304347826086
121,A DODO,a dodo,NOUN,living things,0.917098445595855,79,15,98,1,1.68,1.11111111111111,-17.368235699688814,-14.400474261692288,2.47619047619048,3.7037037037037,3.85714285714286,3.96428571428571,3.38461538461538,25,0.5952380952380952,18,2.1111111111111103,0.4736842105263161,mm_mar_2013,A DODO,a,DODO,dodo,1.0,0.010101010101010102,0.8404255319148937
122,A DOME,a dome,NOUN,building components,0.8106508875739645,52,28,85,4,1.6333333333333302,1.33333333333333,-14.92630279126191,-12.114214318773456,2.40909090909091,4.13793103448276,4.6,4.42307692307692,3.10344827586207,30,0.6122448979591849,27,2.3333333333333304,0.4285714285714292,mm_mar_2013,A DOME,a,DOME,dome,1.0,0.0449438202247191,0.65
123,A DOORMAN,a doorman,NOUN,people,0.7315789473684211,67,25,72,26,1.125,1.16666666666667,-16.194427569830857,-13.950919010559053,2.21739130434783,4.73913043478261,4.63636363636364,4.20833333333333,3.36666666666667,24,0.8888888888888888,24,2.1666666666666696,0.4615384615384608,mm_mar_2013,A DOORMAN,a,DOORMAN,doorman,1.0,0.2653061224489796,0.7282608695652174
124,A DRAGON,a dragon,NOUN,mythical creatures,0.847953216374269,64,17,81,9,1.32,0.7142857142857142,-13.573110368161151,-11.356267855165012,4.476190476190481,3.7037037037037,4.92857142857143,4.68965517241379,2.92307692307692,25,0.7575757575757576,21,1.714285714285714,0.5833333333333335,mm_mar_2013,A DRAGON,a,DRAGON,dragon,1.0,0.1,0.7901234567901234
125,A DRAGONFLY,a dragonfly,NOUN,living things,0.8470588235294118,66,17,78,9,1.12,0.526315789473684,-16.281117802855462,-14.56613585272809,3.2608695652173902,4.8,4.89655172413793,4.807692307692309,3.71428571428571,25,0.8928571428571428,19,1.526315789473684,0.6551724137931035,mm_mar_2013,A DRAGONFLY,a,DRAGONFLY,dragonfly,1.0,0.10344827586206896,0.7951807228915663
126,A DRAWER,a drawer,NOUN,container,0.8023255813953488,50,30,88,4,1.8,1.26923076923077,-13.666816129541855,-11.856714635865094,1.77272727272727,4.6551724137931,4.83333333333333,4.38461538461539,3.1666666666666696,30,0.5555555555555556,26,2.26923076923077,0.4406779661016947,mm_mar_2013,A DRAWER,a,DRAWER,drawer,1.0,0.043478260869565216,0.625
127,A DRINKING GLASS,a drinking glass,NOUN,household item,0.7771084337349398,45,34,84,3,1.2962962962963,3.0,-17.377908855374493,-16.560485091406967,2.17391304347826,4.62962962962963,4.92857142857143,4.68965517241379,3.4615384615384603,27,0.7714285714285692,25,4.0,0.25,mm_mar_2013,A DRINKING GLASS,a,DRINKING GLASS,drinking glass,1.0,0.03448275862068965,0.569620253164557
