,word_upper,word_lower,word_lower_no_article,article,syntactic_category,category,subcategory_1,subcategory_2,subcategory_3,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,# meanings (human),# synonyms (human),Log Subtlex frequency,Log Subtlex CD,Google n-gram frequency,Concreteness,Imageability,Familiarity,Valence,Arousal,num_ratings_meanings,num_ratings_synonyms,multi_word
513,ERWIN SCHRODINGER,erwin schrodinger,erwin schrodinger,,NOUN,famous people,Science,,,0.7769784172661871,38,28,70,3,0.0410958904109589,0.5757575757575758,1.0,0.0,,,-18.16146632590407,4.72,3.64285714285714,2.53571428571429,3.09090909090909,3.17391304347826,23.0,23.0,1.0
514,SAN FRANCISCO BAY,san francisco bay,san francisco bay,,NOUN,earth formation,water,bay,famous,0.8994413407821229,72,13,89,5,0.0531914893617021,0.8470588235294118,1.0384615384615383,0.0833333333333333,,,-14.312584586841377,4.84,4.60714285714286,4.57142857142857,4.0,3.08695652173913,26.0,24.0,1.0
515,TO AWAIT,to await,await,to,VERB,,,,,0.6272189349112426,21,59,85,4,0.0449438202247191,0.2625,1.1851851851851851,2.52,2.2601,2.2122,-13.78853354873469,2.91666666666667,1.92857142857143,4.82142857142857,3.0,2.56521739130435,27.0,25.0,1.0
516,TO SPRAY-PAINT,to spray-paint,spray-paint,to,VERB,,,,,0.8314606741573034,60,27,88,3,0.0329670329670329,0.6896551724137931,1.1851851851851851,0.5833333333333334,,,-19.05341962451274,3.92,4.10714285714286,4.89285714285714,2.95454545454545,3.60869565217391,27.0,24.0,1.0
517,UNWIELDY,unwieldy,unwieldy,,ADJ,,,,,0.7288135593220338,39,46,90,2,0.0217391304347826,0.4588235294117647,1.1304347826086956,2.7916666666666665,0.8451,0.8451,-14.006511380461165,2.29166666666667,1.96428571428571,4.32142857142857,2.28571428571429,2.56521739130435,23.0,24.0,0.0
518,WHIPPED CREAM,whipped cream,whipped cream,,NOUN,food,dairy,,,0.8766233766233766,56,18,79,1,0.0125,0.7567567567567568,1.148148148148148,0.76,,,-13.880365608398613,4.64,4.75,4.96296296296296,4.28571428571429,3.60869565217391,27.0,25.0,1.0
519,A TRUSTEE,a trustee,trustee,a,NOUN,people,Business,,,0.7243589743589743,39,35,74,8,0.0975609756097561,0.527027027027027,1.7407407407407407,1.6,1.6335,1.5563,-13.835397584639091,3.28,2.60714285714286,4.57142857142857,3.40909090909091,2.60869565217391,27.0,25.0,1.0
520,TO DRAW,to draw,draw,to,VERB,,,,,0.7272727272727273,52,32,76,16,0.1739130434782608,0.6190476190476191,2.592592592592593,3.583333333333333,3.3143,3.1319,-10.999939056466324,3.72,3.78571428571429,4.89285714285714,3.76190476190476,2.95652173913043,27.0,24.0,1.0
521,TO DAZZLE,to dazzle,dazzle,to,VERB,,,,,0.8193548387096774,57,16,70,12,0.1463414634146341,0.7808219178082192,1.851851851851852,3.375,1.716,1.6435,-15.850913048812332,2.24,2.57142857142857,4.89285714285714,4.38095238095238,4.59090909090909,27.0,24.0,1.0
522,TO STREAK,to streak,streak,to,VERB,,,,,0.7582417582417582,57,29,81,15,0.15625,0.6627906976744186,2.2222222222222223,1.9583333333333333,2.4713,2.3304,-17.150822792579934,3.32,3.11111111111111,4.77777777777778,2.81818181818182,4.08695652173913,27.0,24.0,1.0
523,TO CEASE,to cease,cease,to,VERB,,,,,0.6914285714285714,45,39,76,15,0.1648351648351648,0.5357142857142857,1.4814814814814814,3.56,2.6493,2.4757,-13.547325938084422,2.84,1.85714285714286,4.75,2.72727272727273,2.1304347826087,27.0,25.0,1.0
524,WINSLOW HOMER,winslow homer,winslow homer,,NOUN,famous people,Artist,,,0.7916666666666666,39,29,75,1,0.0131578947368421,0.5735294117647058,1.0,0.0,,,-16.570299651258775,4.64,3.57142857142857,2.48148148148148,3.36363636363636,2.65217391304348,20.0,17.0,1.0
525,TO SHIP,to ship,ship,to,VERB,,,,,0.8048780487804879,49,26,83,6,0.0674157303370786,0.6533333333333333,1.851851851851852,3.04,3.7028,3.066,-14.001925581156872,3.48,2.85185185185185,4.82142857142857,3.27272727272727,2.77272727272727,27.0,25.0,1.0
526,KAYAKING,kayaking,kayaking,,NOUN,sport,,,,0.8297872340425532,69,21,87,11,0.1122448979591836,0.7666666666666667,1.0384615384615383,0.5652173913043478,0.699,0.699,-14.716802037825254,4.04,4.17857142857143,4.64285714285714,3.68181818181818,4.34782608695652,26.0,23.0,0.0
527,TO MOTHER,to mother,mother,to,VERB,,,,,0.8066666666666666,50,23,71,6,0.0779220779220779,0.684931506849315,1.4444444444444444,2.84,4.3888,3.7448,-13.827027992990043,2.88,2.55555555555556,4.96428571428571,4.0,3.0,27.0,25.0,1.0
528,BLINDNESS,blindness,blindness,,NOUN,diseases and conditions,eye and ear,,,0.7759562841530054,54,33,88,8,0.0833333333333333,0.6206896551724138,1.5555555555555556,1.52,1.8325,1.7482,-12.343274267617202,3.56,2.28571428571429,4.81481481481481,1.59090909090909,2.82608695652174,27.0,25.0,0.0
529,IVAN,ivan,ivan,,NOUN,common names,boy,,,0.810126582278481,53,23,75,7,0.0853658536585365,0.6973684210526315,1.2592592592592593,0.0,,,-12.14044656495732,3.8,3.14285714285714,3.10714285714286,3.0,2.82608695652174,27.0,25.0,0.0
530,TO PLAY,to play,play,to,VERB,,,,,0.6944444444444444,46,42,79,13,0.1413043478260869,0.5227272727272727,2.3703703703703702,3.52,4.2572,3.7279,-10.339523600584316,3.08333333333333,3.0,4.92857142857143,4.57142857142857,4.30434782608696,27.0,25.0,1.0
531,SNEAKY,sneaky,sneaky,,ADJ,,,,,0.7202380952380952,50,29,71,18,0.2022471910112359,0.6329113924050633,1.3846153846153846,3.52,2.3365,2.2672,-13.984791176354236,1.92,2.35714285714286,4.78571428571429,1.90909090909091,3.91304347826087,26.0,25.0,0.0
532,PRODUCTIVE,productive,productive,,ADJ,,,,,0.7087912087912088,49,39,80,14,0.1489361702127659,0.5568181818181818,1.7307692307692308,3.16,2.0934,2.0374,-10.925942749507776,2.0,1.92857142857143,4.85185185185185,4.31818181818182,3.69565217391304,26.0,25.0,0.0
533,CLARK GABLE,clark gable,clark gable,,NOUN,famous people,Actors,,,0.8414634146341463,57,20,81,6,0.0689655172413793,0.7402597402597403,1.0,0.0,,,-15.622769481385092,4.8,4.5,4.21428571428571,3.76190476190476,3.78260869565217,25.0,22.0,1.0
534,A DRINKING GLASS,a drinking glass,drinking glass,a,NOUN,household item,kitchen item,drinkware,,0.7771084337349398,45,34,84,3,0.0344827586206896,0.569620253164557,1.2962962962962965,3.0,,,-17.377908855374493,4.6,4.67857142857143,4.92857142857143,3.54545454545455,2.17391304347826,27.0,25.0,1.0
535,NASTY,nasty,nasty,,ADJ,,,,,0.7898089171974523,46,25,78,8,0.0930232558139534,0.647887323943662,2.074074074074074,4.84,3.0615,2.9533,-11.915023401161774,2.04,2.40740740740741,4.96428571428571,1.63636363636364,3.52173913043478,27.0,25.0,0.0
536,TO PROVIDE,to provide,provide,to,VERB,,,,,0.7,41,46,85,8,0.086021505376344,0.4712643678160919,1.5,3.32,2.9489,2.8779,-9.627455793061182,2.48,2.0,4.92857142857143,4.09090909090909,3.26086956521739,28.0,25.0,1.0
537,A PISTOL,a pistol,pistol,a,NOUN,weapon,gun,,,0.8322981366459627,55,20,79,7,0.0813953488372093,0.7333333333333333,1.7407407407407407,2.24,2.711,2.5119,-13.47760170857512,4.6,4.85185185185185,4.96428571428571,2.18181818181818,4.39130434782609,27.0,25.0,1.0
538,A CANYON,a canyon,canyon,a,NOUN,earth formation,land,,,0.7734806629834254,56,30,84,11,0.1157894736842105,0.6511627906976745,1.3703703703703705,2.0,2.6222,2.3464,-15.526024536589771,4.375,4.46428571428571,4.89285714285714,3.59090909090909,3.69565217391304,27.0,25.0,1.0
539,TASTEFUL,tasteful,tasteful,,ADJ,,,,,0.7160493827160493,41,33,75,13,0.1477272727272727,0.5540540540540541,1.8846153846153848,4.08,1.8451,1.7782,-14.3911052162324,1.70833333333333,1.85714285714286,4.82142857142857,4.13636363636364,3.17391304347826,26.0,25.0,0.0
540,BASIL,basil,basil,,NOUN,food,seasoning / condiments,spice,,0.9081081081081082,69,10,99,7,0.0660377358490566,0.8734177215189873,1.7407407407407407,0.0,1.8451,1.6628,-11.987551128552044,4.68,4.46428571428571,4.71428571428571,3.77272727272727,2.65217391304348,27.0,25.0,0.0
541,KLONOPIN,klonopin,klonopin,,NOUN,medicine,common brand,,,0.8545454545454545,56,21,85,3,0.034090909090909,0.7272727272727273,1.0,1.0,,,-16.637415539208927,4.28,2.25,2.75,2.80952380952381,2.1304347826087,17.0,14.0,0.0
542,TO WOBBLE,to wobble,wobble,to,VERB,,,,,0.7666666666666667,56,17,59,18,0.2337662337662337,0.7671232876712328,1.5555555555555556,2.8,1.4914,1.3979,-15.97081301678439,3.56,3.17857142857143,4.71428571428571,2.36363636363636,2.81818181818182,27.0,25.0,1.0
543,PLACID,placid,placid,,ADJ,,,,,0.8453038674033149,61,24,92,4,0.0416666666666666,0.7176470588235294,1.56,3.0,1.4771,1.2304,-13.572414255189129,2.625,2.25,4.5,3.27272727272727,1.39130434782609,25.0,24.0,0.0
544,TO LODGE,to lodge,lodge,to,VERB,,,,,0.6747572815533981,70,30,69,37,0.3490566037735849,0.7,2.037037037037037,2.48,2.534,2.2577,-14.695730463798164,3.08,2.32142857142857,4.60714285714286,3.09090909090909,2.34782608695652,27.0,25.0,1.0
545,TO BLACKEN,to blacken,blacken,to,VERB,,,,,0.8614457831325302,56,20,87,3,0.0333333333333333,0.7368421052631579,1.7777777777777777,2.4,1.3222,1.2788,-16.122298713611148,3.24,3.25,4.71428571428571,2.18181818181818,2.65217391304348,27.0,25.0,1.0
546,LAME,lame,lame,,ADJ,,,,,0.7777777777777778,44,27,75,7,0.0853658536585365,0.6197183098591549,2.2142857142857144,3.6,2.7466,2.6435,-12.79105692790814,2.4,2.35714285714286,4.89285714285714,1.95454545454545,1.65217391304348,28.0,25.0,0.0
547,A CASTLE,a castle,castle,a,NOUN,human dwelling,,,,0.8181818181818182,58,17,68,11,0.1392405063291139,0.7733333333333333,1.4814814814814814,2.12,3.0414,2.5832,-13.88766982554098,4.48,4.82142857142857,4.96428571428571,4.0,4.1304347826087,27.0,25.0,1.0
548,BERNARD,bernard,bernard,,NOUN,common names,boy,,,0.7662337662337663,46,29,72,7,0.0886075949367088,0.6133333333333333,1.4074074074074074,0.0,,,-11.479290883884495,3.84,3.60714285714286,3.25,2.9047619047619,2.39130434782609,27.0,25.0,0.0
549,GORGONZOLA,gorgonzola,gorgonzola,,NOUN,food,dairy,cheese,,0.8875739644970414,70,12,80,7,0.0804597701149425,0.8536585365853658,1.0416666666666667,0.25,1.0,1.0,-15.623015934300726,4.32,3.81481481481481,3.57142857142857,3.22727272727273,2.8695652173913,24.0,20.0,0.0
550,A UNICORN,a unicorn,unicorn,a,NOUN,mythical creatures,,,,0.8705882352941177,64,19,84,3,0.0344827586206896,0.7710843373493976,1.2962962962962965,0.2,2.1038,1.5798,-15.499809147321088,3.92,4.71428571428571,4.78571428571429,4.13636363636364,4.1304347826087,27.0,25.0,1.0
551,SAINT LOUIS,saint louis,saint louis,,NOUN,geography,United States,big city,,0.8456375838926175,49,20,77,3,0.0375,0.7101449275362319,1.4444444444444444,0.125,,,-14.418647113058917,4.76,4.17857142857143,4.39285714285714,3.18181818181818,2.73913043478261,27.0,24.0,1.0
552,A CONGA,a conga,conga,a,NOUN,musical instruments,percussion,drum,,0.7823529411764706,46,35,87,2,0.0224719101123595,0.5679012345679012,1.375,0.782608695652174,1.6335,1.3802,-17.502583754366675,3.8,3.77777777777778,3.39285714285714,3.5,4.0,24.0,23.0,1.0
553,RIVETING,riveting,riveting,,ADJ,,,,,0.7515923566878981,44,30,74,9,0.108433734939759,0.5945945945945946,1.851851851851852,3.4,1.3802,1.3617,-14.418222519882416,1.96,2.35714285714286,4.32142857142857,3.95454545454545,4.56521739130435,27.0,25.0,0.0
554,THINKABLE,thinkable,thinkable,,ADJ,,,,,0.6415094339622641,23,53,79,4,0.0481927710843373,0.3026315789473684,1.2962962962962965,2.708333333333333,,,-15.138381921943,1.52,1.42857142857143,4.03571428571429,3.54545454545455,3.26086956521739,27.0,24.0,0.0
555,TO SPILL,to spill,spill,to,VERB,,,,,0.7105263157894737,44,28,64,16,0.2,0.6111111111111112,1.8888888888888888,2.84,2.6365,2.5527,-14.019970363493709,3.64,3.67857142857143,4.92857142857143,2.09090909090909,3.65217391304348,27.0,25.0,1.0
556,HUDSON BAY,hudson bay,hudson bay,,NOUN,earth formation,water,bay,famous,0.8471337579617835,56,20,77,4,0.0493827160493827,0.7368421052631579,1.1111111111111112,0.0,,,-15.122069839211065,4.92,4.32142857142857,4.39285714285714,3.45454545454545,3.0,27.0,25.0,1.0
557,SKATEBOARDING,skateboarding,skateboarding,,NOUN,sport,,,,0.8253012048192772,58,18,79,11,0.1222222222222222,0.7631578947368421,1.0740740740740742,0.8333333333333334,1.4771,1.3222,-15.057702206947503,3.96,4.35714285714286,4.85714285714286,3.57142857142857,4.30434782608696,27.0,24.0,0.0
558,TO WEAR,to wear,wear,to,VERB,,,,,0.6380368098159509,35,43,69,16,0.188235294117647,0.4487179487179487,2.185185185185185,2.96,3.7464,3.4953,-11.573414782706832,3.6,2.5,4.92857142857143,3.54545454545455,2.69565217391304,27.0,25.0,1.0
559,RICHMOND,richmond,richmond,,NOUN,geography,United States,big city,,0.776536312849162,56,30,83,10,0.1075268817204301,0.6511627906976745,1.851851851851852,0.2,,,-11.99430380858507,4.24,3.39285714285714,3.85714285714286,3.31818181818182,2.91304347826087,27.0,25.0,0.0
560,TO LUG,to lug,lug,to,VERB,,,,,0.8242424242424242,54,23,82,6,0.0681818181818181,0.7012987012987013,1.5,3.16,2.1239,2.0212,-16.058873784644497,3.32,2.82142857142857,4.5,2.40909090909091,2.21739130434783,24.0,25.0,1.0
561,THE TAJ MAHAL,the taj mahal,taj mahal,the,NOUN,famous landmark,India,,,0.8551724137931035,62,7,62,14,0.1842105263157894,0.8985507246376812,1.0740740740740742,0.04,,,-15.375746582578383,4.88,4.82142857142857,4.5,4.13636363636364,4.22727272727273,27.0,25.0,1.0
562,SPITEFUL,spiteful,spiteful,,ADJ,,,,,0.7078651685393258,43,43,83,9,0.0978260869565217,0.5,1.3703703703703705,3.16,1.5911,1.4771,-14.182001897961616,1.8,1.96428571428571,4.78571428571429,1.54545454545455,3.78260869565217,27.0,25.0,0.0
563,TO STALK,to stalk,stalk,to,VERB,,,,,0.7878787878787878,64,14,66,21,0.2413793103448276,0.8205128205128205,1.7307692307692308,2.32,1.9395,1.9031,-15.453275787094102,3.12,3.03571428571429,4.96428571428571,1.63636363636364,4.04347826086957,26.0,25.0,1.0
564,AN AUTHOR,an author,author,an,NOUN,people,A&E,,,0.7777777777777778,55,22,71,14,0.1647058823529411,0.7142857142857143,1.3703703703703705,2.2,2.6085,2.4014,-12.868267349122544,3.8,3.42857142857143,4.96428571428571,3.59090909090909,3.26086956521739,27.0,25.0,1.0
565,CIVILIZED,civilized,civilized,,ADJ,,,,,0.726027397260274,36,34,70,6,0.0789473684210526,0.5142857142857142,1.807692307692308,2.92,2.4997,2.4133,-12.24815361112469,1.91666666666667,2.17857142857143,4.78571428571429,4.13636363636364,2.47826086956522,26.0,25.0,0.0
566,HANUKKAH,hanukkah,hanukkah,,NOUN,calendar items,holiday,religious,,0.8770053475935828,69,21,95,2,0.0206185567010309,0.7666666666666667,1.0,0.16,,,-15.113728630432238,3.84,3.42857142857143,4.66666666666667,3.63636363636364,3.17391304347826,27.0,25.0,0.0
567,RACQUETBALL,racquetball,racquetball,,NOUN,sport,,,,0.8050314465408805,45,29,83,2,0.0235294117647058,0.6081081081081081,1.1538461538461535,0.28,1.7993,1.5563,-15.89538645178449,4.44,4.5,4.60714285714286,3.40909090909091,4.17391304347826,26.0,25.0,0.0
568,A GAME BOY,a game boy,game boy,a,NOUN,games,video game platform,famous,,0.9116022099447514,77,12,88,4,0.0434782608695652,0.8651685393258427,1.5185185185185186,0.32,,,-18.90963779421535,4.76,4.78571428571429,4.78571428571429,3.72727272727273,3.82608695652174,27.0,25.0,1.0
569,A YELLOW JACKET,a yellow jacket,yellow jacket,a,NOUN,living things,animal,invertebrate,insect,0.8756756756756757,71,16,91,7,0.0714285714285714,0.8160919540229885,2.1481481481481484,1.32,,,-18.237742893916536,4.44,4.89285714285714,4.92857142857143,2.40909090909091,4.08695652173913,27.0,25.0,1.0
570,TO CROP,to crop,crop,to,VERB,,,,,0.7577639751552795,49,28,73,11,0.1309523809523809,0.6363636363636364,2.2962962962962963,2.2,2.3962,2.2529,-14.781402983175909,3.45833333333333,2.53571428571429,4.64285714285714,3.04545454545455,2.69565217391304,27.0,25.0,1.0
571,A FORK,a fork,fork,a,NOUN,household item,kitchen item,tableware,,0.7577639751552795,56,22,66,17,0.2048192771084337,0.717948717948718,2.1481481481481484,0.84,2.6542,2.5011,-13.39769224352061,4.68,4.89285714285714,5.0,3.36363636363636,2.26086956521739,27.0,25.0,1.0
572,CARDAMOM,cardamom,cardamom,,NOUN,food,seasoning / condiments,spice,,0.8402366863905325,61,20,81,7,0.0795454545454545,0.7530864197530864,1.0,0.25,1.0414,0.699,-14.31588772818749,3.88,3.33333333333333,2.57142857142857,3.40909090909091,2.69565217391304,14.0,16.0,0.0
573,SQUEAMISH,squeamish,squeamish,,ADJ,,,,,0.7486033519553073,54,31,80,14,0.1489361702127659,0.6352941176470588,1.2592592592592593,2.84,1.6628,1.6128,-14.823190352533514,2.16666666666667,2.21428571428571,4.71428571428571,1.90909090909091,3.47826086956522,27.0,25.0,0.0
574,APPROPRIATE,appropriate,appropriate,,ADJ,,,,,0.7,47,34,72,17,0.1910112359550561,0.5802469135802469,1.7037037037037035,3.24,2.8182,2.7619,-9.176384076986963,1.68,1.75,4.85185185185185,3.90909090909091,2.43478260869565,27.0,25.0,0.0
575,A NARWHAL,a narwhal,narwhal,a,NOUN,living things,animal,marine mammal,,0.9095744680851064,73,15,98,2,0.02,0.8295454545454546,1.1,0.1428571428571428,0.8451,0.7782,-18.325844588951444,3.84,3.89285714285714,3.03571428571429,3.36363636363636,3.26086956521739,20.0,21.0,1.0
576,TO YANK,to yank,yank,to,VERB,,,,,0.8133333333333334,49,23,73,5,0.0641025641025641,0.6805555555555556,1.5384615384615383,3.08,2.382,2.1523,-15.04184103411264,3.54166666666667,3.21428571428571,4.85714285714286,2.45454545454545,3.91304347826087,26.0,25.0,1.0
577,TO PACKAGE,to package,package,to,VERB,,,,,0.754601226993865,46,32,77,8,0.0941176470588235,0.5897435897435898,1.7777777777777777,2.52,3.0656,2.8488,-14.867268245492747,3.72,3.17857142857143,4.7037037037037,3.45454545454545,2.56521739130435,27.0,25.0,1.0
578,TO SWAY,to sway,sway,to,VERB,,,,,0.7884615384615384,48,27,75,6,0.074074074074074,0.64,1.8846153846153848,2.76,2.1139,1.9542,-14.298987437529988,3.25,2.89285714285714,4.67857142857143,3.19047619047619,2.78260869565217,26.0,25.0,1.0
579,COWBOY BOOTS,cowboy boots,cowboy boots,,NOUN,clothing,shoes,,,0.8291139240506329,51,24,80,3,0.036144578313253,0.68,1.0740740740740742,0.72,,,-14.7840584746837,4.64,4.82142857142857,4.96428571428571,3.31818181818182,2.69565217391304,27.0,25.0,1.0
580,AN AUTOMATIC RIFLE,an automatic rifle,automatic rifle,an,NOUN,weapon,gun,,,0.8280254777070064,54,22,76,5,0.0617283950617283,0.7105263157894737,1.0740740740740742,1.2,,,-17.407639374844827,4.68,4.64285714285714,4.89285714285714,2.18181818181818,4.52173913043478,27.0,25.0,1.0
581,DUSTIN,dustin,dustin,,NOUN,common names,boy,,,0.8472222222222222,48,20,74,2,0.0263157894736842,0.7058823529411765,1.3703703703703705,0.0,,,-13.986387744425668,3.64,3.35714285714286,3.32142857142857,3.09090909090909,2.69565217391304,27.0,25.0,0.0
582,JULY,july,july,,NOUN,calendar items,month,,,0.8296703296703297,64,25,87,6,0.064516129032258,0.7191011235955056,1.1851851851851851,0.12,,,-9.5468984938474,3.28,2.53571428571429,4.96428571428571,3.5,3.47826086956522,27.0,25.0,0.0
583,A PLATEAU,a plateau,plateau,a,NOUN,earth formation,land,,,0.845360824742268,69,24,95,6,0.0594059405940594,0.7419354838709677,1.8888888888888888,2.04,1.4771,1.415,-14.429224930582318,4.04,4.46428571428571,4.71428571428571,3.18181818181818,2.59090909090909,27.0,25.0,1.0
584,CONCLUSIVE,conclusive,conclusive,,ADJ,,,,,0.675392670157068,42,50,87,12,0.1212121212121212,0.4565217391304347,1.2222222222222223,3.32,1.7924,1.7634,-12.792570379317368,1.84,1.42857142857143,4.71428571428571,3.31818181818182,2.63636363636364,27.0,25.0,0.0
585,AN ISLET,an islet,islet,an,NOUN,earth formation,land/water,,,0.850828729281768,64,24,90,3,0.032258064516129,0.7272727272727273,1.3333333333333333,1.1578947368421053,,,-16.77780703211639,3.8,3.89285714285714,3.46428571428571,3.36363636363636,2.47826086956522,21.0,19.0,1.0
586,A GORGE,a gorge,gorge,a,NOUN,earth formation,land,,,0.8674698795180723,64,13,80,9,0.1011235955056179,0.8311688311688312,1.4230769230769231,2.1666666666666665,1.8325,1.6435,-16.160555522407613,4.16,4.33333333333333,4.21428571428571,3.27272727272727,3.52173913043478,26.0,24.0,1.0
587,TO LACE,to lace,lace,to,VERB,,,,,0.723404255319149,52,39,84,13,0.134020618556701,0.5714285714285714,1.962962962962963,2.12,2.2788,2.1367,-16.18039229815957,3.56,3.25,4.5,3.47619047619048,2.69565217391304,27.0,25.0,1.0
588,A RAISIN,a raisin,raisin,a,NOUN,food,fruit,,,0.8198757763975155,53,24,79,5,0.0595238095238095,0.6883116883116883,1.148148148148148,0.52,1.9243,1.7924,-16.27855202025368,4.76,4.85714285714286,4.96428571428571,3.59090909090909,2.26086956521739,27.0,25.0,1.0
589,CARDIOMYOPATHY,cardiomyopathy,cardiomyopathy,,NOUN,diseases and conditions,cardiovascular,,,0.7748344370860927,41,30,76,4,0.05,0.5774647887323944,1.0,0.4285714285714285,0.9542,0.9031,-13.250106746196389,3.44,1.67857142857143,2.35714285714286,2.04545454545455,3.13636363636364,19.0,21.0,0.0
590,FATHERLY,fatherly,fatherly,,ADJ,,,,,0.8598726114649682,53,19,82,3,0.0352941176470588,0.7361111111111112,1.2962962962962965,2.24,1.5051,1.4771,-14.222930664054193,2.32,2.60714285714286,4.82142857142857,4.28571428571429,2.78260869565217,27.0,25.0,0.0
591,A TUREEN,a tureen,tureen,a,NOUN,household item,kitchen item,dishware,,0.8523489932885906,49,21,78,1,0.0126582278481012,0.7,1.0,1.625,0.8451,0.8451,-17.462023233465942,3.76,3.21428571428571,2.60714285714286,3.09090909090909,2.43478260869565,15.0,16.0,1.0
592,ABORIGINAL,aboriginal,aboriginal,,ADJ,,,,,0.8881987577639752,64,13,79,5,0.0595238095238095,0.8311688311688312,1.3076923076923077,1.6,1.0,1.0,-11.830969248335974,3.08,2.96428571428571,3.85714285714286,3.27272727272727,3.04347826086957,26.0,25.0,0.0
593,A GOLF CART,a golf cart,golf cart,a,NOUN,vehicle,land,motorized,other,0.8212290502793296,65,19,82,13,0.1368421052631579,0.7738095238095238,1.0740740740740742,0.28,,,-16.45557576892154,4.6,4.78571428571429,4.92857142857143,3.31818181818182,2.59090909090909,27.0,25.0,1.0
594,A NEWSPAPERMAN,a newspaperman,newspaperman,a,NOUN,people,Other,,,0.8484848484848485,54,9,58,11,0.1594202898550724,0.8571428571428571,1.1851851851851851,1.16,1.8692,1.6435,-16.563036145348182,4.16,4.0,4.75,3.18181818181818,2.65217391304348,27.0,25.0,1.0
595,TO CHITCHAT,to chitchat,chitchat,to,VERB,,,,,0.8395061728395061,53,22,83,4,0.0459770114942528,0.7066666666666667,1.148148148148148,3.8,1.8325,1.7782,-18.086456518285328,3.04,2.67857142857143,4.92857142857143,3.63636363636364,3.26086956521739,27.0,25.0,1.0
596,TO HOLIDAY,to holiday,holiday,to,VERB,,,,,0.8176470588235294,54,26,85,5,0.0555555555555555,0.675,1.5769230769230769,2.217391304347826,3.0362,2.791,-16.52175450135495,2.68,2.39285714285714,4.46428571428571,4.54545454545455,4.1304347826087,26.0,23.0,1.0
597,FUTURISTIC,futuristic,futuristic,,ADJ,,,,,0.8229166666666666,64,28,94,6,0.06,0.6956521739130435,1.2592592592592593,1.88,1.2553,1.2553,-14.172210349370744,1.96,2.64285714285714,4.60714285714286,3.81818181818182,4.04347826086957,27.0,25.0,0.0
598,AN EMPEROR,an emperor,emperor,an,NOUN,people,Politics,,,0.7976878612716763,60,23,78,12,0.1333333333333333,0.7228915662650602,1.2962962962962965,2.56,2.8395,2.2672,-14.578415318526185,4.4,4.21428571428571,4.5,2.95454545454545,3.78260869565217,27.0,25.0,1.0
599,TO LEARN,to learn,learn,to,VERB,,,,,0.7228260869565217,58,30,75,21,0.21875,0.6590909090909091,1.5,3.28,3.7816,3.5334,-10.25310397193348,2.2,2.14814814814815,4.96428571428571,4.31818181818182,4.1304347826087,26.0,25.0,1.0
600,A TOILET BOWL BRUSH,a toilet bowl brush,toilet bowl brush,a,NOUN,household item,bathroom item,object,,0.9430379746835444,71,6,78,3,0.037037037037037,0.922077922077922,1.037037037037037,0.52,,,-21.228171279107823,4.72,4.89285714285714,4.96428571428571,2.31818181818182,1.54545454545455,27.0,25.0,1.0
601,TO FLOURISH,to flourish,flourish,to,VERB,,,,,0.7191011235955056,52,32,76,18,0.1914893617021276,0.6190476190476191,1.5555555555555556,3.48,1.6232,1.6128,-13.63395048377134,2.24,2.17857142857143,4.71428571428571,4.68181818181818,4.08695652173913,27.0,25.0,1.0
602,TO BAY,to bay,bay,to,VERB,,,,,0.78,47,24,70,9,0.1139240506329113,0.6619718309859155,1.7272727272727273,1.75,3.0924,2.7875,-16.038763693892744,2.84,2.39285714285714,3.42857142857143,2.90909090909091,3.0,22.0,20.0,1.0
603,TO INTEND,to intend,intend,to,VERB,,,,,0.6753246753246753,32,43,72,7,0.0886075949367088,0.4266666666666667,1.4444444444444444,2.48,3.0734,2.9533,-15.85740859626053,1.84,1.32142857142857,4.71428571428571,3.40909090909091,2.65217391304348,27.0,25.0,1.0
604,TO RECEIVE,to receive,receive,to,VERB,,,,,0.6274509803921569,39,34,57,23,0.2875,0.5342465753424658,1.6538461538461535,3.36,2.9969,2.8785,-10.93276930772553,2.92,2.53571428571429,4.96296296296296,3.9047619047619,3.30434782608696,26.0,25.0,1.0
605,MAY,may,may,,NOUN,calendar items,month,,,0.8323353293413174,59,23,80,5,0.0588235294117647,0.7195121951219512,2.5384615384615383,2.04,,,-6.757168935263121,3.12,2.35714285714286,4.85714285714286,3.95454545454545,3.21739130434783,26.0,25.0,0.0
606,TO DISMISS,to dismiss,dismiss,to,VERB,,,,,0.6759776536312849,49,38,72,20,0.217391304347826,0.5632183908045977,1.6666666666666667,2.9166666666666665,2.4472,2.3139,-12.843573389070963,2.72,2.14814814814815,4.82142857142857,2.5,2.30434782608696,27.0,24.0,1.0
607,CARING,caring,caring,,ADJ,,,,,0.7299270072992701,32,34,68,3,0.0422535211267605,0.4848484848484848,1.72,4.36,2.5563,2.5079,-11.137012992544816,1.72,2.17857142857143,4.85714285714286,4.59090909090909,2.86363636363636,25.0,25.0,0.0
608,UPTIGHT,uptight,uptight,,ADJ,,,,,0.759493670886076,42,33,78,5,0.0602409638554216,0.56,1.4444444444444444,3.68,2.316,2.2041,-14.464570578693484,2.08,2.14285714285714,4.85714285714286,1.81818181818182,2.81818181818182,27.0,25.0,0.0
